date,BXMT_Open,BXMT_High,BXMT_Low,BXMT_Close,BXMT_Volume,BXMT_Dividends,BXMT_Stock Splits
1980-12-29 00:00:00+00:00,0.0,240.0,236.25,11.402026176452637,87,0.0,
1980-12-30 00:00:00+00:00,0.0,243.75,236.25,11.580182075500488,173,0.0,
1980-12-31 00:00:00+00:00,0.0,281.25,243.75,13.361749649047852,127,0.0,
1981-01-02 00:00:00+00:00,0.0,277.5,277.5,13.183588981628418,20,0.0,
1981-01-05 00:00:00+00:00,0.0,281.25,270.0,12.827280044555664,30,0.0,
1981-01-06 00:00:00+00:00,0.0,270.0,270.0,12.827280044555664,3,0.0,
1981-01-07 00:00:00+00:00,270.0,270.0,270.0,12.827280044555664,0,0.0,
1981-01-08 00:00:00+00:00,0.0,270.0,270.0,12.827280044555664,13,0.0,
1981-01-09 00:00:00+00:00,270.0,270.0,270.0,12.827280044555664,0,0.0,
1981-01-12 00:00:00+00:00,270.0,270.0,270.0,12.827280044555664,0,0.0,
1981-01-13 00:00:00+00:00,270.0,270.0,270.0,12.827280044555664,0,0.0,
1981-01-14 00:00:00+00:00,0.0,262.5,262.5,12.47096347808838,20,0.0,
1981-01-15 00:00:00+00:00,0.0,266.25,262.5,12.649121284484863,17,0.0,
1981-01-16 00:00:00+00:00,0.0,266.25,266.25,12.649121284484863,23,0.0,
1981-01-19 00:00:00+00:00,266.25,266.25,266.25,12.649121284484863,0,0.0,
1981-01-20 00:00:00+00:00,0.0,262.5,262.5,12.47096347808838,23,0.0,
1981-01-21 00:00:00+00:00,0.0,262.5,262.5,12.47096347808838,37,0.0,
1981-01-22 00:00:00+00:00,0.0,262.5,262.5,12.47096347808838,10,0.0,
1981-01-23 00:00:00+00:00,0.0,262.5,262.5,12.47096347808838,33,0.0,
1981-01-26 00:00:00+00:00,0.0,258.75,255.0,12.292808532714844,30,0.0,
1981-01-27 00:00:00+00:00,258.75,258.75,258.75,12.292808532714844,0,0.0,
1981-01-28 00:00:00+00:00,0.0,255.0,255.0,12.114646911621094,13,0.0,
1981-01-29 00:00:00+00:00,0.0,251.25,251.25,11.936497688293455,33,0.0,
1981-01-30 00:00:00+00:00,0.0,251.25,251.25,11.936497688293455,13,0.0,
1981-02-02 00:00:00+00:00,0.0,247.5,240.0,11.402026176452637,70,0.0,
1981-02-03 00:00:00+00:00,0.0,240.0,240.0,11.402026176452637,20,0.0,
1981-02-04 00:00:00+00:00,0.0,240.0,240.0,11.402026176452637,10,0.0,
1981-02-05 00:00:00+00:00,0.0,240.0,236.25,11.223868370056152,60,0.0,
1981-02-06 00:00:00+00:00,0.0,240.0,240.0,11.402026176452637,7,0.0,
1981-02-09 00:00:00+00:00,0.0,240.0,232.5,11.045711517333984,47,0.0,
1981-02-10 00:00:00+00:00,0.0,236.25,232.5,11.045711517333984,27,0.0,
1981-02-11 00:00:00+00:00,0.0,232.5,232.5,11.045711517333984,30,0.0,
1981-02-12 00:00:00+00:00,0.0,232.5,232.5,11.045711517333984,7,0.0,
1981-02-13 00:00:00+00:00,0.0,236.25,236.25,11.223868370056152,30,0.0,
1981-02-17 00:00:00+00:00,236.25,236.25,236.25,11.223868370056152,0,0.0,
1981-02-18 00:00:00+00:00,0.0,232.5,232.5,11.045711517333984,43,0.0,
1981-02-19 00:00:00+00:00,0.0,232.5,232.5,11.045711517333984,10,0.0,
1981-02-20 00:00:00+00:00,232.5,232.5,232.5,11.045711517333984,0,0.0,
1981-02-23 00:00:00+00:00,0.0,232.5,232.5,11.045711517333984,33,0.0,
1981-02-24 00:00:00+00:00,0.0,236.25,236.25,11.223868370056152,20,0.0,
1981-02-25 00:00:00+00:00,0.0,240.0,232.5,11.223868370056152,30,0.0,
1981-02-26 00:00:00+00:00,0.0,240.0,232.5,11.402026176452637,43,0.0,
1981-02-27 00:00:00+00:00,0.0,236.25,236.25,11.223868370056152,3,0.0,
1981-03-02 00:00:00+00:00,0.0,240.0,240.0,11.402026176452637,7,0.0,
1981-03-03 00:00:00+00:00,0.0,232.5,225.0,10.68939971923828,83,0.0,
1981-03-04 00:00:00+00:00,0.0,232.5,232.5,11.045711517333984,37,0.0,
1981-03-05 00:00:00+00:00,0.0,236.25,236.25,11.223868370056152,17,0.0,
1981-03-06 00:00:00+00:00,0.0,236.25,236.25,11.223868370056152,7,0.0,
1981-03-09 00:00:00+00:00,0.0,236.25,236.25,11.223868370056152,33,0.0,
1981-03-10 00:00:00+00:00,0.0,236.25,236.25,11.223868370056152,17,0.0,
1981-03-11 00:00:00+00:00,236.25,236.25,236.25,11.223868370056152,0,0.0,
1981-03-12 00:00:00+00:00,0.0,240.0,236.25,11.223868370056152,33,0.0,
1981-03-13 00:00:00+00:00,0.0,236.25,236.25,11.223868370056152,10,0.0,
1981-03-16 00:00:00+00:00,0.0,236.25,236.25,11.223868370056152,30,0.0,
1981-03-17 00:00:00+00:00,0.0,236.25,236.25,11.223868370056152,17,0.0,
1981-03-18 00:00:00+00:00,0.0,240.0,236.25,11.402026176452637,43,0.0,
1981-03-19 00:00:00+00:00,0.0,240.0,236.25,11.402026176452637,47,0.0,
1981-03-20 00:00:00+00:00,0.0,236.25,236.25,11.223868370056152,3,0.0,
1981-03-23 00:00:00+00:00,0.0,236.25,236.25,11.223868370056152,37,0.0,
1981-03-24 00:00:00+00:00,0.0,240.0,236.25,11.223868370056152,17,0.0,
1981-03-25 00:00:00+00:00,0.0,240.0,236.25,11.402026176452637,210,0.0,
1981-03-26 00:00:00+00:00,0.0,240.0,240.0,11.402026176452637,23,0.0,
1981-03-27 00:00:00+00:00,0.0,236.25,236.25,11.223868370056152,3,0.0,
1981-03-30 00:00:00+00:00,0.0,240.0,236.25,11.402026176452637,33,0.0,
1981-03-31 00:00:00+00:00,0.0,236.25,236.25,11.223868370056152,70,0.0,
1981-04-01 00:00:00+00:00,0.0,236.25,236.25,11.223868370056152,10,0.0,
1981-04-02 00:00:00+00:00,0.0,240.0,232.5,11.402026176452637,60,0.0,
1981-04-03 00:00:00+00:00,0.0,236.25,236.25,11.223868370056152,37,0.0,
1981-04-06 00:00:00+00:00,236.25,236.25,236.25,11.223868370056152,0,0.0,
1981-04-07 00:00:00+00:00,0.0,236.25,232.5,11.045711517333984,80,0.0,
1981-04-08 00:00:00+00:00,0.0,236.25,228.75,11.045711517333984,107,0.0,
1981-04-09 00:00:00+00:00,0.0,236.25,228.75,10.867551803588867,23,0.0,
1981-04-10 00:00:00+00:00,0.0,228.75,228.75,10.867551803588867,27,0.0,
1981-04-13 00:00:00+00:00,0.0,232.5,228.75,11.045711517333984,110,0.0,
1981-04-14 00:00:00+00:00,0.0,232.5,228.75,11.045711517333984,123,0.0,
1981-04-15 00:00:00+00:00,0.0,236.25,232.5,11.045711517333984,17,0.0,
1981-04-16 00:00:00+00:00,0.0,236.25,228.75,11.223868370056152,47,0.0,
1981-04-20 00:00:00+00:00,0.0,236.25,228.75,10.867551803588867,210,0.0,
1981-04-21 00:00:00+00:00,0.0,255.0,236.25,12.114646911621094,327,0.0,
1981-04-22 00:00:00+00:00,0.0,255.0,251.25,11.936497688293455,43,0.0,
1981-04-23 00:00:00+00:00,0.0,255.0,247.5,11.758336067199709,90,0.0,
1981-04-24 00:00:00+00:00,0.0,270.0,251.25,12.827280044555664,353,0.0,
1981-04-27 00:00:00+00:00,0.0,266.25,266.25,12.649121284484863,13,0.0,
1981-04-28 00:00:00+00:00,0.0,266.25,266.25,12.649121284484863,20,0.0,
1981-04-29 00:00:00+00:00,0.0,262.5,262.5,12.47096347808838,3,0.0,
1981-04-30 00:00:00+00:00,0.0,266.25,262.5,12.649121284484863,153,0.0,
1981-05-01 00:00:00+00:00,0.0,262.5,262.5,12.47096347808838,13,0.0,
1981-05-04 00:00:00+00:00,0.0,258.75,258.75,12.292808532714844,17,0.0,
1981-05-05 00:00:00+00:00,258.75,258.75,258.75,12.292808532714844,0,0.0,
1981-05-06 00:00:00+00:00,0.0,258.75,258.75,12.292808532714844,3,0.0,
1981-05-07 00:00:00+00:00,0.0,258.75,255.0,12.292808532714844,30,0.0,
1981-05-08 00:00:00+00:00,0.0,262.5,258.75,12.47096347808838,67,0.0,
1981-05-11 00:00:00+00:00,0.0,258.75,247.5,11.936497688293455,93,0.0,
1981-05-12 00:00:00+00:00,0.0,255.0,251.25,12.114646911621094,37,0.0,
1981-05-13 00:00:00+00:00,0.0,258.75,255.0,12.114646911621094,53,0.0,
1981-05-14 00:00:00+00:00,0.0,258.75,255.0,12.292808532714844,520,0.0,
1981-05-15 00:00:00+00:00,0.0,262.5,258.75,12.292808532714844,40,0.0,
1981-05-18 00:00:00+00:00,0.0,262.5,255.0,12.47096347808838,23,0.0,
1981-05-19 00:00:00+00:00,0.0,266.25,262.5,12.47096347808838,183,0.0,
1981-05-20 00:00:00+00:00,0.0,262.5,258.75,12.47096347808838,33,0.0,
1981-05-21 00:00:00+00:00,0.0,262.5,258.75,12.47096347808838,80,0.0,
1981-05-22 00:00:00+00:00,0.0,266.25,258.75,12.649121284484863,97,0.0,
1981-05-26 00:00:00+00:00,266.25,266.25,266.25,12.649121284484863,0,0.0,
1981-05-27 00:00:00+00:00,0.0,258.75,258.75,12.292808532714844,17,0.0,
1981-05-28 00:00:00+00:00,0.0,262.5,262.5,12.47096347808838,3,0.0,
1981-05-29 00:00:00+00:00,0.0,262.5,255.0,12.47096347808838,37,0.0,
1981-06-01 00:00:00+00:00,0.0,262.5,262.5,12.47096347808838,3,0.0,
1981-06-02 00:00:00+00:00,262.5,262.5,262.5,12.47096347808838,0,0.0,
1981-06-03 00:00:00+00:00,0.0,258.75,258.75,12.292808532714844,40,0.0,
1981-06-04 00:00:00+00:00,0.0,251.25,247.5,11.758336067199709,117,0.0,
1981-06-05 00:00:00+00:00,0.0,243.75,243.75,11.580182075500488,47,0.0,
1981-06-08 00:00:00+00:00,0.0,247.5,247.5,11.758336067199709,23,0.0,
1981-06-09 00:00:00+00:00,0.0,258.75,247.5,11.758336067199709,260,0.0,
1981-06-10 00:00:00+00:00,0.0,247.5,247.5,11.758336067199709,3,0.0,
1981-06-11 00:00:00+00:00,0.0,258.75,255.0,12.114646911621094,217,0.0,
1981-06-12 00:00:00+00:00,0.0,251.25,251.25,11.936497688293455,23,0.0,
1981-06-15 00:00:00+00:00,0.0,251.25,251.25,11.936497688293455,70,0.0,
1981-06-16 00:00:00+00:00,0.0,251.25,251.25,11.936497688293455,23,0.0,
1981-06-17 00:00:00+00:00,0.0,255.0,247.5,12.114646911621094,190,0.0,
1981-06-18 00:00:00+00:00,255.0,255.0,255.0,12.114646911621094,0,0.0,
1981-06-19 00:00:00+00:00,0.0,255.0,255.0,12.114646911621094,67,0.0,
1981-06-22 00:00:00+00:00,0.0,255.0,251.25,11.936497688293455,400,0.0,
1981-06-23 00:00:00+00:00,0.0,251.25,251.25,11.936497688293455,17,0.0,
1981-06-24 00:00:00+00:00,0.0,251.25,247.5,11.758336067199709,23,0.0,
1981-06-25 00:00:00+00:00,0.0,251.25,247.5,11.758336067199709,50,0.0,
1981-06-26 00:00:00+00:00,247.5,247.5,247.5,11.758336067199709,0,0.0,
1981-06-29 00:00:00+00:00,0.0,251.25,247.5,11.758336067199709,37,0.0,
1981-06-30 00:00:00+00:00,0.0,255.0,251.25,11.936497688293455,140,0.0,
1981-07-01 00:00:00+00:00,0.0,251.25,251.25,11.936497688293455,17,0.0,
1981-07-02 00:00:00+00:00,0.0,251.25,251.25,11.936497688293455,207,0.0,
1981-07-06 00:00:00+00:00,0.0,255.0,255.0,12.114646911621094,20,0.0,
1981-07-07 00:00:00+00:00,0.0,255.0,251.25,11.936497688293455,27,0.0,
1981-07-08 00:00:00+00:00,0.0,255.0,251.25,11.936497688293455,127,0.0,
1981-07-09 00:00:00+00:00,251.25,251.25,251.25,11.936497688293455,0,0.0,
1981-07-10 00:00:00+00:00,0.0,251.25,251.25,11.936497688293455,47,0.0,
1981-07-13 00:00:00+00:00,0.0,251.25,251.25,11.936497688293455,30,0.0,
1981-07-14 00:00:00+00:00,0.0,251.25,251.25,11.936497688293455,13,0.0,
1981-07-15 00:00:00+00:00,0.0,251.25,251.25,11.936497688293455,17,0.0,
1981-07-16 00:00:00+00:00,0.0,251.25,247.5,11.758336067199709,60,0.0,
1981-07-17 00:00:00+00:00,0.0,247.5,243.75,11.580182075500488,87,0.0,
1981-07-20 00:00:00+00:00,0.0,251.25,243.75,11.936497688293455,163,0.0,
1981-07-21 00:00:00+00:00,0.0,255.0,255.0,12.114646911621094,127,0.0,
1981-07-22 00:00:00+00:00,0.0,258.75,255.0,12.114646911621094,60,0.0,
1981-07-23 00:00:00+00:00,0.0,255.0,255.0,12.114646911621094,150,0.0,
1981-07-24 00:00:00+00:00,0.0,255.0,255.0,12.114646911621094,30,0.0,
1981-07-27 00:00:00+00:00,0.0,255.0,255.0,12.114646911621094,63,0.0,
1981-07-28 00:00:00+00:00,0.0,277.5,262.5,13.183588981628418,707,0.0,
1981-07-29 00:00:00+00:00,0.0,307.5,273.75,13.718052864074709,460,0.0,
1981-07-30 00:00:00+00:00,0.0,296.25,288.75,13.718052864074709,70,0.0,
1981-07-31 00:00:00+00:00,0.0,285.0,285.0,13.539905548095703,357,0.0,
1981-08-03 00:00:00+00:00,0.0,281.25,277.5,13.183588981628418,50,0.0,
1981-08-04 00:00:00+00:00,0.0,273.75,273.75,13.005433082580566,93,0.0,
1981-08-05 00:00:00+00:00,0.0,277.5,273.75,13.183588981628418,10,0.0,
1981-08-06 00:00:00+00:00,0.0,277.5,273.75,13.183588981628418,107,0.0,
1981-08-07 00:00:00+00:00,0.0,273.75,270.0,12.827280044555664,117,0.0,
1981-08-10 00:00:00+00:00,0.0,273.75,273.75,13.005433082580566,3,0.0,
