date,TREE_Open,TREE_High,TREE_Low,TREE_Close,TREE_Volume,TREE_Dividends,TREE_Stock Splits
2008-08-12 00:00:00+00:00,8.0,8.0,6.5,6.89931058883667,11300,0.0,
2008-08-13 00:00:00+00:00,7.829999923706055,9.010000228881836,7.809999942779541,8.152873039245605,16000,0.0,
2008-08-14 00:00:00+00:00,8.600000381469727,10.18000030517578,8.600000381469727,9.510114669799805,29600,0.0,
2008-08-15 00:00:00+00:00,10.100000381469728,11.100000381469728,9.800000190734863,9.246207237243652,30500,0.0,
2008-08-18 00:00:00+00:00,9.899999618530272,9.899999618530272,8.100000381469727,7.860689640045166,37300,0.0,
2008-08-19 00:00:00+00:00,8.050000190734863,8.100000381469727,7.099999904632568,7.2103447914123535,101700,0.0,
2008-08-20 00:00:00+00:00,7.550000190734863,7.75,7.059999942779541,6.993563175201416,341400,0.0,
2008-08-21 00:00:00+00:00,7.0,9.0,6.980000019073486,7.031264305114746,675400,0.0,
2008-08-22 00:00:00+00:00,7.5,8.279999732971191,7.5,7.53080415725708,271400,0.0,
2008-08-25 00:00:00+00:00,8.529999732971191,8.890000343322754,8.050000190734863,7.71930980682373,230000,0.0,
2008-08-26 00:00:00+00:00,8.050000190734863,8.140000343322754,7.360000133514404,7.2763214111328125,118900,0.0,
2008-08-27 00:00:00+00:00,7.510000228881836,7.949999809265137,7.190000057220459,7.163218021392822,137800,0.0,
2008-08-28 00:00:00+00:00,7.699999809265137,7.789999961853027,7.25,7.248045921325684,292500,0.0,
2008-08-29 00:00:00+00:00,7.380000114440918,7.710000038146973,7.300000190734863,7.163218021392822,113000,0.0,
2008-09-02 00:00:00+00:00,7.010000228881836,8.109999656677246,7.010000228881836,7.5873565673828125,121500,0.0,
2008-09-03 00:00:00+00:00,9.029999732971191,9.029999732971191,7.53000020980835,7.747586250305176,158500,0.0,
2008-09-04 00:00:00+00:00,7.849999904632568,8.329999923706055,7.730000019073486,7.596781730651855,76600,0.0,
2008-09-05 00:00:00+00:00,8.100000381469727,8.1899995803833,7.739999771118164,7.351724147796631,202500,0.0,
2008-09-08 00:00:00+00:00,7.610000133514404,8.430000305175781,7.599999904632568,7.549655437469482,128100,0.0,
2008-09-09 00:00:00+00:00,7.860000133514404,8.079999923706055,7.860000133514404,7.49310302734375,103100,0.0,
2008-09-10 00:00:00+00:00,8.0,8.09000015258789,7.639999866485596,7.361149311065674,84800,0.0,
2008-09-11 00:00:00+00:00,7.809999942779541,7.840000152587891,7.360000133514404,7.2103447914123535,83600,0.0,
2008-09-12 00:00:00+00:00,7.650000095367432,8.140000343322754,7.619999885559082,7.5873565673828125,170700,0.0,
2008-09-15 00:00:00+00:00,8.149999618530273,8.399999618530273,8.0,7.549655437469482,62200,0.0,
2008-09-16 00:00:00+00:00,8.1899995803833,8.1899995803833,7.409999847412109,7.653333187103271,62400,0.0,
2008-09-17 00:00:00+00:00,8.449999809265137,8.449999809265137,7.739999771118164,7.295172214508057,51300,0.0,
2008-09-18 00:00:00+00:00,7.800000190734863,7.849999904632568,7.170000076293945,7.068965435028076,98000,0.0,
2008-09-19 00:00:00+00:00,7.420000076293945,7.989999771118164,7.099999904632568,7.41770076751709,115400,0.0,
2008-09-22 00:00:00+00:00,7.900000095367432,8.239999771118164,7.25,7.059539794921875,68800,0.0,
2008-09-23 00:00:00+00:00,7.289999961853027,7.820000171661377,6.849999904632568,6.776781558990479,146900,0.0,
2008-09-24 00:00:00+00:00,7.150000095367432,7.739999771118164,7.0,6.710804462432861,147500,0.0,
2008-09-25 00:00:00+00:00,7.130000114440918,7.480000019073486,5.949999809265137,5.626896381378174,189100,0.0,
2008-09-26 00:00:00+00:00,5.730000019073486,6.059999942779541,5.190000057220459,5.221609115600586,244000,0.0,
2008-09-29 00:00:00+00:00,6.010000228881836,7.309999942779541,4.0,4.750344753265381,141300,0.0,
2008-09-30 00:00:00+00:00,5.110000133514404,5.699999809265137,3.569999933242798,4.5429887771606445,685800,0.0,
2008-10-01 00:00:00+00:00,5.010000228881836,5.800000190734863,4.820000171661377,5.297011375427246,131700,0.0,
2008-10-02 00:00:00+00:00,5.789999961853027,5.789999961853027,4.070000171661377,3.977471113204956,111200,0.0,
2008-10-03 00:00:00+00:00,4.21999979019165,4.980000019073486,3.9600000381469727,3.8078160285949703,79000,0.0,
2008-10-06 00:00:00+00:00,3.950000047683716,5.150000095367432,3.259999990463257,3.647586107254028,177700,0.0,
2008-10-07 00:00:00+00:00,3.690000057220459,3.869999885559082,3.2100000381469727,3.110344648361206,54300,0.0,
