date,FAST_Open,FAST_High,FAST_Low,FAST_Close,FAST_Volume,FAST_Dividends,FAST_Stock Splits
1987-08-20 00:00:00+00:00,0.0,0.0651040002703666,0.0631510019302368,0.0394300632178783,66969600,0.0,
1987-08-21 00:00:00+00:00,0.0,0.063801996409893,0.0625,0.0390235818922519,17932800,0.0,
1987-08-24 00:00:00+00:00,0.0,0.0644529983401298,0.0631510019302368,0.0394300632178783,8889600,0.0,
1987-08-25 00:00:00+00:00,0.0,0.0683590024709701,0.0664059966802597,0.041462380439043,20774400,0.0,
1987-08-26 00:00:00+00:00,0.0,0.0690099969506263,0.0670569986104965,0.0418688841164112,25593600,0.0,
1987-08-27 00:00:00+00:00,0.0,0.0690099969506263,0.0677080005407333,0.0422753319144248,2630400,0.0,
1987-08-28 00:00:00+00:00,0.0,0.0703129991889,0.0677080005407333,0.0422753319144248,7180800,0.0,
1987-08-31 00:00:00+00:00,0.0,0.0696609988808631,0.0677080005407333,0.0422753319144248,4435200,0.0,
1987-09-01 00:00:00+00:00,0.0,0.0696609988808631,0.0677080005407333,0.0422753319144248,3321600,0.0,
1987-09-02 00:00:00+00:00,0.0,0.0683590024709701,0.0644529983401298,0.040242999792099,7372800,0.0,
1987-09-03 00:00:00+00:00,0.0,0.0670569986104965,0.0644529983401298,0.040242999792099,2246400,0.0,
1987-09-04 00:00:00+00:00,0.0,0.0664059966802597,0.0644529983401298,0.041462380439043,1094400,0.0,
1987-09-08 00:00:00+00:00,0.0,0.0664059966802597,0.0644529983401298,0.040242999792099,1363200,0.0,
1987-09-09 00:00:00+00:00,0.0,0.0664059966802597,0.0644529983401298,0.041462380439043,518400,0.0,
1987-09-10 00:00:00+00:00,0.0,0.0664059966802597,0.0644529983401298,0.041462380439043,614400,0.0,
1987-09-11 00:00:00+00:00,0.0,0.0664059966802597,0.0644529983401298,0.041462380439043,5529600,0.0,
1987-09-14 00:00:00+00:00,0.0,0.0677080005407333,0.0651040002703666,0.0410559065639972,883200,0.0,
1987-09-15 00:00:00+00:00,0.0,0.0755209997296333,0.0657550022006034,0.0463406592607498,10425600,0.0,
1987-09-16 00:00:00+00:00,0.0,0.078125,0.0742190033197403,0.0463406592607498,21369600,0.0,
1987-09-17 00:00:00+00:00,0.0,0.0774739980697631,0.0735680013895034,0.0467471033334732,6892800,0.0,
1987-09-18 00:00:00+00:00,0.0,0.0761720016598701,0.0742190033197403,0.0463406592607498,3110400,0.0,
1987-09-21 00:00:00+00:00,0.0,0.0768230035901069,0.0748699977993965,0.0475600622594356,6700800,0.0,
1987-09-22 00:00:00+00:00,0.0,0.0768230035901069,0.0742190033197403,0.0479665473103523,6336000,0.0,
