date,FSTR_Open,FSTR_High,FSTR_Low,FSTR_Close,FSTR_Volume,FSTR_Dividends,FSTR_Stock Splits
1981-06-09 00:00:00+00:00,0.0,17.25,17.0,16.5192928314209,112900,0.0,
1981-06-10 00:00:00+00:00,0.0,17.0,16.5,16.0334415435791,53600,0.0,
1981-06-11 00:00:00+00:00,0.0,17.25,17.0,16.5192928314209,66500,0.0,
1981-06-12 00:00:00+00:00,0.0,17.25,17.0,16.5192928314209,2800,0.0,
1981-06-15 00:00:00+00:00,0.0,17.25,17.0,16.5192928314209,19900,0.0,
1981-06-16 00:00:00+00:00,0.0,15.75,15.0,14.575849533081056,12700,0.0,
1981-06-17 00:00:00+00:00,0.0,16.0,15.25,14.81877899169922,13400,0.0,
1981-06-18 00:00:00+00:00,0.0,16.0,15.25,14.81877899169922,8000,0.0,
1981-06-19 00:00:00+00:00,0.0,15.5,15.0,14.575849533081056,6300,0.0,
1981-06-22 00:00:00+00:00,0.0,15.5,15.0,14.575849533081056,3600,0.0,
1981-06-23 00:00:00+00:00,0.0,15.25,14.75,14.33292007446289,8000,0.0,
1981-06-24 00:00:00+00:00,0.0,15.25,14.75,14.33292007446289,4600,0.0,
1981-06-25 00:00:00+00:00,0.0,15.5,15.0,14.575849533081056,7800,0.0,
1981-06-26 00:00:00+00:00,0.0,16.0,15.5,15.061712265014648,14100,0.0,
1981-06-29 00:00:00+00:00,0.0,16.25,15.5,15.061712265014648,3000,0.0,
1981-06-30 00:00:00+00:00,0.0,16.25,15.75,15.304641723632812,4300,0.0,
1981-07-01 00:00:00+00:00,0.0,15.5,15.0,14.575849533081056,7100,0.0,
1981-07-02 00:00:00+00:00,0.0,15.5,14.75,14.33292007446289,7100,0.0,
1981-07-06 00:00:00+00:00,0.0,15.25,14.75,14.33292007446289,3700,0.0,
1981-07-07 00:00:00+00:00,0.0,15.25,14.75,14.33292007446289,7200,0.0,
1981-07-08 00:00:00+00:00,0.0,15.25,14.75,14.33292007446289,3500,0.0,
1981-07-09 00:00:00+00:00,0.0,15.25,14.75,14.33292007446289,4700,0.0,
1981-07-10 00:00:00+00:00,0.0,15.75,15.0,14.575849533081056,10400,0.0,
1981-07-13 00:00:00+00:00,0.0,16.0,15.25,14.81877899169922,1900,0.0,
1981-07-14 00:00:00+00:00,0.0,17.25,16.75,16.276371002197266,17200,0.0,
1981-07-15 00:00:00+00:00,0.0,17.0,16.5,16.0334415435791,8800,0.0,
1981-07-16 00:00:00+00:00,0.0,17.25,16.75,16.276371002197266,8500,0.0,
1981-07-17 00:00:00+00:00,0.0,17.25,16.75,16.276371002197266,8300,0.0,
1981-07-20 00:00:00+00:00,0.0,17.0,16.5,16.0334415435791,11500,0.0,
1981-07-21 00:00:00+00:00,0.0,17.0,16.5,16.0334415435791,15000,0.0,
1981-07-22 00:00:00+00:00,0.0,17.0,16.5,16.0334415435791,11600,0.0,
1981-07-23 00:00:00+00:00,0.0,17.25,17.0,16.5192928314209,13500,0.0,
1981-07-24 00:00:00+00:00,0.0,17.5,17.0,16.5192928314209,19300,0.0,
1981-07-27 00:00:00+00:00,0.0,17.5,17.0,16.5192928314209,4600,0.0,
1981-07-28 00:00:00+00:00,0.0,17.25,17.0,16.5192928314209,11000,0.0,
1981-07-29 00:00:00+00:00,0.0,17.25,17.0,16.5192928314209,10400,0.0,
1981-07-30 00:00:00+00:00,0.0,17.25,17.0,16.5192928314209,6800,0.0,
1981-07-31 00:00:00+00:00,0.0,17.25,17.0,16.5192928314209,8400,0.0,
1981-08-03 00:00:00+00:00,0.0,17.25,16.75,16.276371002197266,10400,0.0,
1981-08-04 00:00:00+00:00,0.0,17.0,16.5,16.0334415435791,2400,0.0,
1981-08-05 00:00:00+00:00,0.0,17.0,16.5,16.0334415435791,5500,0.0,
1981-08-06 00:00:00+00:00,0.0,16.75,16.0,15.547574043273926,8600,0.0,
1981-08-07 00:00:00+00:00,0.0,16.75,16.0,15.547574043273926,2500,0.0,
1981-08-10 00:00:00+00:00,16.0,16.0,16.0,15.547574043273926,0,0.0,
1981-08-11 00:00:00+00:00,0.0,16.75,16.25,15.790499687194824,5500,0.0,
1981-08-12 00:00:00+00:00,0.0,17.0,16.5,16.0334415435791,6500,0.0,
1981-08-13 00:00:00+00:00,0.0,17.0,16.5,16.0334415435791,2600,0.0,
1981-08-14 00:00:00+00:00,0.0,17.0,16.5,16.0334415435791,3900,0.0,
1981-08-17 00:00:00+00:00,0.0,17.0,16.5,16.0334415435791,16400,0.0,
1981-08-18 00:00:00+00:00,0.0,16.75,16.25,15.790499687194824,8800,0.0,
1981-08-19 00:00:00+00:00,0.0,16.75,16.25,15.790499687194824,6500,0.0,
1981-08-20 00:00:00+00:00,0.0,16.75,16.5,16.0334415435791,7900,0.0,
1981-08-21 00:00:00+00:00,0.0,16.75,16.25,15.790499687194824,4900,0.0,
1981-08-24 00:00:00+00:00,0.0,16.0,15.5,15.061712265014648,13200,0.0,
1981-08-25 00:00:00+00:00,0.0,14.5,14.0,13.604125022888184,9700,0.0,
1981-08-26 00:00:00+00:00,0.0,14.5,14.0,13.604125022888184,4200,0.0,
1981-08-27 00:00:00+00:00,0.0,14.5,14.0,13.604125022888184,4300,0.0,
1981-08-28 00:00:00+00:00,0.0,14.5,14.0,13.604125022888184,900,0.0,
1981-08-31 00:00:00+00:00,0.0,14.5,14.0,13.604125022888184,5400,0.0,
1981-09-01 00:00:00+00:00,0.0,14.5,14.0,13.604125022888184,3200,0.0,
1981-09-02 00:00:00+00:00,0.0,14.5,14.0,13.604125022888184,3500,0.0,
1981-09-03 00:00:00+00:00,0.0,14.5,14.0,13.604125022888184,2400,0.0,
1981-09-04 00:00:00+00:00,0.0,14.25,14.0,13.604125022888184,7500,0.0,
1981-09-08 00:00:00+00:00,0.0,14.0,13.5,13.11826515197754,3900,0.0,
1981-09-09 00:00:00+00:00,0.0,14.25,13.5,13.11826515197754,2600,0.0,
1981-09-10 00:00:00+00:00,0.0,14.5,14.0,13.604125022888184,4300,0.0,
1981-09-11 00:00:00+00:00,0.0,15.0,14.75,14.33292007446289,9400,0.0,
1981-09-14 00:00:00+00:00,0.0,15.0,14.5,14.089987754821776,3300,0.0,
1981-09-15 00:00:00+00:00,0.0,15.25,14.75,14.33292007446289,2900,0.0,
1981-09-16 00:00:00+00:00,0.0,15.25,14.75,14.33292007446289,4400,0.0,
1981-09-17 00:00:00+00:00,0.0,15.0,14.75,14.33292007446289,11000,0.0,
1981-09-18 00:00:00+00:00,0.0,14.75,14.25,13.847057342529297,7500,0.0,
1981-09-21 00:00:00+00:00,0.0,14.5,14.25,13.847057342529297,3300,0.0,
1981-09-22 00:00:00+00:00,0.0,14.5,14.0,13.604125022888184,12800,0.0,
1981-09-23 00:00:00+00:00,0.0,14.5,14.0,13.604125022888184,14900,0.0,
