date,HLF_Open,HLF_High,HLF_Low,HLF_Close,HLF_Volume,HLF_Dividends,HLF_Stock Splits
2004-12-16 00:00:00+00:00,3.5,3.722500085830689,3.5,3.150421142578125,24240000,0.0,
2004-12-17 00:00:00+00:00,3.650000095367432,3.682499885559082,3.5899999141693115,3.1461410522460938,1908800,0.0,
2004-12-20 00:00:00+00:00,3.650000095367432,3.799999952316284,3.650000095367432,3.124739170074463,676800,0.0,
2004-12-21 00:00:00+00:00,3.650000095367432,3.902499914169312,3.5999999046325684,3.3387625217437744,1795600,0.0,
2004-12-22 00:00:00+00:00,3.837500095367432,4.025000095367432,3.724999904632568,3.413670301437378,1219200,0.0,
2004-12-23 00:00:00+00:00,4.050000190734863,4.212500095367432,4.025000095367432,3.5313823223114014,2019600,0.0,
2004-12-27 00:00:00+00:00,4.179999828338623,4.1875,3.9375,3.420090436935425,1407200,0.0,
2004-12-28 00:00:00+00:00,3.982500076293945,4.059999942779541,3.962500095367432,3.420090436935425,625600,0.0,
2004-12-29 00:00:00+00:00,4.0,4.019999980926514,3.887500047683716,3.362304449081421,213200,0.0,
2004-12-30 00:00:00+00:00,3.9375,3.947499990463257,3.767499923706055,3.3708655834198,868400,0.0,
2004-12-31 00:00:00+00:00,3.962500095367432,4.099999904632568,3.9375,3.477876901626587,1726800,0.0,
2005-01-03 00:00:00+00:00,4.0625,4.112500190734863,3.900000095367432,3.430792570114136,415600,0.0,
2005-01-04 00:00:00+00:00,4.087500095367432,4.087500095367432,3.950000047683716,3.4222304821014404,407600,0.0,
2005-01-05 00:00:00+00:00,4.037499904632568,4.037499904632568,3.887500047683716,3.3387625217437744,461200,0.0,
2005-01-06 00:00:00+00:00,3.875,3.950000047683716,3.849999904632568,3.349462985992432,1205600,0.0,
2005-01-07 00:00:00+00:00,3.987499952316284,3.987499952316284,3.912499904632568,3.349462985992432,285200,0.0,
2005-01-10 00:00:00+00:00,3.912499904632568,4.002500057220459,3.912499904632568,3.4243714809417725,288000,0.0,
2005-01-11 00:00:00+00:00,4.012499809265137,4.012499809265137,3.962500095367432,3.4029688835144043,253200,0.0,
2005-01-12 00:00:00+00:00,3.974999904632568,4.0,3.900000095367432,3.3708655834198,456000,0.0,
2005-01-13 00:00:00+00:00,3.974999904632568,4.019999980926514,3.950000047683716,3.4158101081848145,725200,0.0,
2005-01-14 00:00:00+00:00,4.0,4.025000095367432,3.974999904632568,3.4243714809417725,214400,0.0,
2005-01-18 00:00:00+00:00,4.037499904632568,4.050000190734863,3.987499952316284,3.441493034362793,312400,0.0,
2005-01-19 00:00:00+00:00,4.050000190734863,4.099999904632568,4.037499904632568,3.456474542617798,468000,0.0,
2005-01-20 00:00:00+00:00,4.074999809265137,4.079999923706055,4.025000095367432,3.4457736015319824,406000,0.0,
2005-01-21 00:00:00+00:00,4.0625,4.067500114440918,4.0,3.4457736015319824,281600,0.0,
2005-01-24 00:00:00+00:00,4.054999828338623,4.059999942779541,4.012499809265137,3.4457736015319824,339600,0.0,
2005-01-25 00:00:00+00:00,4.050000190734863,4.0625,4.012499809265137,3.4457736015319824,736000,0.0,
2005-01-26 00:00:00+00:00,4.025000095367432,4.039999961853027,3.9375,3.3815667629241943,1864000,0.0,
2005-01-27 00:00:00+00:00,3.974999904632568,4.012499809265137,3.924999952316284,3.3815667629241943,1498000,0.0,
2005-01-28 00:00:00+00:00,3.974999904632568,3.997499942779541,3.849999904632568,3.3815667629241943,2820000,0.0,
2005-01-31 00:00:00+00:00,3.974999904632568,4.012499809265137,3.954999923706055,3.435072898864746,128400,0.0,
2005-02-01 00:00:00+00:00,4.012499809265137,4.087500095367432,3.950000047683716,3.4992802143096924,270000,0.0,
2005-02-02 00:00:00+00:00,4.087500095367432,4.087500095367432,4.025000095367432,3.4521944522857666,498800,0.0,
2005-02-03 00:00:00+00:00,4.025000095367432,4.037499904632568,3.962500095367432,3.4243714809417725,264400,0.0,
2005-02-04 00:00:00+00:00,4.0,4.050000190734863,3.987499952316284,3.4457736015319824,1200000,0.0,
2005-02-07 00:00:00+00:00,4.037499904632568,4.074999809265137,4.037499904632568,3.488579034805298,121200,0.0,
2005-02-08 00:00:00+00:00,4.074999809265137,4.162499904632568,4.074999809265137,3.5592055320739746,184800,0.0,
2005-02-09 00:00:00+00:00,4.15749979019165,4.162499904632568,4.0625,3.5185422897338867,63600,0.0,
2005-02-10 00:00:00+00:00,4.110000133514404,4.150000095367432,4.09250020980835,3.533523797988892,170400,0.0,
2005-02-11 00:00:00+00:00,4.112500190734863,4.167500019073486,4.099999904632568,3.52710223197937,155200,0.0,
2005-02-14 00:00:00+00:00,4.119999885559082,4.119999885559082,3.974999904632568,3.4029688835144043,366400,0.0,
2005-02-15 00:00:00+00:00,3.987499952316284,4.025000095367432,3.825000047683716,3.394408702850342,310400,0.0,
2005-02-16 00:00:00+00:00,3.950000047683716,4.0,3.930000066757202,3.4243714809417725,558400,0.0,
2005-02-17 00:00:00+00:00,4.012499809265137,4.125,4.0,3.5313823223114014,156400,0.0,
2005-02-18 00:00:00+00:00,4.112500190734863,4.175000190734863,4.099999904632568,3.5313823223114014,213600,0.0,
2005-02-22 00:00:00+00:00,4.150000095367432,4.175000190734863,4.090000152587891,3.5099804401397705,286400,0.0,
2005-02-23 00:00:00+00:00,4.099999904632568,4.099999904632568,4.050000190734863,3.477876901626587,196800,0.0,
2005-02-24 00:00:00+00:00,4.059999942779541,4.059999942779541,3.9774999618530273,3.413670301437378,213200,0.0,
2005-02-25 00:00:00+00:00,3.987499952316284,3.992500066757202,3.9375,3.3730053901672363,218400,0.0,
2005-02-28 00:00:00+00:00,3.9375,3.954999923706055,3.9149999618530273,3.3772857189178467,136000,0.0,
2005-03-01 00:00:00+00:00,3.932499885559082,3.962500095367432,3.900000095367432,3.392267942428589,248000,0.0,
