date,ONIT_Open,ONIT_High,ONIT_Low,ONIT_Close,ONIT_Volume,ONIT_Dividends,ONIT_Stock Splits
1996-09-25 00:00:00+00:00,89.23192596435547,94.8795166015625,85.84337615966797,91.490966796875,610769,,
1996-09-26 00:00:00+00:00,89.23192596435547,94.8795166015625,89.23192596435547,93.75,60667,,
1996-09-27 00:00:00+00:00,94.8795166015625,94.8795166015625,91.490966796875,94.31475830078124,44112,,
1996-09-30 00:00:00+00:00,90.36144256591795,93.75,89.79668426513672,92.05572509765624,56861,,
1996-10-01 00:00:00+00:00,93.18524169921876,93.75,91.490966796875,92.6204833984375,9694,,
1996-10-02 00:00:00+00:00,92.05572509765624,100.52710723876952,92.05572509765624,100.52710723876952,31474,,
1996-10-03 00:00:00+00:00,100.52710723876952,102.78614807128906,98.26807403564452,102.2213897705078,12240,,
1996-10-04 00:00:00+00:00,99.96234893798828,108.99849700927734,99.96234893798828,108.4337387084961,41345,,
1996-10-07 00:00:00+00:00,109.5632553100586,117.46987915039062,109.5632553100586,111.25753021240234,89485,,
1996-10-08 00:00:00+00:00,110.6927719116211,112.9518051147461,110.6927719116211,111.25753021240234,6485,,
1996-10-09 00:00:00+00:00,110.6927719116211,112.9518051147461,105.04518127441406,108.4337387084961,11399,,
1996-10-10 00:00:00+00:00,107.30421447753906,109.5632553100586,107.30421447753906,108.99849700927734,2103,,
1996-10-11 00:00:00+00:00,107.30421447753906,109.5632553100586,107.30421447753906,108.4337387084961,863,,
1996-10-14 00:00:00+00:00,109.5632553100586,109.5632553100586,107.30421447753906,108.4337387084961,20872,,
1996-10-15 00:00:00+00:00,107.30421447753906,109.5632553100586,107.30421447753906,109.5632553100586,8300,,
1996-10-16 00:00:00+00:00,107.30421447753906,107.30421447753906,107.30421447753906,107.30421447753906,1439,,
1996-10-17 00:00:00+00:00,109.5632553100586,109.5632553100586,106.17469787597656,106.17469787597656,5910,,
1996-10-18 00:00:00+00:00,106.17469787597656,106.7394561767578,105.60993957519533,106.17469787597656,18968,,
1996-10-21 00:00:00+00:00,106.17469787597656,109.5632553100586,106.17469787597656,109.5632553100586,8455,,
1996-10-22 00:00:00+00:00,107.30421447753906,110.6927719116211,107.30421447753906,108.99849700927734,7990,,
1996-10-23 00:00:00+00:00,110.6927719116211,117.46987915039062,110.6927719116211,117.46987915039062,33089,,
1996-10-24 00:00:00+00:00,118.59939575195312,120.85843658447266,115.21084594726562,118.59939575195312,5644,,
1996-10-25 00:00:00+00:00,120.85843658447266,120.85843658447266,114.64608764648438,118.59939575195312,1726,,
1996-10-28 00:00:00+00:00,118.59939575195312,118.59939575195312,114.64608764648438,118.59939575195312,4737,,
1996-10-29 00:00:00+00:00,116.34036254882812,120.85843658447266,116.34036254882812,118.59939575195312,11222,,
1996-10-30 00:00:00+00:00,119.72891235351562,121.98795318603516,118.59939575195312,118.59939575195312,1262,,
1996-10-31 00:00:00+00:00,117.46987915039062,121.98795318603516,117.46987915039062,119.72891235351562,12904,,
1996-11-01 00:00:00+00:00,121.98795318603516,121.98795318603516,118.59939575195312,120.2936782836914,6042,,
1996-11-04 00:00:00+00:00,121.98795318603516,121.98795318603516,115.21084594726562,115.21084594726562,5157,,
1996-11-05 00:00:00+00:00,112.9518051147461,116.34036254882812,112.9518051147461,112.9518051147461,398,,
1996-11-06 00:00:00+00:00,116.34036254882812,116.34036254882812,112.9518051147461,115.21084594726562,1173,,
1996-11-07 00:00:00+00:00,115.21084594726562,116.34036254882812,112.9518051147461,116.34036254882812,5887,,
1996-11-08 00:00:00+00:00,116.34036254882812,117.46987915039062,114.0813217163086,117.46987915039062,8300,,
1996-11-11 00:00:00+00:00,115.21084594726562,116.34036254882812,115.21084594726562,115.77560424804688,2103,,
1996-11-12 00:00:00+00:00,117.46987915039062,117.46987915039062,115.21084594726562,116.62274169921876,8145,,
1996-11-13 00:00:00+00:00,116.34036254882812,117.46987915039062,115.21084594726562,116.90512084960938,13014,,
1996-11-14 00:00:00+00:00,115.21084594726562,119.72891235351562,115.21084594726562,119.16415405273438,9805,,
1996-11-15 00:00:00+00:00,119.72891235351562,119.72891235351562,116.34036254882812,119.72891235351562,3829,,
1996-11-18 00:00:00+00:00,119.72891235351562,119.72891235351562,117.75225830078124,119.72891235351562,4692,,
1996-11-19 00:00:00+00:00,119.72891235351562,119.72891235351562,116.34036254882812,119.72891235351562,930,,
1996-11-20 00:00:00+00:00,118.03463745117188,119.72891235351562,116.90512084960938,116.90512084960938,1062,,
1996-11-21 00:00:00+00:00,116.90512084960938,116.90512084960938,116.90512084960938,116.90512084960938,0,,
1996-11-22 00:00:00+00:00,118.03463745117188,119.72891235351562,116.90512084960938,119.72891235351562,133,,
1996-11-25 00:00:00+00:00,117.46987915039062,129.8945770263672,117.46987915039062,129.8945770263672,12815,,
1996-11-26 00:00:00+00:00,136.67169189453125,137.80120849609375,131.58885192871094,134.4126434326172,5135,,
1996-11-27 00:00:00+00:00,131.0240936279297,133.2831268310547,129.8945770263672,129.8945770263672,509,,
1996-11-29 00:00:00+00:00,128.7650604248047,131.0240936279297,127.6355438232422,131.0240936279297,354,,
1996-12-02 00:00:00+00:00,126.50602722167967,127.6355438232422,126.50602722167967,127.6355438232422,2191,,
1996-12-03 00:00:00+00:00,127.6355438232422,132.1536102294922,127.6355438232422,131.58885192871094,21049,,
1996-12-04 00:00:00+00:00,134.4126434326172,134.4126434326172,134.4126434326172,134.4126434326172,775,,
1996-12-05 00:00:00+00:00,135.54217529296875,135.54217529296875,131.0240936279297,131.0240936279297,1328,,
1996-12-06 00:00:00+00:00,129.8945770263672,129.8945770263672,129.8945770263672,129.8945770263672,775,,
1996-12-09 00:00:00+00:00,129.8945770263672,129.8945770263672,129.8945770263672,129.8945770263672,0,,
1996-12-10 00:00:00+00:00,127.6355438232422,127.6355438232422,127.6355438232422,127.6355438232422,133,,
1996-12-11 00:00:00+00:00,127.6355438232422,127.6355438232422,127.6355438232422,127.6355438232422,443,,
1996-12-12 00:00:00+00:00,126.50602722167967,132.1536102294922,126.50602722167967,132.1536102294922,3453,,
1996-12-13 00:00:00+00:00,127.6355438232422,132.1536102294922,127.6355438232422,127.6355438232422,354,,
1996-12-16 00:00:00+00:00,132.1536102294922,132.1536102294922,127.6355438232422,127.6355438232422,288,,
1996-12-17 00:00:00+00:00,127.6355438232422,127.6355438232422,126.50602722167967,126.50602722167967,1350,,
1996-12-18 00:00:00+00:00,126.50602722167967,129.8945770263672,126.50602722167967,126.50602722167967,1306,,
1996-12-19 00:00:00+00:00,126.50602722167967,131.0240936279297,125.37650299072266,125.37650299072266,2280,,
1996-12-20 00:00:00+00:00,127.6355438232422,127.6355438232422,123.11746978759766,123.11746978759766,1616,,
