date,AMS_Open,AMS_High,AMS_Low,AMS_Close,AMS_Volume,AMS_Dividends,AMS_Stock Splits
1984-07-03 00:00:00+00:00,0.0,6.0,5.75,4.569288730621338,74000,0.0,
1984-07-05 00:00:00+00:00,0.0,6.0,5.5,4.3706254959106445,43700,0.0,
1984-07-06 00:00:00+00:00,0.0,5.75,5.5,4.3706254959106445,8200,0.0,
1984-07-09 00:00:00+00:00,0.0,5.75,5.5,4.3706254959106445,32200,0.0,
1984-07-10 00:00:00+00:00,0.0,5.75,5.5,4.3706254959106445,35900,0.0,
1984-07-11 00:00:00+00:00,0.0,5.75,5.5,4.3706254959106445,11400,0.0,
1984-07-12 00:00:00+00:00,0.0,5.625,5.375,4.271292209625244,8000,0.0,
1984-07-13 00:00:00+00:00,0.0,5.625,5.375,4.271292209625244,6600,0.0,
1984-07-16 00:00:00+00:00,0.0,5.5,5.25,4.171959400177002,11100,0.0,
1984-07-17 00:00:00+00:00,0.0,5.5,5.25,4.171959400177002,20200,0.0,
1984-07-18 00:00:00+00:00,0.0,5.5,5.25,4.171959400177002,22000,0.0,
1984-07-19 00:00:00+00:00,0.0,5.375,5.125,4.072628498077393,10600,0.0,
1984-07-20 00:00:00+00:00,0.0,5.375,5.125,4.072628498077393,11500,0.0,
1984-07-23 00:00:00+00:00,0.0,5.25,5.0,3.9732954502105713,10400,0.0,
1984-07-24 00:00:00+00:00,0.0,5.625,5.375,4.271292209625244,28400,0.0,
1984-07-25 00:00:00+00:00,0.0,5.375,5.25,4.171959400177002,14600,0.0,
1984-07-26 00:00:00+00:00,0.0,5.375,5.25,4.171959400177002,15200,0.0,
1984-07-27 00:00:00+00:00,0.0,5.5,5.375,4.271292209625244,19700,0.0,
1984-07-30 00:00:00+00:00,0.0,5.625,5.5,4.3706254959106445,17800,0.0,
1984-07-31 00:00:00+00:00,0.0,5.625,5.5,4.3706254959106445,21400,0.0,
1984-08-01 00:00:00+00:00,0.0,5.75,5.625,4.46995735168457,19000,0.0,
1984-08-02 00:00:00+00:00,0.0,5.75,5.625,4.46995735168457,12100,0.0,
1984-08-03 00:00:00+00:00,0.0,5.875,5.75,4.569288730621338,26800,0.0,
1984-08-06 00:00:00+00:00,0.0,5.875,5.625,4.46995735168457,9800,0.0,
1984-08-07 00:00:00+00:00,0.0,5.875,5.625,4.46995735168457,38400,0.0,
1984-08-08 00:00:00+00:00,0.0,5.75,5.5,4.3706254959106445,11500,0.0,
1984-08-09 00:00:00+00:00,0.0,5.75,5.5,4.3706254959106445,4600,0.0,
1984-08-10 00:00:00+00:00,0.0,5.75,5.625,4.46995735168457,10400,0.0,
1984-08-13 00:00:00+00:00,0.0,5.75,5.625,4.46995735168457,7700,0.0,
1984-08-14 00:00:00+00:00,0.0,5.75,5.625,4.46995735168457,12900,0.0,
1984-08-15 00:00:00+00:00,0.0,5.75,5.5,4.3706254959106445,20200,0.0,
1984-08-16 00:00:00+00:00,0.0,5.625,5.375,4.271292209625244,3300,0.0,
1984-08-17 00:00:00+00:00,0.0,5.625,5.375,4.271292209625244,2400,0.0,
1984-08-20 00:00:00+00:00,0.0,5.5,5.375,4.271292209625244,6800,0.0,
1984-08-21 00:00:00+00:00,0.0,5.375,5.125,4.072628498077393,6500,0.0,
1984-08-22 00:00:00+00:00,0.0,5.375,5.125,4.072628498077393,2300,0.0,
1984-08-23 00:00:00+00:00,0.0,6.0,5.625,4.46995735168457,52100,0.0,
1984-08-24 00:00:00+00:00,0.0,6.0,5.75,4.569288730621338,72600,0.0,
1984-08-27 00:00:00+00:00,0.0,6.0,5.625,4.46995735168457,9500,0.0,
1984-08-28 00:00:00+00:00,0.0,6.0,5.625,4.46995735168457,5100,0.0,
1984-08-29 00:00:00+00:00,0.0,5.875,5.5,4.3706254959106445,4700,0.0,
1984-08-30 00:00:00+00:00,0.0,5.75,5.375,4.271292209625244,5100,0.0,
1984-08-31 00:00:00+00:00,0.0,5.625,5.375,4.271292209625244,600,0.0,
1984-09-04 00:00:00+00:00,0.0,5.625,5.375,4.271292209625244,3100,0.0,
1984-09-05 00:00:00+00:00,0.0,5.625,5.375,4.271292209625244,6100,0.0,
1984-09-06 00:00:00+00:00,0.0,6.375,6.0,4.7679548263549805,21400,0.0,
1984-09-07 00:00:00+00:00,6.0,6.375,6.0,4.7679548263549805,7800,0.0,
1984-09-10 00:00:00+00:00,6.0,6.375,6.0,4.7679548263549805,10400,0.0,
1984-09-11 00:00:00+00:00,6.125,6.375,6.125,4.867286682128906,4900,0.0,
1984-09-12 00:00:00+00:00,6.125,6.375,6.125,4.867286682128906,10900,0.0,
1984-09-13 00:00:00+00:00,6.125,6.25,6.0,4.7679548263549805,11200,0.0,
1984-09-14 00:00:00+00:00,6.0,6.25,6.0,4.7679548263549805,3900,0.0,
1984-09-17 00:00:00+00:00,6.0,6.25,6.0,4.7679548263549805,1800,0.0,
1984-09-18 00:00:00+00:00,6.0,6.25,6.0,4.7679548263549805,4400,0.0,
1984-09-19 00:00:00+00:00,6.0,6.25,6.0,4.7679548263549805,9900,0.0,
1984-09-20 00:00:00+00:00,6.0,6.25,6.0,4.7679548263549805,1400,0.0,
1984-09-21 00:00:00+00:00,6.0,6.125,5.875,4.668622970581055,2600,0.0,
1984-09-24 00:00:00+00:00,5.875,6.0,5.75,4.569288730621338,9500,0.0,
1984-09-25 00:00:00+00:00,5.75,6.0,5.75,4.569288730621338,1600,0.0,
1984-09-26 00:00:00+00:00,5.75,6.0,5.75,4.569288730621338,7600,0.0,
1984-09-27 00:00:00+00:00,5.75,6.0,5.75,4.569288730621338,300,0.0,
1984-09-28 00:00:00+00:00,5.75,5.875,5.75,4.569288730621338,15000,0.0,
1984-10-01 00:00:00+00:00,5.75,5.875,5.75,4.569288730621338,3900,0.0,
1984-10-02 00:00:00+00:00,5.75,5.875,5.75,4.569288730621338,6700,0.0,
1984-10-03 00:00:00+00:00,5.75,5.875,5.75,4.569288730621338,9700,0.0,
1984-10-04 00:00:00+00:00,5.75,5.875,5.5,4.3706254959106445,5300,0.0,
1984-10-05 00:00:00+00:00,5.5,5.875,5.5,4.3706254959106445,7000,0.0,
1984-10-08 00:00:00+00:00,5.5,5.875,5.5,4.3706254959106445,1000,0.0,
1984-10-09 00:00:00+00:00,5.5,5.875,5.5,4.3706254959106445,1900,0.0,
1984-10-10 00:00:00+00:00,5.5,5.875,5.5,4.3706254959106445,500,0.0,
1984-10-11 00:00:00+00:00,5.625,5.875,5.625,4.46995735168457,13800,0.0,
1984-10-12 00:00:00+00:00,6.125,6.625,6.125,4.867286682128906,51600,0.0,
1984-10-15 00:00:00+00:00,6.5,6.875,6.5,5.165285110473633,11600,0.0,
1984-10-16 00:00:00+00:00,6.75,7.125,6.75,5.363948345184326,5700,0.0,
1984-10-17 00:00:00+00:00,7.0,7.375,7.0,5.562613487243652,35300,0.0,
1984-10-18 00:00:00+00:00,7.625,7.75,7.625,6.059275627136231,23800,0.0,
1984-10-19 00:00:00+00:00,7.625,7.75,7.625,6.059275627136231,35800,0.0,
1984-10-22 00:00:00+00:00,7.625,7.75,7.625,6.059275627136231,7500,0.0,
1984-10-23 00:00:00+00:00,7.625,7.75,7.625,6.059275627136231,13300,0.0,
1984-10-24 00:00:00+00:00,7.625,7.75,7.625,6.059275627136231,1300,0.0,
