date,TPR_Open,TPR_High,TPR_Low,TPR_Close,TPR_Volume,TPR_Dividends,TPR_Stock Splits
2000-10-06 00:00:00+00:00,2.546875,2.578125,2.34375,1.6253080368041992,7776800,0.0,
2000-10-09 00:00:00+00:00,2.429687976837158,2.429687976837158,2.265625,1.5107026100158691,2759200,0.0,
2000-10-10 00:00:00+00:00,2.25,2.375,2.25,1.5315406322479248,2257600,0.0,
2000-10-11 00:00:00+00:00,2.289062976837158,2.289062976837158,2.203125,1.479447603225708,3709600,0.0,
2000-10-12 00:00:00+00:00,2.1875,2.1875,2.0,1.4065169095993042,4552000,0.0,
2000-10-13 00:00:00+00:00,2.078125,2.15625,2.0625,1.4377726316452026,1595200,0.0,
2000-10-16 00:00:00+00:00,2.15625,2.1875,2.140625,1.442982792854309,1236800,0.0,
2000-10-17 00:00:00+00:00,2.15625,2.328125,2.15625,1.5315406322479248,620000,0.0,
2000-10-18 00:00:00+00:00,2.28125,2.296875,2.171875,1.453400731086731,1392000,0.0,
2000-10-19 00:00:00+00:00,2.195312976837158,2.203125,2.125,1.4221452474594116,1219200,0.0,
2000-10-20 00:00:00+00:00,2.148437976837158,2.148437976837158,2.109375,1.4169352054595947,1064800,0.0,
2000-10-23 00:00:00+00:00,2.125,2.125,2.09375,1.396098494529724,1488800,0.0,
2000-10-24 00:00:00+00:00,2.125,2.1875,2.117187976837158,1.4586095809936523,533600,0.0,
2000-10-25 00:00:00+00:00,2.1875,2.34375,2.171875,1.5211217403411863,1664000,0.0,
2000-10-26 00:00:00+00:00,2.265625,2.265625,2.203125,1.5107026100158691,338400,0.0,
2000-10-27 00:00:00+00:00,2.289062976837158,2.453125,2.273437976837158,1.6253080368041992,400000,0.0,
2000-10-30 00:00:00+00:00,2.414062976837158,2.6875,2.40625,1.7920061349868774,741600,0.0,
2000-10-31 00:00:00+00:00,2.8125,3.03125,2.8125,1.948285698890686,3561600,0.0,
2000-11-01 00:00:00+00:00,2.890625,2.929687976837158,2.796875,1.9326591491699217,2935200,0.0,
2000-11-02 00:00:00+00:00,2.914062976837158,3.015625,2.890625,1.9899606704711916,914400,0.0,
2000-11-03 00:00:00+00:00,2.953125,3.15625,2.875,2.104566097259521,2640800,0.0,
2000-11-06 00:00:00+00:00,3.15625,3.15625,3.0,2.005589008331299,677600,0.0,
2000-11-07 00:00:00+00:00,3.0,3.0,2.890625,1.9795422554016116,866400,0.0,
2000-11-08 00:00:00+00:00,2.78125,3.0,2.703125,2.0003788471221924,2896000,0.0,
2000-11-09 00:00:00+00:00,3.0,3.03125,2.921875,1.995169758796692,1449600,0.0,
2000-11-10 00:00:00+00:00,2.984375,3.125,2.984375,2.0628910064697266,368000,0.0,
2000-11-13 00:00:00+00:00,3.0625,3.0625,2.75,1.844099044799805,726400,0.0,
2000-11-14 00:00:00+00:00,2.75,2.84375,2.65625,1.896193027496338,1000800,0.0,
2000-11-15 00:00:00+00:00,2.859375,2.90625,2.804687976837158,1.9170295000076292,736800,0.0,
2000-11-16 00:00:00+00:00,2.859375,2.875,2.859375,1.911821246147156,72800,0.0,
2000-11-17 00:00:00+00:00,2.890625,2.921875,2.851562976837158,1.948285698890686,272800,0.0,
2000-11-20 00:00:00+00:00,2.90625,2.90625,2.75,1.896193027496338,264800,0.0,
2000-11-21 00:00:00+00:00,2.835937976837158,2.84375,2.820312976837158,1.8857742547988887,712800,0.0,
2000-11-22 00:00:00+00:00,2.84375,2.875,2.8125,1.9170295000076292,404000,0.0,
2000-11-24 00:00:00+00:00,2.875,2.875,2.867187976837158,1.9170295000076292,242400,0.0,
2000-11-27 00:00:00+00:00,2.90625,2.976562976837158,2.875,1.9795422554016116,833600,0.0,
2000-11-28 00:00:00+00:00,2.945312976837158,3.023437976837158,2.9375,1.9587048292160036,1260800,0.0,
2000-11-29 00:00:00+00:00,2.90625,2.90625,2.75,1.8545187711715696,128000,0.0,
2000-11-30 00:00:00+00:00,2.75,2.765625,2.71875,1.844099044799805,688000,0.0,
2000-12-01 00:00:00+00:00,2.734375,2.75,2.6875,1.833681344985962,416800,0.0,
2000-12-04 00:00:00+00:00,2.734375,2.890625,2.734375,1.9274489879608157,1025600,0.0,
2000-12-05 00:00:00+00:00,2.890625,2.890625,2.78125,1.8545187711715696,1095200,0.0,
2000-12-06 00:00:00+00:00,2.765625,2.898437976837158,2.765625,1.922239065170288,408800,0.0,
2000-12-07 00:00:00+00:00,2.914062976837158,3.0625,2.914062976837158,2.0003788471221924,440000,0.0,
2000-12-08 00:00:00+00:00,3.03125,3.21875,3.007812976837158,2.1149837970733643,424800,0.0,
2000-12-11 00:00:00+00:00,3.171875,3.25,3.15625,2.151448965072632,264800,0.0,
2000-12-12 00:00:00+00:00,3.164062976837158,3.21875,3.109375,2.078519105911255,470400,0.0,
2000-12-13 00:00:00+00:00,3.101562976837158,3.101562976837158,3.0,2.0003788471221924,324000,0.0,
2000-12-14 00:00:00+00:00,3.0,3.0,2.515625,1.7555426359176636,1654400,0.0,
2000-12-15 00:00:00+00:00,2.640625,2.640625,2.625,1.7555426359176636,32800,0.0,
2000-12-18 00:00:00+00:00,2.65625,2.664062976837158,2.515625,1.7190752029418943,369600,0.0,
2000-12-19 00:00:00+00:00,2.570312976837158,2.59375,2.546875,1.7294942140579224,316800,0.0,
2000-12-20 00:00:00+00:00,2.585937976837158,2.585937976837158,2.515625,1.6878200769424438,838400,0.0,
2000-12-21 00:00:00+00:00,2.546875,2.625,2.53125,1.7503316402435305,652000,0.0,
2000-12-22 00:00:00+00:00,2.625,2.8125,2.625,1.8649373054504397,232000,0.0,
2000-12-26 00:00:00+00:00,2.804687976837158,3.0,2.804687976837158,1.9587048292160036,272000,0.0,
2000-12-27 00:00:00+00:00,3.0,3.125,3.0,2.083728551864624,406400,0.0,
2000-12-28 00:00:00+00:00,3.125,3.578125,3.125,2.3546130657196045,1199200,0.0,
2000-12-29 00:00:00+00:00,3.53125,3.671875,3.53125,2.3962879180908203,590400,0.0,
2001-01-02 00:00:00+00:00,3.578125,3.625,3.25,2.177496910095215,1202400,0.0,
2001-01-03 00:00:00+00:00,3.25,3.28125,3.21875,2.17228627204895,487200,0.0,
2001-01-04 00:00:00+00:00,3.25,3.25,3.117187976837158,2.083728551864624,1032000,0.0,
2001-01-05 00:00:00+00:00,3.109375,3.125,3.046875,2.03163480758667,274400,0.0,
2001-01-08 00:00:00+00:00,3.03125,3.03125,2.75,1.87014639377594,480000,0.0,
2001-01-09 00:00:00+00:00,2.875,2.953125,2.851562976837158,1.9378669261932373,709600,0.0,
2001-01-10 00:00:00+00:00,3.15625,3.296875,3.109375,2.094146966934204,2014400,0.0,
2001-01-11 00:00:00+00:00,3.15625,3.421875,3.15625,2.271263837814331,760000,0.0,
2001-01-12 00:00:00+00:00,3.375,3.4375,3.328125,2.2191710472106934,578400,0.0,
2001-01-16 00:00:00+00:00,3.296875,3.59375,3.296875,2.370241403579712,269600,0.0,
2001-01-17 00:00:00+00:00,3.554687976837158,3.8125,3.53125,2.4171245098114014,1263200,0.0,
2001-01-18 00:00:00+00:00,3.625,3.773437976837158,3.625,2.5004727840423584,450400,0.0,
2001-01-19 00:00:00+00:00,3.8125,3.8125,3.75,2.531729221343994,424800,0.0,
2001-01-22 00:00:00+00:00,3.804687976837158,3.953125,3.804687976837158,2.583823680877685,2515200,0.0,
2001-01-23 00:00:00+00:00,4.0,4.0625,3.859375,2.583823680877685,2376000,0.0,
2001-01-24 00:00:00+00:00,3.867187976837158,3.867187976837158,3.71875,2.562985420227051,4156800,0.0,
2001-01-25 00:00:00+00:00,3.835937976837158,3.84375,3.765625,2.5213117599487305,5560000,0.0,
2001-01-26 00:00:00+00:00,3.78125,3.8125,3.78125,2.54214859008789,2942400,0.0,
2001-01-29 00:00:00+00:00,3.827500104904175,3.934999942779541,3.8137500286102295,2.5821571350097656,936800,0.0,
2001-01-30 00:00:00+00:00,3.872499942779541,3.950000047683716,3.868750095367432,2.612995386123657,1567200,0.0,
2001-01-31 00:00:00+00:00,3.950000047683716,4.25,3.950000047683716,2.8130338191986084,3824800,0.0,
2001-02-01 00:00:00+00:00,4.224999904632568,4.537499904632568,4.212500095367432,2.96972918510437,2373600,0.0,
2001-02-02 00:00:00+00:00,4.550000190734863,4.800000190734863,4.481249809265137,3.000568628311157,3716800,0.0,
2001-02-05 00:00:00+00:00,4.487500190734863,4.5,4.352499961853027,2.932222366333008,2656800,0.0,
2001-02-06 00:00:00+00:00,4.375,4.400000095367432,4.25,2.8438727855682373,3628000,0.0,
2001-02-07 00:00:00+00:00,4.25,4.525000095367432,4.25,2.854707956314087,1839200,0.0,
2001-02-08 00:00:00+00:00,4.28000020980835,4.293749809265137,4.1875,2.817199945449829,2738400,0.0,
2001-02-09 00:00:00+00:00,4.237500190734863,4.262499809265137,4.191249847412109,2.8130338191986084,856000,0.0,
2001-02-12 00:00:00+00:00,4.21875,4.21875,4.068749904632568,2.733851671218872,436800,0.0,
2001-02-13 00:00:00+00:00,4.106249809265137,4.215000152587891,4.099999904632568,2.733851671218872,660000,0.0,
2001-02-14 00:00:00+00:00,4.101250171661377,4.243750095367432,4.101250171661377,2.8297035694122314,1584800,0.0,
2001-02-15 00:00:00+00:00,4.375,4.449999809265137,4.28125,2.854707956314087,696800,0.0,
2001-02-16 00:00:00+00:00,4.269999980926514,4.287499904632568,4.243750095367432,2.8380377292633057,158400,0.0,
2001-02-20 00:00:00+00:00,4.297500133514404,4.3125,4.21875,2.821368455886841,632000,0.0,
2001-02-21 00:00:00+00:00,4.474999904632568,4.474999904632568,4.306250095367432,2.883047342300415,1096800,0.0,
2001-02-22 00:00:00+00:00,4.125,4.25,4.125,2.833870410919189,620800,0.0,
2001-02-23 00:00:00+00:00,4.21875,4.21999979019165,4.125,2.7505218982696533,1180000,0.0,
2001-02-26 00:00:00+00:00,4.12624979019165,4.159999847412109,4.09375,2.7463538646698,2472000,0.0,
2001-02-27 00:00:00+00:00,4.09375,4.105000019073486,4.054999828338623,2.704679250717163,882400,0.0,
2001-02-28 00:00:00+00:00,4.068749904632568,4.068749904632568,3.767499923706055,2.512143135070801,609600,0.0,
2001-03-01 00:00:00+00:00,3.7512500286102295,3.752500057220459,3.5,2.375450372695923,1388000,0.0,
2001-03-02 00:00:00+00:00,3.549999952316284,3.549999952316284,3.4437499046325684,2.327108144760132,503200,0.0,
2001-03-05 00:00:00+00:00,3.490000009536743,3.512500047683716,3.490000009536743,2.336276769638061,455200,0.0,
2001-03-06 00:00:00+00:00,3.400000095367432,3.400000095367432,3.28125,2.2004165649414062,5880000,0.0,
2001-03-07 00:00:00+00:00,3.299999952316284,3.34375,3.299999952316284,2.2245888710021973,2145600,0.0,
2001-03-08 00:00:00+00:00,3.331249952316284,3.525000095367432,3.331249952316284,2.3421099185943604,2920800,0.0,
2001-03-09 00:00:00+00:00,3.5625,3.5625,3.525000095367432,2.351279735565185,1976000,0.0,
2001-03-12 00:00:00+00:00,3.518749952316284,3.556250095367432,3.5062499046325684,2.347111940383911,1716800,0.0,
2001-03-13 00:00:00+00:00,3.5062499046325684,3.507499933242798,3.40625,2.317105531692505,1292800,0.0,
2001-03-14 00:00:00+00:00,3.375,3.4437499046325684,3.375,2.2754313945770264,1640000,0.0,
2001-03-15 00:00:00+00:00,3.40625,3.4375,3.3187499046325684,2.2670960426330566,6079200,0.0,
2001-03-16 00:00:00+00:00,3.387500047683716,3.422499895095825,3.387500047683716,2.272930860519409,669600,0.0,
2001-03-19 00:00:00+00:00,3.40625,3.492500066757202,3.40625,2.328775405883789,2302400,0.0,
2001-03-20 00:00:00+00:00,3.492500066757202,3.525000095367432,3.492500066757202,2.3346095085144043,4213600,0.0,
2001-03-21 00:00:00+00:00,3.40625,3.447499990463257,3.40625,2.2921011447906494,974400,0.0,
2001-03-22 00:00:00+00:00,3.438750028610229,3.438750028610229,3.2799999713897705,2.235424041748047,2184800,0.0,
2001-03-23 00:00:00+00:00,3.353749990463257,3.424999952316284,3.353749990463257,2.28376579284668,1296800,0.0,
2001-03-26 00:00:00+00:00,3.424999952316284,3.424999952316284,3.362499952316284,2.25042724609375,2141600,0.0,
2001-03-27 00:00:00+00:00,3.377500057220459,3.377500057220459,3.3499999046325684,2.25042724609375,3907200,0.0,
2001-03-28 00:00:00+00:00,3.4962499141693115,3.4962499141693115,3.4375,2.302936315536499,4691200,0.0,
2001-03-29 00:00:00+00:00,3.4549999237060547,3.5374999046325684,3.450000047683716,2.3546130657196045,5948000,0.0,
2001-03-30 00:00:00+00:00,3.53125,3.65625,3.501250028610229,2.40962290763855,3380800,0.0,
2001-04-02 00:00:00+00:00,3.5999999046325684,3.5999999046325684,3.4887499809265137,2.3337764739990234,3791200,0.0,
2001-04-03 00:00:00+00:00,3.5,3.5,3.400000095367432,2.2962682247161865,4797600,0.0,
2001-04-04 00:00:00+00:00,3.493750095367432,3.712500095367432,3.493750095367432,2.374617099761963,25472800,0.0,
2001-04-05 00:00:00+00:00,3.512500047683716,3.59375,3.3812499046325684,2.3962879180908203,28403200,0.0,
2001-04-06 00:00:00+00:00,3.5924999713897705,3.5924999713897705,3.4674999713897705,2.33794379234314,9994400,0.0,
2001-04-09 00:00:00+00:00,3.525000095367432,3.5625,3.5,2.3546130657196045,3430400,0.0,
2001-04-10 00:00:00+00:00,3.5274999141693115,3.581249952316284,3.4749999046325684,2.3337764739990234,3284800,0.0,
2001-04-11 00:00:00+00:00,3.481250047683716,3.4825000762939453,3.1312499046325684,2.08789587020874,3432000,0.0,
2001-04-12 00:00:00+00:00,3.1312499046325684,3.202500104904175,3.081249952316284,2.1212353706359863,5520000,0.0,
2001-04-16 00:00:00+00:00,3.1937499046325684,3.2487499713897705,3.125,2.1254031658172607,1620000,0.0,
2001-04-17 00:00:00+00:00,3.125,3.126250028610229,2.927500009536743,1.983709454536438,12680000,0.0,
