date,FSFG_Open,FSFG_High,FSFG_Low,FSFG_Close,FSFG_Volume,FSFG_Dividends,FSFG_Stock Splits
2008-10-08 00:00:00+00:00,3.299999952316284,3.299999952316284,3.233333110809326,2.575418710708618,69300,0.0,
2008-10-09 00:00:00+00:00,3.233333110809326,3.233333110809326,3.166666984558105,2.575418710708618,27600,0.0,
2008-10-10 00:00:00+00:00,3.163332939147949,3.180000066757202,3.1166670322418213,2.495765447616577,22500,0.0,
2008-10-13 00:00:00+00:00,3.183332920074463,3.200000047683716,3.1333329677581787,2.548867464065552,8100,0.0,
2008-10-14 00:00:00+00:00,3.2699999809265137,3.3333330154418945,3.2699999809265137,2.652416229248047,78900,0.0,
2008-10-15 00:00:00+00:00,3.3299999237060547,3.3299999237060547,3.166666984558105,2.625864267349243,13500,0.0,
2008-10-16 00:00:00+00:00,3.093333005905152,3.166666984558105,2.8566670417785645,2.509042263031006,158100,0.0,
2008-10-17 00:00:00+00:00,3.00333309173584,3.0899999141693115,3.00333309173584,2.455939769744873,3900,0.0,
2008-10-20 00:00:00+00:00,3.0466670989990234,3.0833330154418945,3.0,2.455939769744873,75000,0.0,
2008-10-21 00:00:00+00:00,3.0833330154418945,3.0833330154418945,3.0,2.455939769744873,39000,0.0,
2008-10-22 00:00:00+00:00,3.0333330631256104,3.0833330154418945,3.0333330631256104,2.455939769744873,32700,0.0,
2008-10-23 00:00:00+00:00,3.0,3.0,2.936666965484619,2.3391175270080566,17100,0.0,
2008-10-24 00:00:00+00:00,2.936666965484619,2.936666965484619,2.936666965484619,2.3391175270080566,0,0.0,
2008-10-27 00:00:00+00:00,2.916666984558105,2.923332929611206,2.9066669940948486,2.3152222633361816,9900,0.0,
2008-10-28 00:00:00+00:00,2.916666984558105,3.0,2.916666984558105,2.3895633220672607,1200,0.0,
2008-10-29 00:00:00+00:00,3.0,3.0,3.0,2.3895633220672607,0,0.0,
2008-10-30 00:00:00+00:00,3.0,3.00333309173584,2.993333101272583,2.3895633220672607,120300,0.0,
2008-10-31 00:00:00+00:00,3.1166670322418213,3.166666984558105,3.1166670322418213,2.5223171710968018,1800,0.0,
2008-11-03 00:00:00+00:00,3.166666984558105,3.166666984558105,3.166666984558105,2.5223171710968018,0,0.0,
2008-11-04 00:00:00+00:00,3.150000095367432,3.150000095367432,3.150000095367432,2.509042263031006,3000,0.0,
2008-11-05 00:00:00+00:00,3.150000095367432,3.150000095367432,3.150000095367432,2.509042263031006,300,0.0,
2008-11-06 00:00:00+00:00,3.1333329677581787,3.1333329677581787,3.066667079925537,2.442665338516236,11100,0.0,
2008-11-07 00:00:00+00:00,3.0,3.1333329677581787,3.0,2.4479751586914062,4800,0.0,
2008-11-10 00:00:00+00:00,3.066667079925537,3.069999933242798,3.066667079925537,2.445318937301636,2700,0.0,
2008-11-11 00:00:00+00:00,3.066667079925537,3.0833330154418945,3.066667079925537,2.455939769744873,34500,0.0,
2008-11-12 00:00:00+00:00,3.0333330631256104,3.0333330631256104,3.0333330631256104,2.416114330291748,3000,0.0,
2008-11-13 00:00:00+00:00,3.0333330631256104,3.096667051315308,3.0,2.466560840606689,12600,0.0,
2008-11-14 00:00:00+00:00,3.009999990463257,3.096667051315308,3.0,2.466560840606689,1500,0.0,
2008-11-17 00:00:00+00:00,3.009999990463257,3.0133330821990967,3.009999990463257,2.400183916091919,900,0.0,
2008-11-18 00:00:00+00:00,3.049999952316284,3.049999952316284,3.039999961853028,2.4293901920318604,15000,0.0,
2008-11-19 00:00:00+00:00,3.049999952316284,3.049999952316284,3.0,2.3895633220672607,30300,0.0,
2008-11-20 00:00:00+00:00,3.0,3.00333309173584,2.9866669178009038,2.37894344329834,144300,0.0,
2008-11-21 00:00:00+00:00,2.9666669368743896,2.9666669368743896,2.933332920074463,2.336461544036865,12600,0.0,
2008-11-24 00:00:00+00:00,3.0,3.0,3.0,2.3895633220672607,6600,0.0,
2008-11-25 00:00:00+00:00,3.00333309173584,3.00333309173584,3.00333309173584,2.392218589782715,300,0.0,
2008-11-26 00:00:00+00:00,3.00333309173584,3.00333309173584,3.00333309173584,2.392218589782715,0,0.0,
2008-11-28 00:00:00+00:00,3.00333309173584,3.00333309173584,3.00333309173584,2.392218589782715,0,0.0,
2008-12-01 00:00:00+00:00,3.00333309173584,3.00333309173584,3.00333309173584,2.392218589782715,0,0.0,
2008-12-02 00:00:00+00:00,3.0,3.0,3.0,2.3895633220672607,27000,0.0,
2008-12-03 00:00:00+00:00,3.0333330631256104,3.0333330631256104,3.0333330631256104,2.416114330291748,7800,0.0,
2008-12-04 00:00:00+00:00,3.0299999713897705,3.0299999713897705,3.0299999713897705,2.413458108901977,300,0.0,
2008-12-05 00:00:00+00:00,3.0,3.0299999713897705,3.0,2.413458108901977,8100,0.0,
2008-12-08 00:00:00+00:00,3.063333034515381,3.066667079925537,3.063333034515381,2.440009593963623,1200,0.0,
2008-12-09 00:00:00+00:00,3.063333034515381,3.063333034515381,3.063333034515381,2.440009593963623,0,0.0,
2008-12-10 00:00:00+00:00,3.016666889190674,3.0366671085357666,3.00333309173584,2.4187703132629395,14700,0.0,
2008-12-11 00:00:00+00:00,3.0366671085357666,3.0366671085357666,3.0,2.3895633220672607,4500,0.0,
2008-12-12 00:00:00+00:00,3.0,3.039999961853028,3.0,2.4214236736297607,36600,0.0,
2008-12-15 00:00:00+00:00,3.0,3.059999942779541,3.0,2.4293901920318604,44100,0.0,
2008-12-16 00:00:00+00:00,3.0466670989990234,3.0833330154418945,3.0466670989990234,2.455939769744873,14400,0.0,
2008-12-17 00:00:00+00:00,3.093333005905152,3.093333005905152,3.0833330154418945,2.455939769744873,4500,0.0,
