date,TCX_Open,TCX_High,TCX_Low,TCX_Close,TCX_Volume,TCX_Dividends,TCX_Stock Splits
1996-04-30 00:00:00+00:00,57.0,57.0,49.0,48.72168350219727,406450,0.0,
1996-05-01 00:00:00+00:00,53.0,53.0,45.0,45.04457473754883,96125,0.0,
1996-05-02 00:00:00+00:00,47.0,49.0,47.0,44.12529754638672,30250,0.0,
1996-05-03 00:00:00+00:00,47.0,49.0,45.0,41.82710647583008,26775,0.0,
1996-05-06 00:00:00+00:00,46.5,46.5,45.0,41.367469787597656,50050,0.0,
1996-05-07 00:00:00+00:00,45.0,46.0,45.0,41.367469787597656,20800,0.0,
1996-05-08 00:00:00+00:00,45.0,46.0,45.0,41.367469787597656,29100,0.0,
1996-05-09 00:00:00+00:00,46.0,46.0,44.0,40.44819259643555,11550,0.0,
1996-05-10 00:00:00+00:00,46.0,46.0,44.0,41.367469787597656,25250,0.0,
1996-05-13 00:00:00+00:00,46.0,50.0,44.0,45.27439498901367,92275,0.0,
1996-05-14 00:00:00+00:00,49.0,50.0,48.0,44.584938049316406,20175,0.0,
1996-05-15 00:00:00+00:00,50.0,50.0,48.0,44.12529754638672,46025,0.0,
1996-05-16 00:00:00+00:00,50.0,50.0,47.0,44.12529754638672,26850,0.0,
1996-05-17 00:00:00+00:00,49.0,51.0,49.0,45.04457473754883,15175,0.0,
1996-05-20 00:00:00+00:00,50.0,53.0,49.0,47.80240631103516,17800,0.0,
1996-05-21 00:00:00+00:00,53.0,58.0,52.0,51.4795150756836,67275,0.0,
1996-05-22 00:00:00+00:00,56.0,56.0,54.0,51.4795150756836,16200,0.0,
1996-05-23 00:00:00+00:00,56.0,56.0,51.0,46.88312911987305,23450,0.0,
1996-05-24 00:00:00+00:00,51.0,53.0,51.0,48.72168350219727,1475,0.0,
1996-05-28 00:00:00+00:00,54.0,57.0,52.0,48.72168350219727,55100,0.0,
1996-05-29 00:00:00+00:00,53.0,54.0,52.0,48.72168350219727,58350,0.0,
1996-05-30 00:00:00+00:00,52.0,54.0,51.0,46.88312911987305,13875,0.0,
1996-05-31 00:00:00+00:00,50.0,53.0,50.0,45.96385192871094,12825,0.0,
1996-06-03 00:00:00+00:00,50.0,52.0,50.0,47.80240631103516,10725,0.0,
1996-06-04 00:00:00+00:00,52.0,52.0,50.0,47.80240631103516,9775,0.0,
1996-06-05 00:00:00+00:00,50.0,52.0,50.0,47.80240631103516,7550,0.0,
1996-06-06 00:00:00+00:00,50.0,52.0,49.0,45.04457473754883,11425,0.0,
1996-06-07 00:00:00+00:00,49.0,49.0,47.0,43.20602416992188,38000,0.0,
1996-06-10 00:00:00+00:00,49.0,50.0,48.0,44.12529754638672,11275,0.0,
1996-06-11 00:00:00+00:00,50.0,50.0,46.0,42.286746978759766,13750,0.0,
1996-06-12 00:00:00+00:00,49.0,49.0,43.0,40.44819259643555,9750,0.0,
1996-06-13 00:00:00+00:00,44.0,45.0,41.0,40.44819259643555,5775,0.0,
1996-06-14 00:00:00+00:00,41.0,44.0,41.0,37.69036102294922,1875,0.0,
