date,OESX_Open,OESX_High,OESX_Low,OESX_Close,OESX_Volume,OESX_Dividends,OESX_Stock Splits
2007-12-19 00:00:00+00:00,17.489999771118164,22.18000030517578,16.860000610351562,21.40999984741211,5370000,,
2007-12-20 00:00:00+00:00,21.0,22.13999938964844,19.809999465942383,19.850000381469727,318700,,
2007-12-21 00:00:00+00:00,20.0,20.0,18.40999984741211,19.0,223600,,
2007-12-24 00:00:00+00:00,19.100000381469727,20.850000381469727,18.549999237060547,19.34000015258789,72500,,
2007-12-26 00:00:00+00:00,22.459999084472656,22.459999084472656,20.01000022888184,20.479999542236328,384000,,
2007-12-27 00:00:00+00:00,20.989999771118164,20.989999771118164,19.899999618530277,20.0,74400,,
2007-12-28 00:00:00+00:00,20.170000076293945,20.170000076293945,19.290000915527344,19.649999618530277,158400,,
2007-12-31 00:00:00+00:00,19.71999931335449,19.989999771118164,18.479999542236328,18.81999969482422,91000,,
2008-01-02 00:00:00+00:00,18.6200008392334,20.0,18.51000022888184,20.0,91600,,
2008-01-03 00:00:00+00:00,20.0,20.51000022888184,19.5,19.899999618530277,257700,,
2008-01-04 00:00:00+00:00,19.899999618530277,19.899999618530277,18.6299991607666,19.5,252100,,
2008-01-07 00:00:00+00:00,19.170000076293945,19.5,17.020000457763672,17.270000457763672,389900,,
2008-01-08 00:00:00+00:00,17.299999237060547,18.940000534057617,17.0,17.170000076293945,213500,,
2008-01-09 00:00:00+00:00,17.350000381469727,20.34000015258789,17.25,20.25,264400,,
2008-01-10 00:00:00+00:00,20.21999931335449,20.21999931335449,19.030000686645508,20.0,89500,,
2008-01-11 00:00:00+00:00,19.979999542236328,19.979999542236328,18.5,18.5,22900,,
2008-01-14 00:00:00+00:00,20.350000381469727,20.350000381469727,18.71999931335449,18.71999931335449,78200,,
2008-01-15 00:00:00+00:00,18.88999938964844,18.88999938964844,17.219999313354492,17.8799991607666,169100,,
2008-01-16 00:00:00+00:00,17.5,18.3700008392334,17.1200008392334,17.530000686645508,104900,,
2008-01-17 00:00:00+00:00,17.829999923706055,17.940000534057617,17.5,17.6200008392334,140700,,
2008-01-18 00:00:00+00:00,17.950000762939453,18.0,16.3799991607666,16.40999984741211,211600,,
2008-01-22 00:00:00+00:00,15.510000228881836,16.0,15.25,16.0,194600,,
2008-01-23 00:00:00+00:00,16.219999313354492,16.25,15.510000228881836,15.899999618530272,244200,,
2008-01-24 00:00:00+00:00,15.899999618530272,16.0,15.0,15.199999809265137,181000,,
2008-01-25 00:00:00+00:00,15.350000381469728,16.209999084472656,13.75,14.0,310800,,
2008-01-28 00:00:00+00:00,14.140000343322754,14.609999656677246,13.5,13.899999618530272,308600,,
2008-01-29 00:00:00+00:00,14.109999656677246,14.25,13.970000267028809,14.0,379900,,
2008-01-30 00:00:00+00:00,14.06999969482422,14.06999969482422,13.5600004196167,13.880000114440918,74600,,
2008-01-31 00:00:00+00:00,13.699999809265137,14.25,12.56999969482422,13.06999969482422,376500,,
2008-02-01 00:00:00+00:00,13.25,14.229999542236328,13.25,13.600000381469728,124700,,
2008-02-04 00:00:00+00:00,13.779999732971191,14.880000114440918,13.75,14.399999618530272,361600,,
