date,HUM_Open,HUM_High,HUM_Low,HUM_Close,HUM_Volume,HUM_Dividends,HUM_Stock Splits
1981-12-31 00:00:00+00:00,9.82638931274414,9.930556297302246,9.722222328186035,1.94356381893158,68040,0.0,
1982-01-04 00:00:00+00:00,9.965277671813965,10.104166984558104,9.791666984558104,2.012977838516236,106560,0.0,
1982-01-05 00:00:00+00:00,10.0,10.17361068725586,9.82638931274414,1.9713292121887207,240840,0.0,
1982-01-06 00:00:00+00:00,9.82638931274414,9.930556297302246,9.6875,1.9574482440948489,239040,0.0,
1982-01-07 00:00:00+00:00,9.756943702697754,9.791666984558104,9.722222328186035,1.9574482440948489,162720,0.0,
1982-01-08 00:00:00+00:00,9.82638931274414,9.895833015441896,9.756943702697754,1.9713292121887207,210960,0.0,
1982-01-11 00:00:00+00:00,9.82638931274414,9.930556297302246,9.6875,1.936622977256775,218160,0.0,
1982-01-12 00:00:00+00:00,9.652777671813965,9.6875,9.583333015441896,1.922741413116455,198360,0.0,
1982-01-13 00:00:00+00:00,9.618056297302246,9.652777671813965,9.583333015441896,1.922741413116455,465120,0.0,
1982-01-14 00:00:00+00:00,9.479166984558104,9.54861068725586,9.375,1.894973993301392,288360,0.0,
1982-01-15 00:00:00+00:00,9.444443702697754,9.479166984558104,9.409722328186035,1.881093978881836,408240,0.0,
1982-01-18 00:00:00+00:00,9.340277671813965,9.409722328186035,9.23611068725586,1.8533276319503784,623520,0.0,
1982-01-19 00:00:00+00:00,9.23611068725586,9.375,9.097222328186035,1.825562119483948,420840,0.0,
1982-01-20 00:00:00+00:00,9.027777671813965,9.131943702697754,8.92361068725586,1.8186206817626955,345960,0.0,
1982-01-21 00:00:00+00:00,9.0625,9.097222328186035,8.993056297302246,1.804738998413086,340200,0.0,
1982-01-22 00:00:00+00:00,8.993056297302246,9.027777671813965,8.958333015441895,1.7908556461334229,257760,0.0,
1982-01-25 00:00:00+00:00,9.027777671813965,9.097222328186035,8.92361068725586,1.7908556461334229,269280,0.0,
1982-01-26 00:00:00+00:00,8.854166984558105,8.993056297302246,8.715277671813965,1.7492083311080933,187200,0.0,
1982-01-27 00:00:00+00:00,8.784722328186035,8.819443702697754,8.715277671813965,1.756149172782898,236880,0.0,
1982-01-28 00:00:00+00:00,9.20138931274414,9.51388931274414,8.854166984558105,1.9019163846969604,448920,0.0,
1982-01-29 00:00:00+00:00,9.86111068725586,9.965277671813965,9.722222328186035,1.9782716035842896,432360,0.0,
