date,ATCO-PD_Open,ATCO-PD_High,ATCO-PD_Low,ATCO-PD_Close,ATCO-PD_Volume,ATCO-PD_Dividends,ATCO-PD_Stock Splits
2012-12-10 00:00:00+00:00,25.0,25.0,24.649999618530277,9.951286315917969,103870,0.0,
2012-12-11 00:00:00+00:00,24.75,24.959999084472656,24.61000061035156,9.911239624023438,468695,0.0,
2012-12-12 00:00:00+00:00,25.0,25.0,24.75,9.963297843933104,89556,0.0,
2012-12-13 00:00:00+00:00,25.0,25.0,24.75,9.971305847167969,78720,0.0,
2012-12-14 00:00:00+00:00,24.920000076293945,25.0,24.84000015258789,9.971305847167969,56300,0.0,
2012-12-17 00:00:00+00:00,25.0,25.100000381469727,24.899999618530277,9.995333671569824,22400,0.0,
2012-12-18 00:00:00+00:00,25.0,25.049999237060547,24.82999992370605,10.011353492736816,53535,0.0,
2012-12-19 00:00:00+00:00,24.950000762939453,25.100000381469727,24.899999618530277,10.011353492736816,23631,0.0,
2012-12-20 00:00:00+00:00,25.049999237060547,25.25,24.75,9.911239624023438,32034,0.0,
2012-12-21 00:00:00+00:00,25.0,25.1299991607666,24.96999931335449,10.007344245910645,29914,0.0,
2012-12-24 00:00:00+00:00,25.0,25.270000457763672,24.989999771118164,10.119473457336426,17480,0.0,
2012-12-26 00:00:00+00:00,25.25,25.349899291992188,25.11000061035156,10.08743667602539,37367,0.0,
2012-12-27 00:00:00+00:00,25.18000030517578,25.290000915527344,25.18000030517578,10.09144687652588,20977,0.0,
2012-12-28 00:00:00+00:00,25.209999084472656,25.21999931335449,25.17480087280273,10.09144687652588,19269,0.0,
2012-12-31 00:00:00+00:00,25.200000762939453,25.299999237060547,25.15999984741211,10.131487846374512,54723,0.0,
2013-01-02 00:00:00+00:00,25.309999465942383,25.399999618530277,25.25,10.171533584594728,61113,0.0,
2013-01-03 00:00:00+00:00,25.270000457763672,25.36000061035156,25.270000457763672,10.127485275268556,120572,0.0,
2013-01-04 00:00:00+00:00,25.270000457763672,25.450000762939453,25.209999084472656,10.119473457336426,102921,0.0,
2013-01-07 00:00:00+00:00,25.309999465942383,25.350000381469727,25.21999931335449,10.151512145996094,64955,0.0,
2013-01-08 00:00:00+00:00,25.280000686645508,25.34000015258789,25.200000762939453,10.144305229187012,76800,0.0,
2013-01-09 00:00:00+00:00,25.38999938964844,25.59000015258789,25.299999237060547,10.171533584594728,75973,0.0,
