date,LIN_Open,LIN_High,LIN_Low,LIN_Close,LIN_Volume,LIN_Dividends,LIN_Stock Splits
1992-06-17 00:00:00+00:00,8.5,8.75,7.75,4.618921279907227,902000,0.0,
1992-06-18 00:00:00+00:00,7.9375,7.9375,7.5,4.546181201934815,421400,0.0,
1992-06-19 00:00:00+00:00,7.8125,7.9375,7.75,4.582547664642334,453400,0.0,
1992-06-22 00:00:00+00:00,7.875,7.875,7.5625,4.43707275390625,597200,0.0,
1992-06-23 00:00:00+00:00,7.625,7.75,7.625,4.473442077636719,853800,0.0,
1992-06-24 00:00:00+00:00,7.6875,7.75,7.5,4.400704383850098,357600,0.0,
1992-06-25 00:00:00+00:00,7.6875,7.8125,7.6875,4.473442077636719,785000,0.0,
1992-06-26 00:00:00+00:00,7.6875,7.75,7.625,4.5098137855529785,435000,0.0,
1992-06-29 00:00:00+00:00,7.6875,7.8125,7.625,4.546181201934815,386600,0.0,
1992-06-30 00:00:00+00:00,7.8125,8.0625,7.8125,4.691659450531006,884400,0.0,
1992-07-01 00:00:00+00:00,7.875,7.9375,7.8125,4.582547664642334,552600,0.0,
1992-07-02 00:00:00+00:00,7.9375,8.0625,7.6875,4.691659450531006,1788200,0.0,
1992-07-06 00:00:00+00:00,7.9375,7.9375,7.6875,4.5098137855529785,580400,0.0,
1992-07-07 00:00:00+00:00,7.8125,7.8125,7.1875,4.255224704742432,1147000,0.0,
1992-07-08 00:00:00+00:00,7.375,7.375,6.8125,4.037007808685303,1192800,0.0,
1992-07-09 00:00:00+00:00,6.9375,7.3125,6.9375,4.255224704742432,2136600,0.0,
1992-07-10 00:00:00+00:00,7.1875,7.25,7.0625,4.146117687225342,866200,0.0,
1992-07-13 00:00:00+00:00,7.125,7.25,7.125,4.1824870109558105,846600,0.0,
1992-07-14 00:00:00+00:00,7.125,7.25,7.125,4.21885347366333,990000,0.0,
1992-07-15 00:00:00+00:00,7.25,7.375,7.25,4.255224704742432,1080400,0.0,
1992-07-16 00:00:00+00:00,7.25,7.3125,7.125,4.1824870109558105,2689000,0.0,
1992-07-17 00:00:00+00:00,7.0625,7.3125,7.0625,4.255224704742432,840400,0.0,
1992-07-20 00:00:00+00:00,6.9375,7.1875,6.875,4.146117687225342,1228200,0.0,
1992-07-21 00:00:00+00:00,7.0,7.25,7.0,4.146117687225342,1279600,0.0,
1992-07-22 00:00:00+00:00,6.9375,7.5625,6.9375,4.2915940284729,2743000,0.0,
1992-07-23 00:00:00+00:00,7.3125,7.5,7.3125,4.255224704742432,2203800,0.0,
1992-07-24 00:00:00+00:00,7.25,7.5,7.25,4.327962875366211,1404000,0.0,
1992-07-27 00:00:00+00:00,7.4375,7.5625,7.3125,4.364334583282471,1308000,0.0,
1992-07-28 00:00:00+00:00,7.4375,7.5625,7.375,4.364334583282471,1134400,0.0,
1992-07-29 00:00:00+00:00,7.5,7.5625,7.25,4.2915940284729,1697600,0.0,
1992-07-30 00:00:00+00:00,7.4375,7.5,7.25,4.364334583282471,912800,0.0,
1992-07-31 00:00:00+00:00,7.4375,7.5625,7.4375,4.400704383850098,1303000,0.0,
1992-08-03 00:00:00+00:00,7.5,7.6875,7.4375,4.473442077636719,1616800,0.0,
1992-08-04 00:00:00+00:00,7.6875,7.8125,7.6875,4.5098137855529785,1457000,0.0,
1992-08-05 00:00:00+00:00,7.75,7.8125,7.75,4.5098137855529785,492000,0.0,
1992-08-06 00:00:00+00:00,7.6875,7.75,7.5,4.43707275390625,1277800,0.0,
1992-08-07 00:00:00+00:00,7.4375,7.5625,7.4375,4.364334583282471,306200,0.0,
1992-08-10 00:00:00+00:00,7.3125,7.5,7.25,4.327962875366211,593000,0.0,
1992-08-11 00:00:00+00:00,7.4375,7.4375,7.25,4.21885347366333,1804800,0.0,
1992-08-12 00:00:00+00:00,7.4375,7.5,7.125,4.21885347366333,1591600,0.0,
1992-08-13 00:00:00+00:00,7.3125,7.5625,7.3125,4.364334583282471,1100600,0.0,
1992-08-14 00:00:00+00:00,7.5,7.9375,7.5,4.582547664642334,1476600,0.0,
1992-08-17 00:00:00+00:00,7.75,8.0,7.75,4.618921279907227,1461000,0.0,
1992-08-18 00:00:00+00:00,8.0,8.1875,7.9375,4.655288219451904,1660200,0.0,
1992-08-19 00:00:00+00:00,8.0,8.125,7.875,4.618921279907227,928000,0.0,
1992-08-20 00:00:00+00:00,8.0,8.0625,8.0,4.691659450531006,370400,0.0,
1992-08-21 00:00:00+00:00,8.0,8.3125,8.0,4.80076789855957,3771600,0.0,
1992-08-24 00:00:00+00:00,7.9375,8.1875,7.9375,4.691659450531006,2085000,0.0,
1992-08-25 00:00:00+00:00,8.125,8.1875,7.9375,4.728027820587158,1168800,0.0,
1992-08-26 00:00:00+00:00,8.0625,8.1875,8.0,4.764397144317627,1347000,0.0,
1992-08-27 00:00:00+00:00,8.1875,8.25,8.125,4.728027820587158,764400,0.0,
1992-08-28 00:00:00+00:00,8.0625,8.125,8.0,4.691659450531006,516800,0.0,
1992-08-31 00:00:00+00:00,8.125,8.125,8.0625,4.691659450531006,304000,0.0,
1992-09-01 00:00:00+00:00,8.0,8.125,7.9375,4.673259258270264,1067400,0.031,
1992-09-02 00:00:00+00:00,7.9375,8.0,7.8125,4.600236892700195,1153600,0.0,
1992-09-03 00:00:00+00:00,7.875,7.9375,7.8125,4.563726902008057,474800,0.0,
1992-09-04 00:00:00+00:00,7.875,7.875,7.6875,4.490708351135254,461600,0.0,
1992-09-08 00:00:00+00:00,7.75,7.8125,7.6875,4.490708351135254,693800,0.0,
1992-09-09 00:00:00+00:00,7.75,7.9375,7.75,4.63674783706665,474200,0.0,
1992-09-10 00:00:00+00:00,8.0,8.0625,7.875,4.63674783706665,867200,0.0,
1992-09-11 00:00:00+00:00,8.0,8.0625,7.875,4.63674783706665,856600,0.0,
1992-09-14 00:00:00+00:00,8.0625,8.25,8.0625,4.819296836853027,1092800,0.0,
1992-09-15 00:00:00+00:00,8.0625,8.1875,8.0625,4.709767818450928,1036400,0.0,
1992-09-16 00:00:00+00:00,8.0,8.125,7.875,4.746277809143066,864000,0.0,
1992-09-17 00:00:00+00:00,8.125,8.125,8.0,4.746277809143066,660000,0.0,
1992-09-18 00:00:00+00:00,8.125,8.1875,8.0625,4.782786846160889,1351400,0.0,
1992-09-21 00:00:00+00:00,8.125,8.1875,8.0625,4.746277809143066,491200,0.0,
1992-09-22 00:00:00+00:00,8.125,8.1875,8.0625,4.709767818450928,1030000,0.0,
1992-09-23 00:00:00+00:00,8.0,8.0625,7.8125,4.63674783706665,714800,0.0,
1992-09-24 00:00:00+00:00,7.9375,8.1875,7.9375,4.746277809143066,639400,0.0,
1992-09-25 00:00:00+00:00,8.125,8.125,8.0,4.746277809143066,438800,0.0,
1992-09-28 00:00:00+00:00,8.0625,8.1875,8.0625,4.782786846160889,217600,0.0,
1992-09-29 00:00:00+00:00,8.1875,8.1875,8.0625,4.709767818450928,313000,0.0,
1992-09-30 00:00:00+00:00,8.125,8.125,7.9375,4.673259258270264,675200,0.0,
1992-10-01 00:00:00+00:00,7.9375,8.0,7.75,4.600236892700195,727800,0.0,
1992-10-02 00:00:00+00:00,7.875,8.0,7.75,4.600236892700195,376000,0.0,
1992-10-05 00:00:00+00:00,7.8125,7.875,7.4375,4.563726902008057,815800,0.0,
1992-10-06 00:00:00+00:00,7.75,7.8125,7.5,4.527218818664551,600800,0.0,
1992-10-07 00:00:00+00:00,7.8125,8.0,7.75,4.63674783706665,491400,0.0,
1992-10-08 00:00:00+00:00,7.9375,8.0625,7.9375,4.673259258270264,327400,0.0,
1992-10-09 00:00:00+00:00,7.9375,7.9375,7.625,4.454198360443115,628200,0.0,
1992-10-12 00:00:00+00:00,7.6875,7.75,7.5,4.417688369750977,629600,0.0,
1992-10-13 00:00:00+00:00,7.5625,7.75,7.5625,4.490708351135254,1432200,0.0,
1992-10-14 00:00:00+00:00,7.625,7.8125,7.5625,4.490708351135254,941200,0.0,
1992-10-15 00:00:00+00:00,7.625,7.75,7.5625,4.417688369750977,944000,0.0,
1992-10-16 00:00:00+00:00,7.5625,7.625,7.5625,4.454198360443115,404800,0.0,
1992-10-19 00:00:00+00:00,7.625,7.875,7.625,4.600236892700195,336200,0.0,
1992-10-20 00:00:00+00:00,7.9375,8.0625,7.8125,4.600236892700195,1016800,0.0,
1992-10-21 00:00:00+00:00,7.875,7.875,7.8125,4.600236892700195,297000,0.0,
1992-10-22 00:00:00+00:00,7.875,7.9375,7.625,4.527218818664551,648800,0.0,
1992-10-23 00:00:00+00:00,7.625,7.75,7.625,4.527218818664551,455400,0.0,
1992-10-26 00:00:00+00:00,7.75,7.875,7.75,4.563726902008057,757600,0.0,
1992-10-27 00:00:00+00:00,7.875,8.0,7.8125,4.63674783706665,611600,0.0,
1992-10-28 00:00:00+00:00,7.9375,8.0,7.875,4.673259258270264,1490800,0.0,
1992-10-29 00:00:00+00:00,7.9375,7.9375,7.8125,4.563726902008057,442000,0.0,
1992-10-30 00:00:00+00:00,7.875,7.9375,7.8125,4.600236892700195,786200,0.0,
1992-11-02 00:00:00+00:00,7.9375,8.0,7.875,4.63674783706665,529000,0.0,
1992-11-03 00:00:00+00:00,7.9375,8.0625,7.9375,4.63674783706665,1005000,0.0,
1992-11-04 00:00:00+00:00,7.9375,7.9375,7.875,4.63674783706665,338000,0.0,
1992-11-05 00:00:00+00:00,7.875,8.0625,7.875,4.709767818450928,1018800,0.0,
1992-11-06 00:00:00+00:00,7.9375,8.25,7.9375,4.746277809143066,1850000,0.0,
1992-11-09 00:00:00+00:00,8.0625,8.4375,8.0625,4.819296836853027,1272200,0.0,
1992-11-10 00:00:00+00:00,8.25,8.5625,8.25,4.892314434051514,2574600,0.0,
1992-11-11 00:00:00+00:00,8.4375,8.5,8.375,4.965338706970215,974400,0.0,
1992-11-12 00:00:00+00:00,8.4375,8.4375,8.25,4.855806827545166,1504400,0.0,
1992-11-13 00:00:00+00:00,8.25,8.375,8.1875,4.892314434051514,654600,0.0,
1992-11-16 00:00:00+00:00,8.375,8.375,8.0625,4.746277809143066,2219600,0.0,
1992-11-17 00:00:00+00:00,8.125,8.1875,8.0,4.709767818450928,2032000,0.0,
1992-11-18 00:00:00+00:00,8.0625,8.3125,8.0625,4.819296836853027,807200,0.0,
1992-11-19 00:00:00+00:00,8.1875,8.3125,8.125,4.819296836853027,1040000,0.0,
1992-11-20 00:00:00+00:00,8.3125,8.3125,8.125,4.819296836853027,1954000,0.0,
1992-11-23 00:00:00+00:00,8.1875,8.25,8.0,4.673259258270264,1565400,0.0,
1992-11-24 00:00:00+00:00,8.0625,8.25,8.0625,4.746277809143066,470400,0.0,
1992-11-25 00:00:00+00:00,8.25,8.375,8.1875,4.855806827545166,1022000,0.0,
1992-11-27 00:00:00+00:00,8.3125,8.375,8.3125,4.892314434051514,747800,0.0,
1992-11-30 00:00:00+00:00,8.375,8.4375,8.25,4.819296836853027,998000,0.0,
1992-12-01 00:00:00+00:00,8.25,8.375,8.125,4.800825119018555,2407000,0.031,
1992-12-02 00:00:00+00:00,8.1875,8.375,8.125,4.874123573303223,1942400,0.0,
1992-12-03 00:00:00+00:00,8.3125,8.4375,8.25,4.8374738693237305,1448200,0.0,
1992-12-04 00:00:00+00:00,8.375,8.4375,8.3125,4.9107666015625,1611400,0.0,
