date,KEQU_Open,KEQU_High,KEQU_Low,KEQU_Close,KEQU_Volume,KEQU_Dividends,KEQU_Stock Splits
1980-03-17 00:00:00+00:00,0.0,2.722222089767456,2.5,1.1516715288162231,6525,0.0,
1980-03-18 00:00:00+00:00,2.5,2.5,2.5,1.1516715288162231,0,0.0,
1980-03-19 00:00:00+00:00,2.5,2.5,2.5,1.1516715288162231,0,0.0,
1980-03-20 00:00:00+00:00,0.0,2.666666984558105,2.444443941116333,1.126078724861145,225,0.0,
1980-03-21 00:00:00+00:00,2.444443941116333,2.444443941116333,2.444443941116333,1.126078724861145,0,0.0,
1980-03-24 00:00:00+00:00,0.0,2.722222089767456,2.5,1.1516715288162231,4275,0.0,
1980-03-25 00:00:00+00:00,2.5,2.5,2.5,1.1516715288162231,0,0.0,
1980-03-26 00:00:00+00:00,2.5,2.5,2.5,1.1516715288162231,0,0.0,
1980-03-27 00:00:00+00:00,2.5,2.5,2.5,1.1516715288162231,0,0.0,
1980-03-28 00:00:00+00:00,2.5,2.5,2.5,1.1516715288162231,0,0.0,
1980-03-31 00:00:00+00:00,0.0,2.666666984558105,2.444443941116333,1.126078724861145,450,0.0,
1980-04-01 00:00:00+00:00,2.444443941116333,2.444443941116333,2.444443941116333,1.126078724861145,0,0.0,
1980-04-02 00:00:00+00:00,2.444443941116333,2.444443941116333,2.444443941116333,1.126078724861145,0,0.0,
1980-04-03 00:00:00+00:00,2.444443941116333,2.444443941116333,2.444443941116333,1.126078724861145,0,0.0,
1980-04-07 00:00:00+00:00,0.0,2.666666984558105,2.444443941116333,1.126078724861145,450,0.0,
1980-04-08 00:00:00+00:00,0.0,2.6111109256744385,2.388889074325561,1.100486397743225,225,0.0,
1980-04-09 00:00:00+00:00,2.388889074325561,2.388889074325561,2.388889074325561,1.100486397743225,0,0.0,
1980-04-10 00:00:00+00:00,0.0,2.666666984558105,2.444443941116333,1.126078724861145,450,0.0,
1980-04-11 00:00:00+00:00,2.444443941116333,2.444443941116333,2.444443941116333,1.126078724861145,0,0.0,
1980-04-14 00:00:00+00:00,0.0,2.6111109256744385,2.388889074325561,1.100486397743225,675,0.0,
1980-04-15 00:00:00+00:00,2.388889074325561,2.388889074325561,2.388889074325561,1.100486397743225,0,0.0,
1980-04-16 00:00:00+00:00,0.0,2.6111109256744385,2.388889074325561,1.100486397743225,675,0.0,
1980-04-17 00:00:00+00:00,2.388889074325561,2.388889074325561,2.388889074325561,1.100486397743225,0,0.0,
1980-04-18 00:00:00+00:00,0.0,2.6111109256744385,2.388889074325561,1.100486397743225,900,0.0,
1980-04-21 00:00:00+00:00,0.0,2.6111109256744385,2.388889074325561,1.100486397743225,2700,0.0,
1980-04-22 00:00:00+00:00,0.0,2.6111109256744385,2.388889074325561,1.100486397743225,2475,0.0,
1980-04-23 00:00:00+00:00,0.0,2.6111109256744385,2.388889074325561,1.100486397743225,4050,0.0,
1980-04-24 00:00:00+00:00,2.388889074325561,2.388889074325561,2.388889074325561,1.100486397743225,0,0.0,
1980-04-25 00:00:00+00:00,2.388889074325561,2.388889074325561,2.388889074325561,1.100486397743225,0,0.0,
1980-04-28 00:00:00+00:00,0.0,2.6111109256744385,2.388889074325561,1.100486397743225,2250,0.0,
1980-04-29 00:00:00+00:00,0.0,2.6111109256744385,2.388889074325561,1.100486397743225,1125,0.0,
1980-04-30 00:00:00+00:00,2.388889074325561,2.388889074325561,2.388889074325561,1.100486397743225,0,0.0,
1980-05-01 00:00:00+00:00,0.0,2.666666984558105,2.444443941116333,1.126078724861145,225,0.0,
1980-05-02 00:00:00+00:00,0.0,2.666666984558105,2.444443941116333,1.126078724861145,225,0.0,
1980-05-05 00:00:00+00:00,0.0,2.666666984558105,2.444443941116333,1.126078724861145,900,0.0,
1980-05-06 00:00:00+00:00,2.444443941116333,2.444443941116333,2.444443941116333,1.126078724861145,0,0.0,
1980-05-07 00:00:00+00:00,2.444443941116333,2.444443941116333,2.444443941116333,1.126078724861145,0,0.0,
1980-05-08 00:00:00+00:00,2.444443941116333,2.444443941116333,2.444443941116333,1.126078724861145,0,0.0,
1980-05-09 00:00:00+00:00,2.444443941116333,2.444443941116333,2.444443941116333,1.126078724861145,0,0.0,
1980-05-12 00:00:00+00:00,0.0,2.666666984558105,2.444443941116333,1.126078724861145,225,0.0,
1980-05-13 00:00:00+00:00,2.444443941116333,2.444443941116333,2.444443941116333,1.126078724861145,0,0.0,
1980-05-14 00:00:00+00:00,0.0,2.666666984558105,2.444443941116333,1.126078724861145,450,0.0,
1980-05-15 00:00:00+00:00,0.0,2.666666984558105,2.444443941116333,1.126078724861145,225,0.0,
1980-05-16 00:00:00+00:00,2.444443941116333,2.444443941116333,2.444443941116333,1.126078724861145,0,0.0,
1980-05-19 00:00:00+00:00,2.444443941116333,2.444443941116333,2.444443941116333,1.126078724861145,0,0.0,
1980-05-20 00:00:00+00:00,2.444443941116333,2.444443941116333,2.444443941116333,1.126078724861145,0,0.0,
1980-05-21 00:00:00+00:00,0.0,2.666666984558105,2.444443941116333,1.126078724861145,225,0.0,
1980-05-22 00:00:00+00:00,0.0,2.666666984558105,2.444443941116333,1.126078724861145,1350,0.0,
1980-05-23 00:00:00+00:00,0.0,2.6111109256744385,2.388889074325561,1.100486397743225,6750,0.0,
1980-05-27 00:00:00+00:00,0.0,2.666666984558105,2.444443941116333,1.126078724861145,4500,0.0,
1980-05-28 00:00:00+00:00,0.0,2.666666984558105,2.444443941116333,1.126078724861145,7875,0.0,
