date,T_Open,T_High,T_Low,T_Close,T_Volume,T_Dividends,T_Stock Splits
1983-11-21 00:00:00+00:00,0.0,3.910183906555176,3.8393759727478023,0.2750393450260162,5177899,0.0,
1983-11-22 00:00:00+00:00,0.0,3.8787128925323486,3.847243070602417,0.2728078663349151,3884616,0.0,
1983-11-23 00:00:00+00:00,0.0,3.855110883712769,3.815773010253906,0.2716920375823974,2143291,0.0,
1983-11-25 00:00:00+00:00,0.0,3.855110883712769,3.831507921218872,0.272250235080719,4475650,0.0,
1983-11-28 00:00:00+00:00,0.0,3.847243070602417,3.800038099288941,0.269460529088974,5713325,0.0,
1983-11-29 00:00:00+00:00,0.0,3.7921700477600098,3.7370970249176025,0.2649975121021271,3039374,0.0,
1983-11-30 00:00:00+00:00,0.0,3.752831935882568,3.705626964569092,0.2633237242698669,5174722,0.0,
1983-12-01 00:00:00+00:00,0.0,3.760699987411499,3.7213621139526367,0.2661131620407104,12648437,0.0,
1983-12-02 00:00:00+00:00,0.0,3.752831935882568,3.729229927062988,0.2649975121021271,2553202,0.0,
1983-12-05 00:00:00+00:00,0.0,3.744965076446533,3.7213621139526367,0.2638817131519317,1987589,0.0,
1983-12-06 00:00:00+00:00,0.0,3.729229927062988,3.705626964569092,0.2627658545970917,3927514,0.0,
1983-12-07 00:00:00+00:00,0.0,3.7213621139526367,3.6662890911102295,0.2616501450538635,8342789,0.0,
1983-12-08 00:00:00+00:00,0.0,3.705626964569092,3.6820240020751953,0.2616501450538635,8574754,0.0,
1983-12-09 00:00:00+00:00,0.0,3.689892053604126,3.658421039581299,0.2599764764308929,9132422,0.0,
1983-12-12 00:00:00+00:00,0.0,3.6820240020751953,3.6662890911102295,0.2605342864990234,4474061,0.0,
1983-12-13 00:00:00+00:00,0.0,3.7213621139526367,3.6662890911102295,0.2627658545970917,9666259,0.0,
1983-12-14 00:00:00+00:00,0.0,3.760699987411499,3.705626964569092,0.2633237242698669,6601464,0.0,
1983-12-15 00:00:00+00:00,0.0,3.7213621139526367,3.6820240020751953,0.2616501450538635,4914158,0.0,
1983-12-16 00:00:00+00:00,0.0,3.713494062423706,3.6662890911102295,0.2616501450538635,4410509,0.0,
1983-12-19 00:00:00+00:00,0.0,3.697758913040161,3.6820240020751953,0.2616501450538635,4968178,0.0,
1983-12-20 00:00:00+00:00,0.0,3.705626964569092,3.6820240020751953,0.2627658545970917,3191899,0.0,
1983-12-21 00:00:00+00:00,0.0,3.713494062423706,3.6820240020751953,0.2633237242698669,9906168,0.0,
1983-12-22 00:00:00+00:00,0.0,3.7213621139526367,3.689892053604126,0.2616501450538635,10011029,0.0,
1983-12-23 00:00:00+00:00,0.0,3.697758913040161,3.6662890911102295,0.2622080147266388,5112758,0.0,
1983-12-27 00:00:00+00:00,0.0,3.697758913040161,3.674156904220581,0.2616501450538635,3371434,0.0,
1983-12-28 00:00:00+00:00,0.0,3.729229927062988,3.689892053604126,0.2644396722316742,7093992,0.0,
1983-12-29 00:00:00+00:00,0.0,3.729229927062988,3.713494062423706,0.2638817131519317,5942112,0.0,
1983-12-30 00:00:00+00:00,0.0,3.744965076446533,3.705626964569092,0.2627658545970917,3870317,0.0,
1984-01-03 00:00:00+00:00,0.0,3.847243070602417,3.713494062423706,0.272250235080719,3298349,0.0,
1984-01-04 00:00:00+00:00,0.0,4.059668064117432,3.8787128925323486,0.2856392860412597,8595408,0.0,
1984-01-05 00:00:00+00:00,0.0,4.099006175994873,3.9967269897460938,0.2845234274864197,5363789,0.0,
1984-01-06 00:00:00+00:00,0.0,4.028196811676025,3.910183906555176,0.2778289020061493,6042206,0.0,
1984-01-09 00:00:00+00:00,0.0,3.9259190559387207,3.8787128925323486,0.2767133414745331,4278638,0.0,
