date,PAG_Open,PAG_High,PAG_Low,PAG_Close,PAG_Volume,PAG_Dividends,PAG_Stock Splits
1996-10-23 00:00:00+00:00,17.0,17.625,17.0,11.973027229309082,7996800,0.0,
1996-10-24 00:00:00+00:00,17.4375,17.4375,17.0,11.672626495361328,1786400,0.0,
1996-10-25 00:00:00+00:00,17.0,17.375,17.0,11.801366806030272,631200,0.0,
1996-10-28 00:00:00+00:00,17.5,17.5,17.0,11.672626495361328,320000,0.0,
1996-10-29 00:00:00+00:00,17.0,17.0625,17.0,11.672626495361328,498800,0.0,
1996-10-30 00:00:00+00:00,17.0625,17.0625,17.0,11.672626495361328,705600,0.0,
1996-10-31 00:00:00+00:00,17.0,17.25,17.0,11.801366806030272,635200,0.0,
1996-11-01 00:00:00+00:00,17.0625,17.125,17.0625,11.715542793273926,512600,0.0,
1996-11-04 00:00:00+00:00,17.0625,17.0625,16.375,11.286399841308594,494600,0.0,
1996-11-05 00:00:00+00:00,16.625,16.625,16.0,11.114739418029783,714600,0.0,
1996-11-06 00:00:00+00:00,16.1875,16.25,15.5,10.943084716796877,529400,0.0,
1996-11-07 00:00:00+00:00,15.6875,15.75,15.125,10.599775314331056,297400,0.0,
1996-11-08 00:00:00+00:00,15.25,15.3125,14.3125,9.913150787353516,527000,0.0,
1996-11-11 00:00:00+00:00,14.3125,14.8125,14.0,10.127713203430176,395400,0.0,
1996-11-12 00:00:00+00:00,14.875,15.1875,14.625,10.127713203430176,454400,0.0,
1996-11-13 00:00:00+00:00,14.75,14.75,14.4375,9.956060409545898,713200,0.0,
1996-11-14 00:00:00+00:00,14.4375,14.4375,13.875,9.52692413330078,46000,0.0,
1996-11-15 00:00:00+00:00,13.875,13.875,13.375,9.269436836242676,368400,0.0,
1996-11-18 00:00:00+00:00,13.5,13.5,13.1875,9.054865837097168,122800,0.0,
1996-11-19 00:00:00+00:00,13.3125,13.5,13.1875,9.183608055114746,277000,0.0,
1996-11-20 00:00:00+00:00,13.375,13.375,12.5,8.625727653503418,646400,0.0,
1996-11-21 00:00:00+00:00,12.5,12.5,12.0,8.239501953125,113000,0.0,
1996-11-22 00:00:00+00:00,12.0625,12.625,12.0,8.496988296508789,107400,0.0,
1996-11-25 00:00:00+00:00,12.3125,12.375,11.875,8.153672218322754,53200,0.0,
1996-11-26 00:00:00+00:00,11.9375,12.125,11.875,8.239501953125,595200,0.0,
1996-11-27 00:00:00+00:00,12.0,12.0,11.75,8.06784725189209,239400,0.0,
1996-11-29 00:00:00+00:00,11.75,11.75,11.5625,7.939103126525879,121000,0.0,
1996-12-02 00:00:00+00:00,11.5,11.5,11.0,7.552872657775879,193400,0.0,
1996-12-03 00:00:00+00:00,11.0,11.0,10.75,7.381219863891602,126000,0.0,
1996-12-04 00:00:00+00:00,10.6875,11.625,10.6875,7.982013702392578,535400,0.0,
1996-12-05 00:00:00+00:00,11.625,12.0,11.625,8.110759735107422,168000,0.0,
1996-12-06 00:00:00+00:00,11.6875,11.6875,11.5625,8.02492904663086,40800,0.0,
1996-12-09 00:00:00+00:00,11.6875,11.8125,11.5,7.896189212799072,37800,0.0,
1996-12-10 00:00:00+00:00,11.5,11.5,11.4375,7.896189212799072,279600,0.0,
1996-12-11 00:00:00+00:00,11.4375,11.5625,11.25,7.896189212799072,812800,0.0,
1996-12-12 00:00:00+00:00,11.625,12.0,11.625,8.239501953125,484200,0.0,
1996-12-13 00:00:00+00:00,11.875,11.875,11.6875,8.110759735107422,367600,0.0,
1996-12-16 00:00:00+00:00,11.875,11.875,11.75,8.06784725189209,20400,0.0,
1996-12-17 00:00:00+00:00,11.8125,12.0625,11.6875,8.153672218322754,717400,0.0,
1996-12-18 00:00:00+00:00,11.8125,12.375,11.8125,8.368239402770996,206000,0.0,
1996-12-19 00:00:00+00:00,12.25,12.9375,12.125,8.625727653503418,502400,0.0,
1996-12-20 00:00:00+00:00,12.625,12.6875,12.375,8.58281135559082,23600,0.0,
1996-12-23 00:00:00+00:00,12.5,12.5,12.1875,8.368239402770996,22200,0.0,
1996-12-24 00:00:00+00:00,12.1875,12.25,12.1875,8.368239402770996,40600,0.0,
1996-12-26 00:00:00+00:00,12.1875,13.125,12.125,8.883209228515625,363800,0.0,
1996-12-27 00:00:00+00:00,13.0,13.0625,12.9375,8.96904182434082,11400,0.0,
1996-12-30 00:00:00+00:00,13.0,13.0,12.875,8.840296745300293,49000,0.0,
1996-12-31 00:00:00+00:00,12.875,13.0625,12.875,8.840296745300293,96200,0.0,
1997-01-02 00:00:00+00:00,12.8125,13.0625,12.6875,8.96904182434082,20600,0.0,
1997-01-03 00:00:00+00:00,13.125,13.5625,13.125,9.312350273132324,239200,0.0,
1997-01-06 00:00:00+00:00,13.5625,13.625,13.5,9.312350273132324,141200,0.0,
1997-01-07 00:00:00+00:00,13.5,13.5625,13.5,9.269436836242676,49600,0.0,
1997-01-08 00:00:00+00:00,13.5625,13.5625,13.25,9.183608055114746,75800,0.0,
