date,IJS_Open,IJS_High,IJS_Low,IJS_Close,IJS_Volume,IJS_Dividends,IJS_Stock Splits
2000-07-28 00:00:00+00:00,16.7734375,16.81640625,16.7578125,11.930747032165527,15200,0.0,
2000-07-31 00:00:00+00:00,16.734375,16.8828125,16.734375,12.014137268066406,9200,0.0,
2000-08-01 00:00:00+00:00,17.1171875,17.1171875,17.1171875,12.180925369262695,5200,0.0,
2000-08-02 00:00:00+00:00,17.2109375,17.23828125,17.2109375,12.267095565795898,4000,0.0,
2000-08-03 00:00:00+00:00,17.05859375,17.1328125,17.05859375,12.192044258117676,22400,0.0,
2000-08-04 00:00:00+00:00,17.19140625,17.234375,17.171875,12.264315605163574,5200,0.0,
2000-08-07 00:00:00+00:00,17.44140625,17.44140625,17.44140625,12.411643981933594,400,0.0,
2000-08-08 00:00:00+00:00,17.5,17.5,17.5,12.453336715698242,7200,0.0,
2000-08-09 00:00:00+00:00,17.5,17.5,17.5,12.453336715698242,0,0.0,
2000-08-10 00:00:00+00:00,17.5,17.5,17.5,12.453336715698242,0,0.0,
2000-08-11 00:00:00+00:00,17.5,17.5,17.5,12.453336715698242,0,0.0,
2000-08-14 00:00:00+00:00,17.5,17.5,17.5,12.453336715698242,0,0.0,
2000-08-15 00:00:00+00:00,17.5,17.5,17.5,12.453336715698242,0,0.0,
2000-08-16 00:00:00+00:00,17.5625,17.5625,17.53125,12.475578308105469,7600,0.0,
2000-08-17 00:00:00+00:00,17.53125,17.53125,17.53125,12.475578308105469,0,0.0,
2000-08-18 00:00:00+00:00,17.73828125,17.73828125,17.73828125,12.622906684875488,2000,0.0,
2000-08-21 00:00:00+00:00,17.7578125,17.7578125,17.6875,12.58676815032959,172000,0.0,
2000-08-22 00:00:00+00:00,17.72265625,17.765625,17.72265625,12.62013053894043,43600,0.0,
2000-08-23 00:00:00+00:00,17.75390625,17.7578125,17.75390625,12.636801719665527,12800,0.0,
2000-08-24 00:00:00+00:00,17.8125,17.8125,17.8125,12.67572021484375,9200,0.0,
2000-08-25 00:00:00+00:00,17.8125,17.8125,17.8125,12.67572021484375,0,0.0,
2000-08-28 00:00:00+00:00,17.8125,17.8125,17.8125,12.67572021484375,0,0.0,
2000-08-29 00:00:00+00:00,17.84375,17.9609375,17.84375,12.781357765197754,8800,0.0,
2000-08-30 00:00:00+00:00,17.9609375,17.9609375,17.9609375,12.781357765197754,0,0.0,
2000-08-31 00:00:00+00:00,18.12890625,18.12890625,18.12890625,12.900880813598633,2400,0.0,
2000-09-01 00:00:00+00:00,18.109375,18.125,18.109375,12.89810562133789,43200,0.0,
2000-09-05 00:00:00+00:00,18.12109375,18.12109375,18.12109375,12.8953218460083,400,0.0,
2000-09-06 00:00:00+00:00,18.0078125,18.0078125,18.0078125,12.814709663391112,41600,0.0,
2000-09-07 00:00:00+00:00,18.234375,18.2578125,18.234375,12.992613792419434,8000,0.0,
2000-09-08 00:00:00+00:00,18.28125,18.296875,18.28125,13.020415306091309,16000,0.0,
2000-09-11 00:00:00+00:00,18.25,18.3515625,18.25,13.059326171875,3200,0.0,
2000-09-12 00:00:00+00:00,18.3515625,18.3515625,18.3515625,13.059326171875,0,0.0,
2000-09-13 00:00:00+00:00,18.1796875,18.3125,18.1796875,13.031524658203123,12000,0.0,
2000-09-14 00:00:00+00:00,18.34375,18.37890625,18.34375,13.062106132507324,2000,0.0,
2000-09-15 00:00:00+00:00,18.375,18.375,18.296875,13.025970458984377,8000,0.0,
2000-09-18 00:00:00+00:00,18.25,18.25,17.89453125,12.734098434448242,12400,0.0,
2000-09-19 00:00:00+00:00,17.875,17.87890625,17.79296875,12.68683624267578,6400,0.0,
2000-09-20 00:00:00+00:00,17.953125,17.953125,17.8515625,12.724217414855955,3600,0.029,
2000-09-21 00:00:00+00:00,17.8515625,17.8515625,17.8515625,12.724217414855955,0,0.0,
2000-09-22 00:00:00+00:00,17.4375,17.53125,17.4375,12.495902061462402,4800,0.0,
2000-09-25 00:00:00+00:00,17.65625,17.65625,17.625,12.562729835510254,113200,0.0,
2000-09-26 00:00:00+00:00,17.625,17.625,17.58984375,12.537668228149414,6000,0.0,
2000-09-27 00:00:00+00:00,17.64453125,17.6640625,17.59765625,12.585003852844238,3200,0.0,
2000-09-28 00:00:00+00:00,17.69921875,17.98046875,17.69921875,12.816102981567385,2800,0.0,
2000-09-29 00:00:00+00:00,17.8984375,18.06640625,17.8984375,12.877348899841309,800,0.0,
