date,MFM_Open,MFM_High,MFM_Low,MFM_Close,MFM_Volume,MFM_Dividends,MFM_Stock Splits
1986-11-18 00:00:00+00:00,0.0,10.125,10.0,0.8792291879653931,1077400,0.0,
1986-11-19 00:00:00+00:00,0.0,10.125,10.0,0.8792291879653931,202200,0.0,
1986-11-20 00:00:00+00:00,0.0,10.125,10.0,0.8792291879653931,252300,0.0,
1986-11-21 00:00:00+00:00,0.0,10.125,10.0,0.8792291879653931,59700,0.0,
1986-11-24 00:00:00+00:00,0.0,10.125,10.0,0.8792291879653931,71300,0.0,
1986-11-25 00:00:00+00:00,0.0,10.125,10.0,0.8792291879653931,78300,0.0,
1986-11-26 00:00:00+00:00,0.0,10.125,10.0,0.8792291879653931,73200,0.0,
1986-11-28 00:00:00+00:00,0.0,10.25,10.0,0.8900836706161499,47000,0.0,
1986-12-01 00:00:00+00:00,0.0,10.25,10.0,0.8900836706161499,98300,0.0,
1986-12-02 00:00:00+00:00,0.0,10.25,10.0,0.8683739900588989,88400,0.0,
1986-12-03 00:00:00+00:00,0.0,10.25,10.0,0.8683739900588989,96300,0.0,
1986-12-04 00:00:00+00:00,0.0,10.125,10.0,0.8792291879653931,73400,0.0,
1986-12-05 00:00:00+00:00,0.0,10.25,10.0,0.8900836706161499,52500,0.0,
1986-12-08 00:00:00+00:00,0.0,10.25,10.0,0.8792291879653931,62800,0.0,
1986-12-09 00:00:00+00:00,0.0,10.25,10.0,0.8792291879653931,93400,0.0,
1986-12-10 00:00:00+00:00,0.0,10.25,10.125,0.8792291879653931,87800,0.0,
1986-12-11 00:00:00+00:00,0.0,10.25,10.125,0.8792291879653931,59500,0.0,
1986-12-12 00:00:00+00:00,0.0,10.25,10.125,0.8900836706161499,62900,0.0,
1986-12-15 00:00:00+00:00,0.0,10.375,10.125,0.9009368419647216,94200,0.0,
1986-12-16 00:00:00+00:00,0.0,10.375,10.25,0.8900836706161499,72400,0.0,
1986-12-17 00:00:00+00:00,0.0,10.375,10.125,0.8900836706161499,90800,0.0,
1986-12-18 00:00:00+00:00,0.0,10.25,10.125,0.8900836706161499,62300,0.0,
1986-12-19 00:00:00+00:00,0.0,10.375,10.125,0.9009368419647216,76300,0.0,
1986-12-22 00:00:00+00:00,0.0,10.5,10.25,0.8900836706161499,79900,0.0,
1986-12-23 00:00:00+00:00,0.0,10.5,10.25,0.9117934107780457,64700,0.0,
1986-12-24 00:00:00+00:00,0.0,10.375,10.25,0.9009368419647216,37500,0.0,
1986-12-26 00:00:00+00:00,0.0,10.375,10.125,0.8792291879653931,16000,0.0,
1986-12-29 00:00:00+00:00,0.0,10.5,10.25,0.9009368419647216,35300,0.0,
1986-12-30 00:00:00+00:00,0.0,10.375,10.25,0.8900836706161499,30400,0.0,
1986-12-31 00:00:00+00:00,0.0,10.5,10.375,0.9009368419647216,36100,0.0,
1987-01-02 00:00:00+00:00,0.0,10.375,10.25,0.8900836706161499,49900,0.0,
1987-01-05 00:00:00+00:00,0.0,10.5,10.25,0.9009368419647216,57100,0.0,
1987-01-06 00:00:00+00:00,0.0,10.5,10.25,0.9117934107780457,61700,0.0,
1987-01-07 00:00:00+00:00,0.0,10.5,10.375,0.9117934107780457,75800,0.0,
1987-01-08 00:00:00+00:00,0.0,10.625,10.375,0.9117934107780457,57200,0.0,
1987-01-09 00:00:00+00:00,0.0,10.625,10.375,0.9009368419647216,56100,0.0,
1987-01-12 00:00:00+00:00,0.0,10.625,10.375,0.9117934107780457,75100,0.0,
1987-01-13 00:00:00+00:00,0.0,10.5,10.375,0.9117934107780457,47800,0.0,
1987-01-14 00:00:00+00:00,0.0,10.5,10.375,0.9117934107780457,68700,0.0,
1987-01-15 00:00:00+00:00,0.0,10.625,10.375,0.9226473569869996,86400,0.0,
1987-01-16 00:00:00+00:00,0.0,10.625,10.5,0.9117934107780457,47200,0.0,
1987-01-19 00:00:00+00:00,0.0,10.75,10.5,0.9226473569869996,87600,0.0,
1987-01-20 00:00:00+00:00,0.0,10.75,10.375,0.9009368419647216,131700,0.0,
1987-01-21 00:00:00+00:00,0.0,10.625,10.375,0.9117934107780457,53000,0.0,
1987-01-22 00:00:00+00:00,0.0,10.625,10.375,0.9117934107780457,46000,0.0,
1987-01-23 00:00:00+00:00,0.0,10.625,10.375,0.9117934107780457,72900,0.0,
1987-01-26 00:00:00+00:00,0.0,10.625,10.5,0.9117934107780457,19700,0.0,
1987-01-27 00:00:00+00:00,0.0,10.5,10.25,0.9009368419647216,44700,0.0,
1987-01-28 00:00:00+00:00,0.0,10.5,10.375,0.9117934107780457,40500,0.0,
1987-01-29 00:00:00+00:00,0.0,10.5,10.375,0.9117934107780457,35200,0.0,
1987-01-30 00:00:00+00:00,0.0,10.625,10.375,0.9226473569869996,34300,0.0,
1987-02-02 00:00:00+00:00,0.0,10.625,10.375,0.9117934107780457,42600,0.0,
1987-02-03 00:00:00+00:00,0.0,10.625,10.25,0.9117934107780457,31700,0.0,
1987-02-04 00:00:00+00:00,0.0,10.625,10.375,0.9117934107780457,41000,0.0,
1987-02-05 00:00:00+00:00,0.0,10.5,10.25,0.9117934107780457,40000,0.0,
1987-02-06 00:00:00+00:00,0.0,10.5,10.25,0.9009368419647216,32600,0.0,
1987-02-09 00:00:00+00:00,0.0,10.625,10.375,0.916741132736206,32400,0.056,
1987-02-10 00:00:00+00:00,0.0,10.625,10.375,0.916741132736206,38900,0.0,
1987-02-11 00:00:00+00:00,0.0,10.5,10.25,0.916741132736206,47600,0.0,
1987-02-12 00:00:00+00:00,0.0,10.5,10.375,0.916741132736206,23300,0.0,
1987-02-13 00:00:00+00:00,0.0,10.5,10.25,0.9058266282081604,28800,0.0,
1987-02-17 00:00:00+00:00,0.0,10.625,10.25,0.916741132736206,53900,0.0,
1987-02-18 00:00:00+00:00,0.0,10.5,10.25,0.9058266282081604,46400,0.0,
1987-02-19 00:00:00+00:00,0.0,10.375,10.0,0.8840006589889526,77500,0.0,
1987-02-20 00:00:00+00:00,0.0,10.25,10.125,0.8949143290519714,30100,0.0,
1987-02-23 00:00:00+00:00,0.0,10.25,10.125,0.8949143290519714,43000,0.0,
1987-02-24 00:00:00+00:00,0.0,10.375,10.25,0.8949143290519714,65200,0.0,
1987-02-25 00:00:00+00:00,0.0,10.375,10.25,0.9058266282081604,35500,0.0,
1987-02-26 00:00:00+00:00,0.0,10.375,10.25,0.9058266282081604,38500,0.0,
1987-02-27 00:00:00+00:00,0.0,10.25,10.125,0.8949143290519714,29700,0.0,
1987-03-02 00:00:00+00:00,0.0,10.25,10.125,0.8949143290519714,39900,0.0,
1987-03-03 00:00:00+00:00,0.0,10.25,10.125,0.8949143290519714,24000,0.0,
1987-03-04 00:00:00+00:00,0.0,10.375,10.125,0.8949143290519714,108600,0.0,
1987-03-05 00:00:00+00:00,0.0,10.5,10.125,0.9058266282081604,87700,0.0,
1987-03-06 00:00:00+00:00,0.0,10.5,10.375,0.916741132736206,99200,0.0,
1987-03-09 00:00:00+00:00,0.0,10.5,10.25,0.8949143290519714,88100,0.0,
1987-03-10 00:00:00+00:00,0.0,10.375,10.125,0.9058266282081604,110600,0.0,
1987-03-11 00:00:00+00:00,0.0,10.375,10.125,0.8949143290519714,35400,0.0,
1987-03-12 00:00:00+00:00,0.0,10.375,10.125,0.8949143290519714,27100,0.0,
1987-03-13 00:00:00+00:00,0.0,10.25,10.0,0.8840006589889526,50300,0.0,
1987-03-16 00:00:00+00:00,0.0,10.25,10.0,0.8730867505073547,37400,0.0,
1987-03-17 00:00:00+00:00,0.0,10.25,10.0,0.8840006589889526,32300,0.0,
1987-03-18 00:00:00+00:00,0.0,10.25,10.125,0.8840006589889526,29200,0.0,
1987-03-19 00:00:00+00:00,0.0,10.25,10.0,0.8949143290519714,60900,0.0,
1987-03-20 00:00:00+00:00,0.0,10.25,10.125,0.8840006589889526,47600,0.0,
1987-03-23 00:00:00+00:00,0.0,10.25,10.0,0.8840006589889526,22600,0.0,
1987-03-24 00:00:00+00:00,0.0,10.25,10.0,0.8949143290519714,33200,0.0,
1987-03-25 00:00:00+00:00,0.0,10.25,10.0,0.8840006589889526,14500,0.0,
1987-03-26 00:00:00+00:00,0.0,10.25,10.0,0.8840006589889526,23100,0.0,
1987-03-27 00:00:00+00:00,0.0,10.25,10.0,0.8730867505073547,36800,0.0,
1987-03-30 00:00:00+00:00,0.0,10.125,10.0,0.8730867505073547,17300,0.0,
1987-03-31 00:00:00+00:00,0.0,10.125,10.0,0.8840006589889526,38500,0.0,
1987-04-01 00:00:00+00:00,0.0,10.125,10.0,0.8730867505073547,19900,0.0,
1987-04-02 00:00:00+00:00,0.0,10.125,10.0,0.8730867505073547,48100,0.0,
1987-04-03 00:00:00+00:00,0.0,10.125,10.0,0.8730867505073547,51300,0.0,
1987-04-06 00:00:00+00:00,0.0,10.125,10.0,0.8730867505073547,41200,0.0,
1987-04-07 00:00:00+00:00,0.0,10.125,10.0,0.8730867505073547,97400,0.0,
1987-04-08 00:00:00+00:00,0.0,10.125,10.0,0.8781799674034119,29400,0.058,
1987-04-09 00:00:00+00:00,0.0,10.125,10.0,0.8781799674034119,51000,0.0,
1987-04-10 00:00:00+00:00,0.0,10.125,9.875,0.8672025799751282,33500,0.0,
1987-04-13 00:00:00+00:00,0.0,9.875,9.0,0.8342708945274353,81400,0.0,
1987-04-14 00:00:00+00:00,0.0,9.5,9.125,0.8123172521591187,53000,0.0,
1987-04-15 00:00:00+00:00,0.0,9.5,9.25,0.8123172521591187,42800,0.0,
1987-04-16 00:00:00+00:00,0.0,9.875,9.25,0.8452485799789429,49500,0.0,
1987-04-20 00:00:00+00:00,0.0,9.75,9.375,0.8232935667037964,41500,0.0,
1987-04-21 00:00:00+00:00,0.0,9.5,9.25,0.8342708945274353,27000,0.0,
1987-04-22 00:00:00+00:00,0.0,9.625,9.375,0.8452485799789429,27700,0.0,
1987-04-23 00:00:00+00:00,0.0,9.625,9.375,0.8452485799789429,34600,0.0,
1987-04-24 00:00:00+00:00,0.0,9.625,9.0,0.8123172521591187,36000,0.0,
1987-04-27 00:00:00+00:00,0.0,9.25,8.875,0.8013385534286499,24200,0.0,
1987-04-28 00:00:00+00:00,0.0,9.75,9.125,0.8452485799789429,43700,0.0,
1987-04-29 00:00:00+00:00,0.0,9.75,9.375,0.8452485799789429,11100,0.0,
1987-04-30 00:00:00+00:00,0.0,9.625,9.375,0.8452485799789429,20500,0.0,
1987-05-01 00:00:00+00:00,0.0,9.75,9.5,0.8452485799789429,24800,0.0,
1987-05-04 00:00:00+00:00,0.0,9.75,9.25,0.8342708945274353,44600,0.0,
1987-05-05 00:00:00+00:00,0.0,9.625,9.375,0.8452485799789429,24100,0.0,
1987-05-06 00:00:00+00:00,0.0,9.75,9.25,0.8452485799789429,44400,0.0,
1987-05-07 00:00:00+00:00,0.0,9.625,9.5,0.8342708945274353,25700,0.0,
1987-05-08 00:00:00+00:00,0.0,9.625,9.375,0.8342708945274353,14000,0.0,
1987-05-11 00:00:00+00:00,0.0,9.625,9.375,0.8232935667037964,28700,0.0,
1987-05-12 00:00:00+00:00,0.0,9.625,9.375,0.8342708945274353,27300,0.0,
1987-05-13 00:00:00+00:00,0.0,9.75,9.5,0.8452485799789429,25700,0.0,
1987-05-14 00:00:00+00:00,0.0,9.75,9.625,0.8562253713607788,26900,0.0,
1987-05-15 00:00:00+00:00,0.0,9.75,9.625,0.8562253713607788,15000,0.0,
1987-05-18 00:00:00+00:00,0.0,9.625,9.375,0.8342708945274353,27400,0.0,
1987-05-19 00:00:00+00:00,0.0,9.625,9.375,0.8342708945274353,21200,0.0,
1987-05-20 00:00:00+00:00,0.0,9.625,9.375,0.8452485799789429,14700,0.0,
1987-05-21 00:00:00+00:00,0.0,9.625,9.25,0.8123172521591187,29400,0.0,
1987-05-22 00:00:00+00:00,0.0,9.5,9.125,0.8232935667037964,10200,0.0,
1987-05-26 00:00:00+00:00,0.0,9.625,9.5,0.8452485799789429,16600,0.0,
1987-05-27 00:00:00+00:00,0.0,9.625,9.5,0.8342708945274353,22400,0.0,
1987-05-28 00:00:00+00:00,0.0,9.625,9.375,0.8342708945274353,19400,0.0,
