date,PPBI_Open,PPBI_High,PPBI_Low,PPBI_Close,PPBI_Volume,PPBI_Dividends,PPBI_Stock Splits
1997-06-25 00:00:00+00:00,66.875,71.25,65.0,53.704872131347656,624920,0.0,
1997-06-26 00:00:00+00:00,68.125,69.375,66.875,53.704872131347656,83200,0.0,
1997-06-27 00:00:00+00:00,68.125,68.75,66.875,53.207611083984375,33720,0.0,
1997-06-30 00:00:00+00:00,68.75,68.75,67.5,53.704872131347656,4480,0.0,
1997-07-01 00:00:00+00:00,68.75,68.75,66.875,54.20215225219727,126940,0.0,
1997-07-02 00:00:00+00:00,68.75,68.75,67.5,54.69941329956055,77400,0.0,
1997-07-03 00:00:00+00:00,69.375,73.75,69.375,57.683013916015625,26620,0.0,
1997-07-07 00:00:00+00:00,73.75,83.75,73.75,66.13655853271484,109720,0.0,
1997-07-08 00:00:00+00:00,83.75,85.625,81.25,65.63928985595703,46360,0.0,
1997-07-09 00:00:00+00:00,81.25,83.125,80.0,65.63928985595703,34680,0.0,
1997-07-10 00:00:00+00:00,82.5,85.0,81.25,67.62836456298828,25820,0.0,
1997-07-11 00:00:00+00:00,85.625,93.125,84.375,72.10377502441406,37040,0.0,
1997-07-14 00:00:00+00:00,88.75,92.5,88.75,71.60650634765625,18280,0.0,
1997-07-15 00:00:00+00:00,88.75,88.75,83.75,69.61744689941406,61960,0.0,
1997-07-16 00:00:00+00:00,87.5,90.0,84.375,68.62289428710938,9440,0.0,
1997-07-17 00:00:00+00:00,87.5,87.5,84.375,69.61744689941406,6620,0.0,
1997-07-18 00:00:00+00:00,86.25,87.5,85.0,69.12015533447266,2820,0.0,
1997-07-21 00:00:00+00:00,86.25,87.5,85.625,69.61744689941406,4840,0.0,
1997-07-22 00:00:00+00:00,87.5,92.5,85.0,73.59556579589844,16920,0.0,
1997-07-23 00:00:00+00:00,92.5,93.125,90.0,73.09829711914062,5280,0.0,
1997-07-24 00:00:00+00:00,93.125,94.375,93.125,74.09282684326172,16680,0.0,
1997-07-25 00:00:00+00:00,95.0,95.0,90.625,72.10377502441406,5680,0.0,
1997-07-28 00:00:00+00:00,92.5,93.125,91.875,74.09282684326172,4120,0.0,
1997-07-29 00:00:00+00:00,93.75,94.375,91.875,75.08738708496094,14220,0.0,
1997-07-30 00:00:00+00:00,95.0,95.0,92.5,74.09282684326172,3320,0.0,
1997-07-31 00:00:00+00:00,92.5,95.0,92.5,74.09282684326172,4660,0.0,
1997-08-01 00:00:00+00:00,93.125,93.75,93.125,74.09282684326172,2240,0.0,
1997-08-04 00:00:00+00:00,95.0,95.0,90.625,72.60102844238281,12960,0.0,
1997-08-05 00:00:00+00:00,90.625,90.625,86.25,69.61744689941406,4960,0.0,
1997-08-06 00:00:00+00:00,85.0,87.5,81.875,67.62836456298828,9180,0.0,
1997-08-07 00:00:00+00:00,87.5,88.125,85.625,68.12562561035156,5500,0.0,
1997-08-08 00:00:00+00:00,85.0,85.0,78.75,65.14202880859375,6900,0.0,
