date,STRA_Open,STRA_High,STRA_Low,STRA_Close,STRA_Volume,STRA_Dividends,STRA_Stock Splits
1996-07-25 00:00:00+00:00,7.0,7.1666669845581055,6.833333015441895,4.868838310241699,649500,0.0,
1996-07-26 00:00:00+00:00,7.1666669845581055,7.1666669845581055,6.9166669845581055,4.840530872344971,267150,0.0,
1996-07-29 00:00:00+00:00,7.0,7.1666669845581055,7.0,4.812222003936768,272100,0.0,
1996-07-30 00:00:00+00:00,7.0,7.1666669845581055,7.0,4.812222003936768,200400,0.0,
1996-07-31 00:00:00+00:00,7.0,7.4166669845581055,7.0,4.92545223236084,136500,0.0,
1996-08-01 00:00:00+00:00,7.25,7.4166669845581055,7.25,4.92545223236084,118200,0.0,
1996-08-02 00:00:00+00:00,7.3333330154418945,8.166666984558105,7.25,5.378365516662598,133650,0.0,
1996-08-05 00:00:00+00:00,8.166666984558105,8.833333015441895,7.9166669845581055,5.8312811851501465,258750,0.0,
1996-08-06 00:00:00+00:00,8.583333015441895,9.0,8.583333015441895,5.944510459899902,111600,0.0,
1996-08-07 00:00:00+00:00,8.916666984558105,9.0,8.666666984558105,6.057736396789551,112350,0.0,
1996-08-08 00:00:00+00:00,9.083333015441896,9.083333015441896,8.833333015441895,6.057736396789551,52050,0.0,
1996-08-09 00:00:00+00:00,9.083333015441896,9.083333015441896,8.833333015441895,6.001124858856201,81150,0.0,
1996-08-12 00:00:00+00:00,8.833333015441895,9.416666984558104,8.833333015441895,6.340811252593994,103500,0.0,
1996-08-13 00:00:00+00:00,9.416666984558104,11.083333015441896,9.25,7.133415222167969,451800,0.0,
1996-08-14 00:00:00+00:00,10.416666984558104,11.0,10.25,7.473102569580078,198900,0.0,
1996-08-15 00:00:00+00:00,11.0,11.25,10.75,7.642939567565918,228450,0.0,
1996-08-16 00:00:00+00:00,11.25,11.833333015441896,11.166666984558104,7.926012992858887,76350,0.0,
1996-08-19 00:00:00+00:00,11.75,11.916666984558104,11.25,7.812780857086182,221850,0.0,
1996-08-20 00:00:00+00:00,11.333333015441896,11.583333015441896,11.166666984558104,7.699556827545166,91050,0.0,
1996-08-21 00:00:00+00:00,11.166666984558104,11.333333015441896,11.0,7.586326599121094,257100,0.0,
1996-08-22 00:00:00+00:00,11.0,11.25,11.0,7.586326599121094,311850,0.0,
1996-08-23 00:00:00+00:00,11.25,11.333333015441896,11.083333015441896,7.529709339141846,175650,0.0,
