date,TNK_Open,TNK_High,TNK_Low,TNK_Close,TNK_Volume,TNK_Dividends,TNK_Stock Splits
2007-12-13 00:00:00+00:00,158.0,162.8000030517578,156.8000030517578,56.96166229248047,629963,0.0,
2007-12-14 00:00:00+00:00,160.72000122070312,166.8000030517578,158.0,59.21052932739258,81000,0.0,
2007-12-17 00:00:00+00:00,166.32000732421875,172.0,165.1999969482422,60.34920883178711,67938,0.0,
2007-12-18 00:00:00+00:00,165.44000244140625,191.9199981689453,160.0,63.19585037231445,111613,0.0,
2007-12-19 00:00:00+00:00,180.0,186.63999938964844,169.52000427246094,61.91484832763672,61513,0.0,
2007-12-20 00:00:00+00:00,174.32000732421875,174.8000030517578,165.1999969482422,60.06452941894531,25300,0.0,
2007-12-21 00:00:00+00:00,168.8000030517578,171.1999969482422,165.1199951171875,60.63387680053711,31525,0.0,
2007-12-24 00:00:00+00:00,171.60000610351562,176.8000030517578,170.47999572753906,62.91117858886719,8963,0.0,
2007-12-26 00:00:00+00:00,176.8000030517578,176.8000030517578,169.83999633789062,61.63018035888672,12938,0.0,
2007-12-27 00:00:00+00:00,173.52000427246094,174.39999389648438,166.0,59.06817626953125,14188,0.0,
2007-12-28 00:00:00+00:00,168.0,174.8000030517578,166.0,61.5447998046875,27275,0.0,
2007-12-31 00:00:00+00:00,171.60000610351562,183.9199981689453,170.8000030517578,62.62652969360352,19375,0.0,
2008-01-02 00:00:00+00:00,172.16000366210938,176.0,168.0,60.91851806640625,11463,0.0,
2008-01-03 00:00:00+00:00,174.8000030517578,174.8000030517578,166.0,59.15358352661133,14125,0.0,
2008-01-04 00:00:00+00:00,164.0,166.0,145.1999969482422,54.5420150756836,96938,0.0,
2008-01-07 00:00:00+00:00,154.0,154.32000732421875,137.67999267578125,53.60261154174805,101050,0.0,
2008-01-08 00:00:00+00:00,150.63999938964844,153.1199951171875,140.0800018310547,50.52821731567383,22500,0.0,
2008-01-09 00:00:00+00:00,139.44000244140625,141.75999450683594,124.0,48.67787551879883,91200,0.0,
2008-01-10 00:00:00+00:00,133.44000244140625,138.9600067138672,130.0,48.84870147705078,25550,0.0,
2008-01-11 00:00:00+00:00,130.24000549316406,139.9199981689453,130.24000549316406,49.10489273071289,5925,0.0,
2008-01-14 00:00:00+00:00,138.72000122070312,138.72000122070312,130.55999755859375,47.25455856323242,17413,0.0,
2008-01-15 00:00:00+00:00,130.39999389648438,131.67999267578125,124.4000015258789,45.631961822509766,40425,0.0,
2008-01-16 00:00:00+00:00,128.0,128.0,117.5999984741211,43.49696731567383,47688,0.0,
2008-01-17 00:00:00+00:00,121.04000091552734,122.31999969482422,116.08000183105467,42.301368713378906,33750,0.0,
2008-01-18 00:00:00+00:00,120.0,122.23999786376952,119.27999877929688,43.04149627685547,14125,0.0,
