date,GASS_Open,GASS_High,GASS_Low,GASS_Close,GASS_Volume,GASS_Dividends,GASS_Stock Splits
2005-10-06 00:00:00+00:00,14.5600004196167,14.59000015258789,12.75,11.0649995803833,5407900,0.0,
2005-10-07 00:00:00+00:00,13.949999809265137,13.949999809265137,13.550000190734863,10.984817504882812,443400,0.0,
2005-10-10 00:00:00+00:00,13.529999732971191,13.789999961853027,13.5,10.888602256774902,64000,0.0,
2005-10-11 00:00:00+00:00,13.670000076293944,13.68000030517578,13.550000190734863,10.88058376312256,45500,0.0,
2005-10-12 00:00:00+00:00,13.649999618530272,13.649999618530272,13.420000076293944,10.792384147644045,50100,0.0,
2005-10-13 00:00:00+00:00,13.420000076293944,13.420000076293944,12.800000190734863,10.263190269470217,52000,0.0,
2005-10-14 00:00:00+00:00,13.0,13.149999618530272,13.0,10.455623626708984,84400,0.0,
2005-10-17 00:00:00+00:00,13.06999969482422,13.100000381469728,12.649999618530272,10.38346004486084,23700,0.0,
2005-10-18 00:00:00+00:00,12.890000343322754,12.949999809265137,12.649999618530272,10.142916679382324,62300,0.0,
2005-10-19 00:00:00+00:00,12.649999618530272,12.760000228881836,12.100000381469728,10.142916679382324,227800,0.0,
2005-10-20 00:00:00+00:00,12.649999618530272,12.75,12.350000381469728,9.942463874816896,17600,0.0,
2005-10-21 00:00:00+00:00,12.399999618530272,12.460000038146973,12.199999809265137,9.82219123840332,34200,0.0,
2005-10-24 00:00:00+00:00,12.350000381469728,12.350000381469728,12.18000030517578,9.82219123840332,10700,0.0,
2005-10-25 00:00:00+00:00,12.289999961853027,12.289999961853027,12.149999618530272,9.82219123840332,99200,0.0,
2005-10-26 00:00:00+00:00,12.270000457763672,13.0,12.199999809265137,10.34337043762207,67700,0.0,
2005-10-27 00:00:00+00:00,12.869999885559082,13.229999542236328,12.6899995803833,10.423551559448242,15200,0.0,
2005-10-28 00:00:00+00:00,13.25,13.3100004196167,13.010000228881836,10.447607040405272,18700,0.0,
2005-10-31 00:00:00+00:00,12.850000381469728,13.100000381469728,12.850000381469728,10.50373363494873,46200,0.0,
2005-11-01 00:00:00+00:00,13.210000038146973,13.25,13.050000190734863,10.53580379486084,46900,0.0,
2005-11-02 00:00:00+00:00,12.75,13.0,12.75,10.34337043762207,89000,0.0,
2005-11-03 00:00:00+00:00,13.0,13.0,12.899999618530272,10.38346004486084,13000,0.0,
2005-11-04 00:00:00+00:00,12.949999809265137,12.949999809265137,12.760000228881836,10.35940647125244,13300,0.0,
2005-11-07 00:00:00+00:00,12.770000457763672,12.9399995803833,12.75,10.375441551208496,68800,0.0,
