date,EPAC_Open,EPAC_High,EPAC_Low,EPAC_Close,EPAC_Volume,EPAC_Dividends,EPAC_Stock Splits
2000-07-24 00:00:00+00:00,5.0,5.0,5.0,4.835304260253906,348240,0.0,
2000-07-25 00:00:00+00:00,5.0,5.0,4.375,4.230891227722168,593040,0.0,
2000-07-26 00:00:00+00:00,4.53125,4.53125,4.0625,4.230891227722168,109280,0.0,
2000-07-27 00:00:00+00:00,4.375,4.375,4.21875,4.079788684844971,222960,0.0,
2000-07-28 00:00:00+00:00,4.375,4.375,3.75,3.626478672027588,1192960,0.0,
2000-07-31 00:00:00+00:00,4.0625,4.453125,3.828125,3.702029466629028,388000,0.0,
2000-08-01 00:00:00+00:00,3.75,4.84375,3.75,4.381994724273682,2178960,0.0,
2000-08-02 00:00:00+00:00,4.921875,5.0,4.21875,4.230891227722168,1983440,0.0,
2000-08-03 00:00:00+00:00,4.375,4.53125,4.296875,4.381994724273682,460080,0.0,
2000-08-04 00:00:00+00:00,4.53125,5.0,4.53125,4.835304260253906,433600,0.0,
2000-08-07 00:00:00+00:00,4.84375,5.0,4.375,4.533098220825195,829280,0.0,
2000-08-08 00:00:00+00:00,4.84375,4.921875,4.53125,4.381994724273682,716480,0.0,
2000-08-09 00:00:00+00:00,4.53125,4.84375,4.453125,4.608649253845215,1061280,0.0,
2000-08-10 00:00:00+00:00,4.609375,5.15625,4.53125,4.381994724273682,1036640,0.0,
2000-08-11 00:00:00+00:00,4.53125,4.921875,4.53125,4.7597527503967285,261440,0.0,
2000-08-14 00:00:00+00:00,4.921875,4.921875,4.609375,4.684201240539551,581120,0.0,
2000-08-15 00:00:00+00:00,4.84375,4.84375,4.53125,4.457546234130859,477360,0.0,
2000-08-16 00:00:00+00:00,4.6875,4.765625,4.609375,4.608649253845215,375520,0.0,
2000-08-17 00:00:00+00:00,4.765625,4.921875,4.765625,4.7597527503967285,147920,0.0,
2000-08-18 00:00:00+00:00,5.0,5.0,4.765625,4.608649253845215,283440,0.0,
2000-08-21 00:00:00+00:00,4.84375,5.0,4.765625,4.7597527503967285,322800,0.0,
2000-08-22 00:00:00+00:00,5.078125,5.078125,4.84375,4.835304260253906,316400,0.0,
2000-08-23 00:00:00+00:00,5.390625,5.859375,5.078125,5.364165782928467,471520,0.0,
2000-08-24 00:00:00+00:00,5.46875,6.171875,5.390625,5.439718723297119,420320,0.0,
2000-08-25 00:00:00+00:00,5.78125,6.09375,5.703125,5.741923809051514,479760,0.0,
2000-08-28 00:00:00+00:00,6.09375,6.09375,5.273437976837158,5.213062763214111,416640,0.0,
2000-08-29 00:00:00+00:00,5.3125,5.859375,5.3125,5.590820789337158,199840,0.0,
2000-08-30 00:00:00+00:00,5.78125,5.859375,5.546875,5.515267848968506,179760,0.0,
2000-08-31 00:00:00+00:00,5.78125,6.25,5.625,5.968578338623047,264720,0.0,
2000-09-01 00:00:00+00:00,6.25,6.5625,5.78125,6.1952338218688965,166800,0.0,
2000-09-05 00:00:00+00:00,6.25,6.796875,6.09375,5.893027305603027,424160,0.0,
2000-09-06 00:00:00+00:00,6.171875,6.25,5.625,5.590820789337158,168080,0.0,
2000-09-07 00:00:00+00:00,5.625,5.78125,5.46875,5.515267848968506,99680,0.0,
2000-09-08 00:00:00+00:00,5.78125,5.859375,5.3125,5.364165782928467,124160,0.0,
2000-09-11 00:00:00+00:00,5.703125,5.78125,5.234375,5.439718723297119,121920,0.0,
2000-09-12 00:00:00+00:00,5.78125,5.859375,5.546875,5.364165782928467,37600,0.0,
2000-09-13 00:00:00+00:00,5.625,5.625,5.234375,5.06195878982544,115440,0.0,
2000-09-14 00:00:00+00:00,5.078125,5.78125,5.078125,5.439718723297119,127520,0.0,
