date,PFX_Open,PFX_High,PFX_Low,PFX_Close,PFX_Volume,PFX_Dividends,PFX_Stock Splits
2011-01-20 00:00:00+00:00,230.0,243.6000061035156,227.6999969482422,235.268310546875,307405,0.0,
2011-01-21 00:00:00+00:00,244.0,245.0,240.0,232.55517578125,48805,0.0,
2011-01-24 00:00:00+00:00,238.1999969482422,241.3999938964844,230.6000061035156,231.3924102783203,21280,0.0,
2011-01-25 00:00:00+00:00,239.6000061035156,239.6000061035156,238.0,231.586181640625,7440,0.0,
2011-01-26 00:00:00+00:00,238.6000061035156,250.0,238.0,231.0047912597656,20380,0.0,
2011-01-27 00:00:00+00:00,241.0,241.0,237.3999938964844,231.3924102783203,15895,0.0,
2011-01-28 00:00:00+00:00,238.3999938964844,240.0,238.0,230.61721801757807,6025,0.0,
2011-01-31 00:00:00+00:00,238.0,240.0,235.0,232.55517578125,4945,0.0,
2011-02-01 00:00:00+00:00,239.0,242.3999938964844,239.0,232.55517578125,13890,0.0,
2011-02-02 00:00:00+00:00,241.3999938964844,241.3999938964844,238.0,232.3613739013672,4910,0.0,
2011-02-03 00:00:00+00:00,238.1999969482422,240.3999938964844,238.0,231.7799835205078,6795,0.0,
2011-02-04 00:00:00+00:00,238.1999969482422,240.0,238.0,231.97378540039065,4895,0.0,
2011-02-07 00:00:00+00:00,238.6000061035156,240.3999938964844,238.1999969482422,232.55517578125,10325,0.0,
2011-02-08 00:00:00+00:00,238.0,240.0,238.0,231.7799835205078,3555,0.0,
2011-02-09 00:00:00+00:00,239.0,242.0,239.0,233.91172790527344,7395,0.0,
2011-02-10 00:00:00+00:00,241.0,242.0,238.0,232.74896240234372,21480,0.0,
2011-02-11 00:00:00+00:00,240.0,241.6000061035156,240.0,233.52415466308597,12295,0.0,
2011-02-14 00:00:00+00:00,241.0,242.0,240.0,232.55517578125,6165,0.0,
2011-02-15 00:00:00+00:00,240.1999969482422,240.3999938964844,240.0,232.55517578125,9905,0.0,
2011-02-16 00:00:00+00:00,240.0,240.1999969482422,239.0,232.55517578125,7525,0.0,
2011-02-17 00:00:00+00:00,239.0,240.0,238.0,230.61721801757807,6145,0.0,
2011-02-18 00:00:00+00:00,240.0,240.0,236.1999969482422,229.2606506347656,6830,0.0,
2011-02-22 00:00:00+00:00,237.6000061035156,237.6000061035156,232.1999969482422,227.3226776123047,9120,0.0,
2011-02-23 00:00:00+00:00,234.8000030517578,235.0,232.0,225.19091796875,5990,0.0,
2011-02-24 00:00:00+00:00,230.0,237.6000061035156,230.0,229.45443725585935,8160,0.0,
2011-02-25 00:00:00+00:00,237.0,238.1999969482422,234.82000732421875,230.61721801757807,2875,0.0,
2011-02-28 00:00:00+00:00,236.6000061035156,239.1999969482422,230.0,231.586181640625,14645,0.0,
2011-03-01 00:00:00+00:00,239.6000061035156,240.0,235.0,228.48545837402344,3510,0.0,
2011-03-02 00:00:00+00:00,238.8000030517578,242.1999969482422,238.6000061035156,233.91172790527344,13020,0.0,
2011-03-03 00:00:00+00:00,242.6000061035156,243.3999938964844,241.8000030517578,234.88072204589844,11105,0.0,
2011-03-04 00:00:00+00:00,242.6000061035156,245.0,240.0,235.4621124267578,3840,0.0,
2011-03-07 00:00:00+00:00,243.0,243.0,240.6000061035156,234.29934692382807,4440,0.0,
2011-03-08 00:00:00+00:00,241.1999969482422,244.0,240.4199981689453,236.2373046875,9140,0.0,
2011-03-09 00:00:00+00:00,242.3999938964844,243.1999969482422,240.0,233.7179412841797,5520,0.0,
2011-03-10 00:00:00+00:00,239.1999969482422,241.3999938964844,239.1999969482422,233.52415466308597,2605,0.0,
2011-03-11 00:00:00+00:00,241.0,243.3999938964844,240.0,234.4931182861328,2195,0.0,
2011-03-14 00:00:00+00:00,241.0,241.1199951171875,238.0,231.7799835205078,4115,0.0,
2011-03-15 00:00:00+00:00,235.0,238.77999877929688,235.0,230.2296142578125,5220,0.0,
2011-03-16 00:00:00+00:00,237.6000061035156,243.3999938964844,236.0,233.13656616210935,6860,0.0,
2011-03-17 00:00:00+00:00,240.0,241.6000061035156,238.6000061035156,232.55517578125,2500,0.0,
2011-03-18 00:00:00+00:00,240.0,240.63999938964844,235.8000030517578,228.6792449951172,3420,0.0,
2011-03-21 00:00:00+00:00,236.0,240.1999969482422,236.0,231.1986083984375,3205,0.0,
2011-03-22 00:00:00+00:00,236.8000030517578,239.1999969482422,236.6000061035156,229.45443725585935,4150,0.0,
2011-03-23 00:00:00+00:00,235.6000061035156,241.0,235.0,233.13656616210935,5170,0.0,
2011-03-24 00:00:00+00:00,241.6000061035156,241.6000061035156,238.0,230.81100463867188,3110,0.0,
2011-03-25 00:00:00+00:00,239.1999969482422,242.8000030517578,238.1999969482422,232.55517578125,2130,0.0,
2011-03-28 00:00:00+00:00,239.8000030517578,242.0,238.0,233.13656616210935,3875,0.0,
2011-03-29 00:00:00+00:00,240.3999938964844,242.3000030517578,236.22000122070312,231.97378540039065,3415,0.0,
2011-03-30 00:00:00+00:00,240.3999938964844,241.1999969482422,237.3999938964844,231.0047912597656,3250,0.0,
2011-03-31 00:00:00+00:00,237.3999938964844,243.6000061035156,237.0,236.0435028076172,54345,0.0,
2011-04-01 00:00:00+00:00,243.6000061035156,244.1999969482422,238.6000061035156,232.55517578125,5620,0.0,
2011-04-04 00:00:00+00:00,239.1999969482422,242.1999969482422,238.8000030517578,232.55517578125,3105,0.0,
2011-04-05 00:00:00+00:00,238.8000030517578,241.0,237.0,233.33035278320312,4365,0.0,
2011-04-06 00:00:00+00:00,241.6000061035156,244.0,240.0,236.2373046875,2945,0.0,
2011-04-07 00:00:00+00:00,242.0,242.0,239.8000030517578,233.52415466308597,1500,0.0,
2011-04-08 00:00:00+00:00,241.1999969482422,243.0,235.6999969482422,230.81100463867188,1825,0.0,
2011-04-11 00:00:00+00:00,237.8000030517578,239.8000030517578,235.3999938964844,228.6792449951172,1740,0.0,
2011-04-12 00:00:00+00:00,235.6000061035156,235.8000030517578,233.0,226.5475006103516,3160,0.0,
2011-04-13 00:00:00+00:00,234.1999969482422,235.0,228.6000061035156,224.41574096679688,6175,0.0,
2011-04-14 00:00:00+00:00,232.0,232.0,228.0,221.8963928222656,5630,0.0,
