date,TFII_Open,TFII_High,TFII_Low,TFII_Close,TFII_Volume,TFII_Dividends,TFII_Stock Splits
2005-11-15 00:00:00+00:00,13.739999771118164,14.0600004196167,13.399999618530272,11.106226921081545,43500,0.0,
2005-11-16 00:00:00+00:00,13.510000228881836,13.770000457763672,13.449999809265137,10.920312881469728,30300,0.0,
2005-11-17 00:00:00+00:00,13.510000228881836,13.729999542236328,13.350000381469728,10.920312881469728,27800,0.0,
2005-11-18 00:00:00+00:00,13.25,13.520000457763672,13.149999618530272,10.710152626037598,52300,0.0,
2005-11-21 00:00:00+00:00,13.289999961853027,13.350000381469728,12.279999732971191,10.74248218536377,34200,0.0,
2005-11-22 00:00:00+00:00,13.229999542236328,13.359999656677246,13.199999809265137,10.693984031677246,21400,0.0,
2005-11-23 00:00:00+00:00,13.699999809265137,13.890000343322754,13.1899995803833,11.073890686035156,20900,0.0,
2005-11-25 00:00:00+00:00,14.43000030517578,14.479999542236328,14.260000228881836,11.663963317871094,9100,0.0,
2005-11-28 00:00:00+00:00,14.600000381469728,14.649999618530272,14.350000381469728,11.801373481750488,35100,0.0,
2005-11-29 00:00:00+00:00,14.699999809265137,14.75,14.579999923706056,11.882208824157717,13100,0.0,
2005-11-30 00:00:00+00:00,14.5,15.0,14.5,11.72054386138916,10800,0.0,
2005-12-01 00:00:00+00:00,14.84000015258789,14.850000381469728,14.529999732971191,11.995368957519531,11300,0.0,
2005-12-02 00:00:00+00:00,14.850000381469728,14.890000343322754,14.739999771118164,12.003453254699709,16100,0.0,
2005-12-05 00:00:00+00:00,14.880000114440918,14.960000038146973,14.800000190734863,12.027704238891602,19100,0.0,
2005-12-06 00:00:00+00:00,15.229999542236328,15.229999542236328,14.829999923706056,12.310611724853516,9700,0.0,
2005-12-07 00:00:00+00:00,15.220000267028809,15.25,15.079999923706056,12.302530288696287,8200,0.0,
2005-12-08 00:00:00+00:00,15.399999618530272,15.399999618530272,15.149999618530272,12.448022842407228,7900,0.0,
2005-12-09 00:00:00+00:00,15.5,15.510000228881836,15.289999961853027,12.528858184814451,9500,0.0,
