date,MPC_Open,MPC_High,MPC_Low,MPC_Close,MPC_Volume,MPC_Dividends,MPC_Stock Splits
2011-06-24 00:00:00+00:00,19.375,19.575000762939453,18.420000076293945,12.696731567382812,1675400,0.0,
2011-06-27 00:00:00+00:00,18.34499931335449,18.975000381469727,18.295000076293945,12.833074569702148,895200,0.0,
2011-06-28 00:00:00+00:00,19.170000076293945,19.9950008392334,18.850000381469727,13.190966606140137,4151800,0.0,
2011-06-29 00:00:00+00:00,19.5,20.48500061035156,19.350000381469727,13.65793800354004,3695200,0.0,
2011-06-30 00:00:00+00:00,20.334999084472656,21.0,20.09000015258789,14.1112642288208,3025600,0.0,
2011-07-01 00:00:00+00:00,20.600000381469727,23.71500015258789,20.5,14.383950233459473,8334200,0.0,
2011-07-05 00:00:00+00:00,21.104999542236328,21.5,20.825000762939453,14.387358665466309,11823000,0.0,
2011-07-06 00:00:00+00:00,20.799999237060547,21.125,20.5049991607666,14.278286933898926,10983000,0.0,
2011-07-07 00:00:00+00:00,21.09499931335449,21.6299991607666,20.854999542236328,14.240793228149414,16707600,0.0,
2011-07-08 00:00:00+00:00,20.399999618530277,21.299999237060547,20.26000022888184,14.11467456817627,16417000,0.0,
2011-07-11 00:00:00+00:00,20.395000457763672,20.395000457763672,19.7549991607666,13.668158531188965,9495200,0.0,
2011-07-12 00:00:00+00:00,19.93000030517578,20.4950008392334,19.71999931335449,13.797677040100098,8011200,0.0,
2011-07-13 00:00:00+00:00,20.26000022888184,20.6200008392334,19.6200008392334,13.620441436767578,11642800,0.0,
2011-07-14 00:00:00+00:00,19.98500061035156,20.01000022888184,19.104999542236328,13.170517921447754,11528400,0.0,
2011-07-15 00:00:00+00:00,19.5,19.73500061035156,19.049999237060547,13.347756385803224,9938400,0.0,
2011-07-18 00:00:00+00:00,19.364999771118164,19.795000076293945,18.875,13.334121704101562,8311600,0.0,
2011-07-19 00:00:00+00:00,19.6299991607666,19.96999931335449,19.565000534057617,13.545449256896973,6423000,0.0,
2011-07-20 00:00:00+00:00,19.895000457763672,19.96999931335449,19.700000762939453,13.47386646270752,5449000,0.0,
2011-07-21 00:00:00+00:00,19.76499938964844,20.1200008392334,19.55500030517578,13.668158531188965,7249200,0.0,
2011-07-22 00:00:00+00:00,20.13999938964844,20.40999984741211,19.95499992370605,13.828362464904783,6645600,0.0,
2011-07-25 00:00:00+00:00,20.625,21.059999465942383,20.325000762939453,14.10103988647461,8898600,0.0,
2011-07-26 00:00:00+00:00,20.69499969482422,21.86000061035156,20.63500022888184,14.673672676086426,11324200,0.0,
2011-07-27 00:00:00+00:00,21.51000022888184,21.649999618530277,20.98500061035156,14.33622932434082,6998400,0.0,
2011-07-28 00:00:00+00:00,21.21500015258789,21.46999931335449,21.09499931335449,14.581645011901855,6654600,0.0,
2011-07-29 00:00:00+00:00,21.174999237060547,22.30500030517578,20.98500061035156,14.92590045928955,10709600,0.0,
2011-08-01 00:00:00+00:00,22.520000457763672,22.690000534057617,21.9950008392334,15.328104972839355,11518400,0.0,
2011-08-02 00:00:00+00:00,22.26499938964844,22.450000762939453,21.125,14.428256034851074,10995600,0.0,
2011-08-03 00:00:00+00:00,21.63999938964844,22.700000762939453,19.51000022888184,14.121489524841309,13413800,0.0,
2011-08-04 00:00:00+00:00,20.354999542236328,20.354999542236328,18.614999771118164,13.095529556274414,15377800,0.0,
2011-08-05 00:00:00+00:00,19.45499992370605,19.61000061035156,16.719999313354492,12.717182159423828,12348600,0.0,
2011-08-08 00:00:00+00:00,17.6200008392334,18.0,14.739999771118164,11.01973819732666,16543000,0.0,
2011-08-09 00:00:00+00:00,16.53499984741211,18.20499992370605,16.209999084472656,12.304754257202148,12054200,0.0,
2011-08-10 00:00:00+00:00,17.774999618530273,18.420000076293945,17.059999465942383,11.970714569091797,9682600,0.0,
2011-08-11 00:00:00+00:00,17.950000762939453,19.299999237060547,17.71500015258789,12.727407455444336,8756400,0.0,
2011-08-12 00:00:00+00:00,18.795000076293945,19.559999465942383,18.450000762939453,12.751262664794922,5906800,0.0,
2011-08-15 00:00:00+00:00,18.94499969482422,19.825000762939453,18.94499969482422,13.39893627166748,5365400,0.1,
2011-08-16 00:00:00+00:00,19.18000030517578,19.71999931335449,19.059999465942383,13.316695213317873,6532400,0.0,
2011-08-17 00:00:00+00:00,19.815000534057617,19.979999542236328,19.405000686645508,13.39893627166748,5627600,0.0,
2011-08-18 00:00:00+00:00,19.05500030517578,19.2549991607666,17.704999923706055,12.54565715789795,7501400,0.0,
2011-08-19 00:00:00+00:00,17.889999389648438,18.334999084472656,17.31999969482422,11.990509033203123,9878600,0.0,
2011-08-22 00:00:00+00:00,17.90999984741211,18.0,16.174999237060547,11.161211967468262,10774000,0.0,
2011-08-23 00:00:00+00:00,16.315000534057617,17.350000381469727,16.024999618530273,11.736923217773438,10360000,0.0,
2011-08-24 00:00:00+00:00,17.200000762939453,18.01499938964844,16.854999542236328,12.278365135192873,6723400,0.0,
2011-08-25 00:00:00+00:00,18.09499931335449,18.450000762939453,16.959999084472656,11.781472206115724,6376000,0.0,
2011-08-26 00:00:00+00:00,17.200000762939453,18.3799991607666,17.03499984741211,11.949387550354004,5880400,0.0,
2011-08-29 00:00:00+00:00,17.635000228881836,18.18000030517578,17.520000457763672,12.336624145507812,4175000,0.0,
2011-08-30 00:00:00+00:00,17.94499969482422,18.190000534057617,17.375,12.346901893615724,4385200,0.0,
2011-08-31 00:00:00+00:00,18.2549991607666,18.725000381469727,18.2549991607666,12.699864387512209,5731000,0.0,
2011-09-01 00:00:00+00:00,18.71500015258789,19.11000061035156,18.45499992370605,12.682726860046388,4515400,0.0,
2011-09-02 00:00:00+00:00,17.915000915527344,18.4950008392334,17.559999465942383,12.137862205505373,3594200,0.0,
2011-09-06 00:00:00+00:00,17.114999771118164,17.700000762939453,16.645000457763672,11.993940353393556,5723400,0.0,
2011-09-07 00:00:00+00:00,17.790000915527344,18.46500015258789,17.625,12.43599796295166,5212200,0.0,
