date,CIX_Open,CIX_High,CIX_Low,CIX_Close,CIX_Volume,CIX_Dividends,CIX_Stock Splits
1998-03-06 00:00:00+00:00,24.5,24.875,23.8125,9.974021911621094,3453400,0.0,
1998-03-09 00:00:00+00:00,23.5,24.4375,22.625,10.156317710876465,453500,0.0,
1998-03-10 00:00:00+00:00,24.5,24.8125,23.6875,9.974021911621094,202600,0.0,
1998-03-11 00:00:00+00:00,24.0,24.4375,23.625,10.10423469543457,105600,0.0,
1998-03-12 00:00:00+00:00,24.3125,24.5,24.25,10.182358741760254,132500,0.0,
1998-03-13 00:00:00+00:00,23.75,24.125,23.5,10.00006103515625,145700,0.0,
1998-03-16 00:00:00+00:00,24.125,24.8125,23.8125,10.338611602783203,65200,0.0,
1998-03-17 00:00:00+00:00,24.75,25.0,24.5,10.20840549468994,78400,0.0,
1998-03-18 00:00:00+00:00,24.5,24.5,23.375,10.20840549468994,127000,0.0,
1998-03-19 00:00:00+00:00,24.375,24.5,24.25,10.20840549468994,71800,0.0,
1998-03-20 00:00:00+00:00,24.375,24.75,24.3125,10.312573432922363,79300,0.0,
1998-03-23 00:00:00+00:00,24.25,24.375,23.9375,10.130271911621094,157000,0.0,
1998-03-24 00:00:00+00:00,24.25,24.3125,23.5,9.8438138961792,193900,0.0,
1998-03-25 00:00:00+00:00,23.625,23.75,23.5,9.8438138961792,250200,0.0,
1998-03-26 00:00:00+00:00,23.5625,23.8125,23.5625,9.8438138961792,42100,0.0,
1998-03-27 00:00:00+00:00,23.625,23.75,23.5,9.895898818969728,32900,0.0,
1998-03-30 00:00:00+00:00,23.625,23.6875,23.125,9.635479927062988,156700,0.0,
1998-03-31 00:00:00+00:00,23.125,23.375,23.0,9.739645957946776,71400,0.0,
1998-04-01 00:00:00+00:00,23.5,23.625,23.4375,9.8438138961792,17900,0.0,
1998-04-02 00:00:00+00:00,23.5625,25.0,23.5625,10.416736602783203,89900,0.0,
1998-04-03 00:00:00+00:00,25.0,26.0,24.5,10.78131866455078,37400,0.0,
1998-04-06 00:00:00+00:00,26.0,26.75,26.0,10.93757438659668,88500,0.0,
1998-04-07 00:00:00+00:00,26.125,26.125,25.75,10.833406448364258,184500,0.0,
1998-04-08 00:00:00+00:00,25.875,25.875,24.625,10.260483741760254,16800,0.0,
1998-04-09 00:00:00+00:00,24.375,25.0,23.3125,10.390689849853516,110300,0.0,
1998-04-13 00:00:00+00:00,24.75,25.125,24.625,10.416736602783203,88400,0.0,
1998-04-14 00:00:00+00:00,25.0,25.0,24.75,10.312573432922363,31400,0.0,
1998-04-15 00:00:00+00:00,24.75,25.0,24.75,10.312573432922363,65900,0.0,
1998-04-16 00:00:00+00:00,24.75,25.625,24.75,10.572985649108888,94700,0.0,
1998-04-17 00:00:00+00:00,25.5,26.0,25.5,10.65110969543457,21700,0.0,
1998-04-20 00:00:00+00:00,25.5625,25.75,25.5,10.65110969543457,82200,0.0,
1998-04-21 00:00:00+00:00,25.8125,27.25,25.8125,11.354244232177734,134600,0.0,
1998-04-22 00:00:00+00:00,27.25,28.0,27.0,11.458410263061523,122300,0.0,
1998-04-23 00:00:00+00:00,27.5,27.5,27.0,11.276117324829102,100300,0.0,
1998-04-24 00:00:00+00:00,27.0,27.0,25.125,10.46881866455078,27600,0.0,
1998-04-27 00:00:00+00:00,25.125,25.125,24.625,10.260483741760254,12700,0.0,
1998-04-28 00:00:00+00:00,24.375,24.375,23.5,10.156317710876465,27400,0.0,
1998-04-29 00:00:00+00:00,24.3125,25.25,24.25,10.494863510131836,16000,0.0,
