date,ABG_Open,ABG_High,ABG_Low,ABG_Close,ABG_Volume,ABG_Dividends,ABG_Stock Splits
2002-03-21 00:00:00+00:00,15.550000190734863,15.800000190734863,15.300000190734863,14.034379959106444,92900,0.0,
2002-03-22 00:00:00+00:00,15.520000457763672,15.649999618530272,15.5,14.043404579162598,30600,0.0,
2002-03-25 00:00:00+00:00,15.5,15.5,15.149999618530272,13.781671524047852,36100,0.0,
2002-03-26 00:00:00+00:00,15.25,15.420000076293944,15.199999809265137,13.76361846923828,179100,0.0,
2002-03-27 00:00:00+00:00,15.300000190734863,15.359999656677246,15.25,13.76361846923828,389800,0.0,
2002-03-28 00:00:00+00:00,15.25,15.25,15.100000381469728,13.76361846923828,211300,0.0,
2002-04-01 00:00:00+00:00,15.25,15.25,15.0,13.673367500305176,103400,0.0,
2002-04-02 00:00:00+00:00,15.100000381469728,15.199999809265137,15.0,13.583114624023438,118100,0.0,
2002-04-03 00:00:00+00:00,15.0,15.010000228881836,14.600000381469728,13.20405101776123,202300,0.0,
2002-04-04 00:00:00+00:00,14.699999809265137,14.699999809265137,14.300000190734863,13.122821807861328,254000,0.0,
2002-04-05 00:00:00+00:00,14.539999961853027,15.0,14.329999923706056,13.537986755371094,327700,0.0,
2002-04-08 00:00:00+00:00,15.25,15.5,15.100000381469728,13.808746337890623,429400,0.0,
2002-04-09 00:00:00+00:00,15.449999809265137,15.600000381469728,15.31999969482422,13.89900016784668,330300,0.0,
2002-04-10 00:00:00+00:00,15.899999618530272,18.0,15.899999618530272,16.245582580566406,679700,0.0,
2002-04-11 00:00:00+00:00,17.5,17.600000381469727,17.06999969482422,15.613812446594238,241100,0.0,
2002-04-12 00:00:00+00:00,17.399999618530273,17.450000762939453,17.049999237060547,15.478431701660156,95200,0.0,
2002-04-15 00:00:00+00:00,17.0,17.0,16.700000762939453,15.117417335510254,75900,0.0,
2002-04-16 00:00:00+00:00,17.100000381469727,17.18000030517578,16.75,15.162546157836914,161800,0.0,
2002-04-17 00:00:00+00:00,16.5,17.100000381469727,16.5,15.388178825378418,127600,0.0,
2002-04-18 00:00:00+00:00,17.049999237060547,17.690000534057617,17.049999237060547,15.59576416015625,131700,0.0,
2002-04-19 00:00:00+00:00,17.299999237060547,17.549999237060547,17.25,15.649911880493164,32200,0.0,
2002-04-22 00:00:00+00:00,17.399999618530273,18.0,17.399999618530273,15.88457489013672,233200,0.0,
2002-04-23 00:00:00+00:00,18.049999237060547,19.200000762939453,18.049999237060547,17.01273536682129,403200,0.0,
2002-04-24 00:00:00+00:00,19.200000762939453,19.959999084472656,19.200000762939453,17.64451026916504,384400,0.0,
2002-04-25 00:00:00+00:00,19.57999992370605,19.68000030517578,18.5,16.967607498168945,183000,0.0,
2002-04-26 00:00:00+00:00,19.0,19.5,19.0,17.283496856689453,414600,0.0,
2002-04-29 00:00:00+00:00,19.399999618530277,19.399999618530277,19.07999992370605,17.283496856689453,78300,0.0,
2002-04-30 00:00:00+00:00,19.200000762939453,19.799999237060547,19.149999618530277,17.743789672851562,193500,0.0,
2002-05-01 00:00:00+00:00,19.899999618530277,19.93000030517578,19.26000022888184,17.464004516601562,342700,0.0,
2002-05-02 00:00:00+00:00,19.31999969482422,19.549999237060547,19.299999237060547,17.464004516601562,91200,0.0,
2002-05-03 00:00:00+00:00,19.75,20.57999992370605,19.75,18.41166114807129,438300,0.0,
2002-05-06 00:00:00+00:00,20.649999618530277,21.170000076293945,20.649999618530277,18.908056259155277,278800,0.0,
2002-05-07 00:00:00+00:00,21.0,21.0,20.36000061035156,18.736574172973636,167500,0.0,
2002-05-08 00:00:00+00:00,20.8700008392334,22.100000381469727,20.850000381469727,19.404447555541992,214100,0.0,
2002-05-09 00:00:00+00:00,21.5,22.450000762939453,21.420000076293945,20.08134651184082,163500,0.0,
2002-05-10 00:00:00+00:00,22.149999618530277,22.25,21.6200008392334,19.639108657836918,81400,0.0,
2002-05-13 00:00:00+00:00,21.520000457763672,21.520000457763672,20.850000381469727,19.22394180297852,60400,0.0,
2002-05-14 00:00:00+00:00,21.549999237060547,22.15999984741211,21.450000762939453,19.973045349121094,100000,0.0,
2002-05-15 00:00:00+00:00,22.0,22.01000022888184,21.5,19.575929641723636,49700,0.0,
2002-05-16 00:00:00+00:00,21.700000762939453,21.700000762939453,20.899999618530277,18.86292839050293,83900,0.0,
2002-05-17 00:00:00+00:00,20.989999771118164,20.989999771118164,19.799999237060547,18.068702697753903,89100,0.0,
2002-05-20 00:00:00+00:00,19.5,20.979999542236328,19.399999618530277,18.86292839050293,78900,0.0,
2002-05-21 00:00:00+00:00,20.950000762939453,20.950000762939453,20.0,18.35750961303711,33600,0.0,
2002-05-22 00:00:00+00:00,20.5,20.5,19.5,17.68963623046875,74900,0.0,
2002-05-23 00:00:00+00:00,19.450000762939453,20.25,19.200000762939453,17.834041595458984,107400,0.0,
2002-05-24 00:00:00+00:00,19.76000022888184,20.030000686645508,19.76000022888184,18.041622161865234,92200,0.0,
2002-05-28 00:00:00+00:00,19.93000030517578,19.93000030517578,19.100000381469727,17.373750686645508,29600,0.0,
2002-05-29 00:00:00+00:00,19.18000030517578,19.229999542236328,18.5,17.01273536682129,101400,0.0,
2002-05-30 00:00:00+00:00,18.850000381469727,18.899999618530277,18.149999618530277,16.380962371826172,59700,0.0,
