date,DPZ_Open,DPZ_High,DPZ_Low,DPZ_Close,DPZ_Volume,DPZ_Dividends,DPZ_Stock Splits
2004-07-13 00:00:00+00:00,14.0,14.100000381469728,13.489999771118164,6.166947364807129,14964100,0.0,
2004-07-14 00:00:00+00:00,13.5,13.550000190734863,12.90999984741211,6.139538288116455,2801000,0.0,
2004-07-15 00:00:00+00:00,13.449999809265137,13.850000381469728,13.350000381469728,6.322263240814209,1276200,0.0,
2004-07-16 00:00:00+00:00,13.869999885559082,13.899999618530272,13.510000228881836,6.317697525024414,1488200,0.0,
2004-07-19 00:00:00+00:00,13.800000190734863,13.800000190734863,13.350000381469728,6.176084518432617,966200,0.0,
2004-07-20 00:00:00+00:00,13.520000457763672,13.93000030517578,13.40999984741211,6.363375663757324,719300,0.0,
2004-07-21 00:00:00+00:00,13.9399995803833,13.9399995803833,13.5,6.212629318237305,472300,0.0,
2004-07-22 00:00:00+00:00,13.600000381469728,13.649999618530272,13.329999923706056,6.212629318237305,218500,0.0,
2004-07-23 00:00:00+00:00,13.399999618530272,13.619999885559082,13.399999618530272,6.1943559646606445,268500,0.0,
2004-07-26 00:00:00+00:00,13.5,13.5,13.050000190734863,6.029905319213867,236200,0.0,
2004-07-27 00:00:00+00:00,13.199999809265137,13.199999809265137,12.399999618530272,5.824338912963867,2668000,0.0,
2004-07-28 00:00:00+00:00,12.850000381469728,13.119999885559082,12.84000015258789,5.952247619628906,1028100,0.0,
2004-07-29 00:00:00+00:00,13.100000381469728,13.779999732971191,13.100000381469728,6.294854164123535,1015700,0.0,
2004-07-30 00:00:00+00:00,13.720000267028809,13.899999618530272,13.550000190734863,6.349672794342041,623000,0.0,
2004-08-02 00:00:00+00:00,13.800000190734863,13.800000190734863,13.550000190734863,6.2583112716674805,329400,0.0,
2004-08-03 00:00:00+00:00,13.699999809265137,14.079999923706056,13.699999809265137,6.367944240570068,1557100,0.0,
2004-08-04 00:00:00+00:00,14.039999961853027,14.039999961853027,13.880000114440918,6.349672794342041,156300,0.0,
2004-08-05 00:00:00+00:00,13.9399995803833,14.0,13.859999656677246,6.345105648040772,188100,0.0,
2004-08-06 00:00:00+00:00,13.81999969482422,14.0,13.699999809265137,6.30399227142334,276300,0.0,
2004-08-09 00:00:00+00:00,13.800000190734863,13.800000190734863,13.5,6.2583112716674805,212100,0.0,
2004-08-10 00:00:00+00:00,13.699999809265137,13.850000381469728,13.649999618530272,6.2994232177734375,272400,0.0,
