date,MLM_Open,MLM_High,MLM_Low,MLM_Close,MLM_Volume,MLM_Dividends,MLM_Stock Splits
1994-03-30 00:00:00+00:00,22.25,22.25,22.0,14.776226043701172,198000,0.0,
1994-03-31 00:00:00+00:00,22.25,22.375,21.5,14.692737579345703,201000,0.0,
1994-04-04 00:00:00+00:00,21.625,21.625,21.0,14.358817100524902,206600,0.0,
1994-04-05 00:00:00+00:00,21.5,22.75,21.5,15.193634033203123,40500,0.0,
1994-04-06 00:00:00+00:00,22.75,22.875,22.5,15.277106285095217,31700,0.0,
1994-04-07 00:00:00+00:00,22.875,22.875,22.625,15.277106285095217,14500,0.0,
1994-04-08 00:00:00+00:00,22.875,22.875,22.125,15.02665901184082,29900,0.0,
1994-04-11 00:00:00+00:00,22.75,22.75,22.25,15.11014461517334,28900,0.0,
1994-04-12 00:00:00+00:00,22.5,22.5,22.0,14.776226043701172,56200,0.0,
1994-04-13 00:00:00+00:00,22.25,22.375,21.25,14.525778770446776,48100,0.0,
1994-04-14 00:00:00+00:00,21.5,21.5,21.25,14.275334358215332,81800,0.0,
1994-04-15 00:00:00+00:00,21.375,21.375,21.25,14.275334358215332,23400,0.0,
1994-04-18 00:00:00+00:00,21.375,21.375,20.5,13.69097137451172,119100,0.0,
1994-04-19 00:00:00+00:00,20.5,20.5,20.0,13.44052505493164,23100,0.0,
1994-04-20 00:00:00+00:00,20.125,20.125,19.5,13.190074920654297,72900,0.0,
1994-04-21 00:00:00+00:00,19.625,19.875,19.5,13.190074920654297,67100,0.0,
1994-04-22 00:00:00+00:00,19.5,19.75,19.5,13.190074920654297,8000,0.0,
1994-04-25 00:00:00+00:00,19.5,19.625,18.25,13.106595993041992,130900,0.0,
1994-04-26 00:00:00+00:00,19.625,21.0,19.625,13.85792636871338,172800,0.0,
1994-04-28 00:00:00+00:00,21.0,21.125,20.75,13.94141674041748,73900,0.0,
1994-04-29 00:00:00+00:00,21.0,23.0,21.0,15.36059856414795,166100,0.0,
1994-05-02 00:00:00+00:00,22.75,23.75,22.625,15.861473083496094,87800,0.0,
1994-05-03 00:00:00+00:00,23.5,23.75,23.25,15.611037254333496,55000,0.0,
1994-05-04 00:00:00+00:00,23.5,24.0,23.375,15.694518089294434,81500,0.0,
1994-05-05 00:00:00+00:00,23.25,23.5,23.25,15.611037254333496,14200,0.0,
1994-05-06 00:00:00+00:00,23.125,23.25,22.375,15.02665901184082,67900,0.0,
1994-05-09 00:00:00+00:00,22.25,22.5,21.75,14.692737579345703,65200,0.0,
1994-05-10 00:00:00+00:00,22.0,22.0,21.75,14.609272956848145,18000,0.0,
1994-05-11 00:00:00+00:00,21.875,21.875,21.375,14.275334358215332,24200,0.0,
1994-05-12 00:00:00+00:00,21.5,21.5,21.25,14.191844940185549,18400,0.0,
1994-05-13 00:00:00+00:00,21.25,21.25,20.875,13.94141674041748,68700,0.0,
1994-05-16 00:00:00+00:00,20.75,20.75,20.0,13.44052505493164,13800,0.0,
1994-05-17 00:00:00+00:00,20.125,20.125,19.875,13.273550033569336,18300,0.0,
1994-05-18 00:00:00+00:00,19.875,19.875,19.5,13.190074920654297,40900,0.0,
1994-05-19 00:00:00+00:00,19.5,19.625,18.0,12.689187049865724,772400,0.0,
1994-05-20 00:00:00+00:00,18.875,20.0,18.875,13.273550033569336,58400,0.0,
1994-05-23 00:00:00+00:00,20.0,20.25,20.0,13.44052505493164,12600,0.0,
1994-05-24 00:00:00+00:00,20.25,20.25,19.875,13.357028007507324,92000,0.0,
1994-05-25 00:00:00+00:00,19.75,20.0,19.75,13.357028007507324,36600,0.0,
1994-05-26 00:00:00+00:00,20.125,20.25,20.125,13.524002075195312,3700,0.0,
1994-05-27 00:00:00+00:00,20.25,20.25,19.625,13.190074920654297,15800,0.0,
1994-05-31 00:00:00+00:00,19.5,19.5,19.375,12.939627647399902,3000,0.0,
1994-06-01 00:00:00+00:00,19.25,19.375,19.25,12.939627647399902,17900,0.0,
1994-06-02 00:00:00+00:00,19.625,20.0,19.625,13.357028007507324,25300,0.0,
1994-06-03 00:00:00+00:00,20.25,21.0,20.25,13.94141674041748,60300,0.0,
1994-06-06 00:00:00+00:00,20.75,20.875,20.625,13.85792636871338,55400,0.0,
1994-06-07 00:00:00+00:00,20.875,21.0,20.875,14.024887084960938,34300,0.0,
1994-06-08 00:00:00+00:00,21.0,21.0,20.875,14.024887084960938,3600,0.0,
1994-06-09 00:00:00+00:00,21.0,21.0,20.875,13.94141674041748,3600,0.0,
1994-06-10 00:00:00+00:00,20.75,21.125,20.75,14.024887084960938,10600,0.0,
1994-06-13 00:00:00+00:00,21.0,21.125,20.875,14.024887084960938,9200,0.0,
1994-06-14 00:00:00+00:00,21.0,21.0,20.25,13.69097137451172,51500,0.0,
1994-06-15 00:00:00+00:00,21.25,21.625,21.25,14.44229507446289,63100,0.0,
1994-06-16 00:00:00+00:00,21.75,21.75,21.625,14.525778770446776,11600,0.0,
1994-06-17 00:00:00+00:00,22.0,22.25,21.875,14.859704971313477,25400,0.0,
1994-06-20 00:00:00+00:00,22.0,22.0,21.75,14.692737579345703,14400,0.0,
1994-06-21 00:00:00+00:00,22.0,22.0,21.5,14.525778770446776,30200,0.0,
1994-06-22 00:00:00+00:00,22.0,22.5,22.0,15.02665901184082,22600,0.0,
1994-06-23 00:00:00+00:00,22.25,22.25,21.875,14.609272956848145,4800,0.0,
1994-06-24 00:00:00+00:00,22.0,22.0,21.75,14.525778770446776,7800,0.0,
1994-06-27 00:00:00+00:00,21.5,21.75,21.5,14.525778770446776,6400,0.0,
1994-06-28 00:00:00+00:00,21.5,21.5,21.125,14.358817100524902,18000,0.0,
1994-06-29 00:00:00+00:00,21.25,21.25,21.0,14.191844940185549,15800,0.0,
1994-06-30 00:00:00+00:00,21.5,22.0,21.375,14.692737579345703,38000,0.0,
1994-07-01 00:00:00+00:00,22.0,22.0,21.5,14.358817100524902,13700,0.0,
1994-07-05 00:00:00+00:00,21.5,21.875,21.5,14.609272956848145,4800,0.0,
1994-07-06 00:00:00+00:00,21.75,22.0,21.625,14.525778770446776,39900,0.0,
1994-07-07 00:00:00+00:00,21.75,21.75,21.75,14.525778770446776,11100,0.0,
1994-07-08 00:00:00+00:00,21.875,22.0,21.75,14.609272956848145,16200,0.0,
1994-07-11 00:00:00+00:00,21.75,21.875,21.625,14.609272956848145,37700,0.0,
1994-07-12 00:00:00+00:00,22.0,22.0,21.875,14.692737579345703,16100,0.0,
1994-07-13 00:00:00+00:00,22.0,22.0,21.75,14.525778770446776,1200,0.0,
1994-07-14 00:00:00+00:00,21.875,22.25,21.875,14.692737579345703,28200,0.0,
1994-07-15 00:00:00+00:00,22.125,22.125,22.0,14.776226043701172,6000,0.0,
1994-07-18 00:00:00+00:00,21.875,22.0,21.625,14.44229507446289,17500,0.0,
1994-07-19 00:00:00+00:00,21.75,21.875,21.625,14.525778770446776,4600,0.0,
1994-07-20 00:00:00+00:00,21.75,22.0,21.75,14.692737579345703,15800,0.0,
1994-07-21 00:00:00+00:00,21.75,21.75,21.25,14.358817100524902,33100,0.0,
1994-07-22 00:00:00+00:00,21.5,21.5,21.25,14.275334358215332,5400,0.0,
1994-07-25 00:00:00+00:00,21.625,21.75,21.5,14.44229507446289,5600,0.0,
1994-07-26 00:00:00+00:00,21.5,22.0,21.5,14.692737579345703,26600,0.0,
1994-07-27 00:00:00+00:00,21.75,21.75,21.5,14.358817100524902,10800,0.0,
1994-07-28 00:00:00+00:00,21.625,21.875,21.625,14.609272956848145,29400,0.0,
1994-07-29 00:00:00+00:00,21.875,22.125,21.75,14.692737579345703,23600,0.0,
1994-08-01 00:00:00+00:00,21.875,22.0,21.875,14.692737579345703,36100,0.0,
1994-08-02 00:00:00+00:00,21.75,22.0,21.75,14.692737579345703,65500,0.0,
1994-08-03 00:00:00+00:00,21.875,21.875,21.875,14.609272956848145,1300,0.0,
1994-08-04 00:00:00+00:00,22.0,22.0,21.75,14.609272956848145,4500,0.0,
1994-08-05 00:00:00+00:00,21.875,21.875,21.875,14.609272956848145,1200,0.0,
1994-08-08 00:00:00+00:00,21.875,21.875,21.5,14.44229507446289,2700,0.0,
1994-08-09 00:00:00+00:00,21.375,21.5,21.25,14.191844940185549,1900,0.0,
1994-08-10 00:00:00+00:00,21.125,21.375,21.125,14.275334358215332,9400,0.0,
1994-08-11 00:00:00+00:00,21.375,21.375,21.0,14.024887084960938,5600,0.0,
1994-08-12 00:00:00+00:00,21.0,21.25,21.0,14.024887084960938,16300,0.0,
1994-08-15 00:00:00+00:00,21.125,21.125,20.75,13.85792636871338,3000,0.0,
1994-08-16 00:00:00+00:00,20.625,20.625,19.0,13.190074920654297,174700,0.0,
1994-08-17 00:00:00+00:00,20.0,20.25,19.875,13.357028007507324,43300,0.0,
1994-08-18 00:00:00+00:00,19.75,20.0,19.5,13.106595993041992,29200,0.0,
1994-08-19 00:00:00+00:00,19.875,20.0,19.75,13.273550033569336,40300,0.0,
1994-08-22 00:00:00+00:00,19.875,20.0,19.75,13.190074920654297,1200,0.0,
1994-08-23 00:00:00+00:00,20.0,20.25,19.875,13.44052505493164,31100,0.0,
1994-08-24 00:00:00+00:00,20.25,20.375,20.125,13.60747528076172,5500,0.0,
1994-08-25 00:00:00+00:00,20.375,20.375,20.125,13.44052505493164,40900,0.0,
1994-08-26 00:00:00+00:00,20.25,20.25,19.25,13.010741233825684,92900,0.11,
1994-08-29 00:00:00+00:00,19.5,20.0,19.5,13.430438995361328,12700,0.0,
1994-08-30 00:00:00+00:00,20.0,20.0,19.75,13.346502304077148,4100,0.0,
1994-08-31 00:00:00+00:00,20.0,20.0,19.5,13.094684600830078,18700,0.0,
1994-09-01 00:00:00+00:00,19.75,19.75,19.625,13.262571334838867,34600,0.0,
1994-09-02 00:00:00+00:00,19.875,19.875,19.75,13.346502304077148,44300,0.0,
1994-09-06 00:00:00+00:00,20.0,20.25,20.0,13.598328590393066,9100,0.0,
1994-09-07 00:00:00+00:00,20.25,20.25,19.875,13.430438995361328,17300,0.0,
1994-09-08 00:00:00+00:00,20.125,20.25,20.0,13.430438995361328,10900,0.0,
1994-09-09 00:00:00+00:00,20.0,20.0,19.875,13.346502304077148,1700,0.0,
1994-09-12 00:00:00+00:00,19.75,19.875,19.75,13.262571334838867,2900,0.0,
1994-09-13 00:00:00+00:00,19.625,19.75,19.5,13.094684600830078,51600,0.0,
1994-09-14 00:00:00+00:00,19.75,19.75,19.5,13.094684600830078,88500,0.0,
1994-09-15 00:00:00+00:00,19.5,19.875,19.5,13.346502304077148,3500,0.0,
1994-09-16 00:00:00+00:00,19.625,20.0,19.625,13.346502304077148,29000,0.0,
1994-09-19 00:00:00+00:00,19.875,20.0,19.625,13.346502304077148,4100,0.0,
1994-09-20 00:00:00+00:00,19.875,19.875,19.125,13.094684600830078,83300,0.0,
1994-09-21 00:00:00+00:00,19.25,19.5,19.25,13.094684600830078,16700,0.0,
1994-09-22 00:00:00+00:00,19.625,19.625,18.875,12.75892734527588,13200,0.0,
1994-09-23 00:00:00+00:00,19.0,19.25,19.0,12.75892734527588,647600,0.0,
1994-09-26 00:00:00+00:00,19.0,19.375,18.75,13.010741233825684,19700,0.0,
1994-09-27 00:00:00+00:00,19.5,19.5,19.0,12.75892734527588,12300,0.0,
1994-09-28 00:00:00+00:00,19.25,19.375,19.25,13.010741233825684,2500,0.0,
1994-09-29 00:00:00+00:00,19.375,19.625,19.375,13.094684600830078,86100,0.0,
1994-09-30 00:00:00+00:00,19.5,20.0,19.5,13.430438995361328,80500,0.0,
1994-10-03 00:00:00+00:00,20.0,20.125,20.0,13.514392852783203,74600,0.0,
1994-10-04 00:00:00+00:00,20.0,20.25,20.0,13.514392852783203,20000,0.0,
1994-10-05 00:00:00+00:00,20.25,20.25,20.0,13.598328590393066,38900,0.0,
1994-10-06 00:00:00+00:00,20.125,20.75,20.125,13.934091567993164,148300,0.0,
1994-10-07 00:00:00+00:00,20.625,20.875,20.625,13.934091567993164,1800,0.0,
1994-10-10 00:00:00+00:00,21.0,21.25,21.0,14.26984405517578,5600,0.0,
1994-10-11 00:00:00+00:00,21.375,21.875,21.25,14.689558029174805,30900,0.0,
1994-10-12 00:00:00+00:00,21.75,21.875,21.625,14.689558029174805,1100,0.0,
1994-10-13 00:00:00+00:00,22.0,22.25,22.0,14.773491859436035,11900,0.0,
1994-10-14 00:00:00+00:00,22.125,22.375,21.875,15.025312423706056,4900,0.0,
1994-10-17 00:00:00+00:00,22.25,22.25,22.0,14.773491859436035,1400,0.0,
1994-10-18 00:00:00+00:00,21.75,21.75,21.375,14.521660804748535,6700,0.0,
1994-10-19 00:00:00+00:00,21.5,21.625,21.5,14.521660804748535,1000,0.0,
1994-10-20 00:00:00+00:00,21.375,21.375,20.75,13.934091567993164,33300,0.0,
1994-10-21 00:00:00+00:00,20.875,20.875,20.625,13.850152015686035,93300,0.0,
1994-10-24 00:00:00+00:00,20.5,20.75,20.5,13.934091567993164,2100,0.0,
1994-10-25 00:00:00+00:00,20.75,20.75,20.25,13.598328590393066,13400,0.0,
1994-10-26 00:00:00+00:00,20.375,20.5,20.25,13.598328590393066,2300,0.0,
1994-10-27 00:00:00+00:00,20.375,20.5,20.25,13.68226432800293,3800,0.0,
1994-10-28 00:00:00+00:00,20.5,20.75,20.5,13.934091567993164,3700,0.0,
1994-10-31 00:00:00+00:00,20.5,20.625,20.5,13.850152015686035,12700,0.0,
1994-11-01 00:00:00+00:00,20.375,20.375,20.0,13.430438995361328,24300,0.0,
1994-11-02 00:00:00+00:00,20.125,20.125,20.0,13.430438995361328,17700,0.0,
1994-11-03 00:00:00+00:00,20.0,20.0,19.75,13.262571334838867,24700,0.0,
1994-11-04 00:00:00+00:00,19.75,20.25,19.75,13.346502304077148,17800,0.0,
1994-11-07 00:00:00+00:00,20.0,20.0,19.75,13.262571334838867,9100,0.0,
1994-11-08 00:00:00+00:00,19.75,20.0,19.75,13.430438995361328,13800,0.0,
1994-11-09 00:00:00+00:00,20.0,20.0,19.75,13.262571334838867,13300,0.0,
1994-11-10 00:00:00+00:00,20.0,20.0,19.75,13.262571334838867,30100,0.0,
1994-11-11 00:00:00+00:00,19.5,19.5,19.125,12.926806449890137,120800,0.0,
1994-11-14 00:00:00+00:00,19.375,19.375,19.125,12.926806449890137,3300,0.0,
1994-11-15 00:00:00+00:00,19.25,19.5,19.25,12.926806449890137,4400,0.0,
1994-11-16 00:00:00+00:00,19.125,19.25,19.0,12.926806449890137,10800,0.0,
1994-11-17 00:00:00+00:00,19.0,19.375,19.0,12.75892734527588,54200,0.0,
1994-11-18 00:00:00+00:00,19.0,19.25,18.875,12.926806449890137,6900,0.0,
1994-11-21 00:00:00+00:00,19.25,19.375,19.25,12.926806449890137,1300,0.0,
1994-11-22 00:00:00+00:00,19.125,19.25,19.125,12.84286880493164,1200,0.0,
1994-11-23 00:00:00+00:00,19.375,19.5,19.0,12.75892734527588,18700,0.0,
1994-11-25 00:00:00+00:00,19.0,19.125,18.625,12.917654991149902,11700,0.11,
1994-11-28 00:00:00+00:00,18.875,18.875,18.75,12.74878978729248,12300,0.0,
1994-11-29 00:00:00+00:00,18.875,19.0,18.625,12.579936981201172,52700,0.0,
1994-11-30 00:00:00+00:00,18.5,18.625,17.875,12.15778923034668,164200,0.0,
1994-12-01 00:00:00+00:00,18.25,18.375,18.125,12.32664966583252,2900,0.0,
1994-12-02 00:00:00+00:00,18.25,18.375,18.25,12.41107940673828,14000,0.0,
1994-12-05 00:00:00+00:00,18.5,18.625,18.375,12.579936981201172,97800,0.0,
1994-12-06 00:00:00+00:00,18.5,18.625,18.375,12.41107940673828,5100,0.0,
1994-12-07 00:00:00+00:00,18.5,18.5,18.375,12.41107940673828,8100,0.0,
1994-12-08 00:00:00+00:00,18.375,18.375,18.25,12.32664966583252,9200,0.0,
1994-12-09 00:00:00+00:00,18.125,18.375,18.125,12.41107940673828,6600,0.0,
1994-12-12 00:00:00+00:00,18.5,18.5,18.25,12.41107940673828,2200,0.0,
1994-12-13 00:00:00+00:00,18.5,18.5,18.375,12.41107940673828,4300,0.0,
1994-12-14 00:00:00+00:00,18.375,18.375,18.125,12.41107940673828,23200,0.0,
1994-12-15 00:00:00+00:00,18.25,18.25,17.0,11.820069313049316,213900,0.0,
1994-12-16 00:00:00+00:00,17.75,17.875,17.5,11.988929748535156,32400,0.0,
1994-12-19 00:00:00+00:00,17.875,17.875,17.5,11.904499053955078,18300,0.0,
1994-12-20 00:00:00+00:00,17.625,18.0,17.625,11.904499053955078,11300,0.0,
1994-12-21 00:00:00+00:00,17.75,17.75,17.125,11.566787719726562,101200,0.0,
1994-12-22 00:00:00+00:00,17.0,17.25,17.0,11.482358932495115,38900,0.0,
1994-12-23 00:00:00+00:00,17.0,17.375,17.0,11.735648155212402,4800,0.0,
1994-12-27 00:00:00+00:00,17.5,17.75,17.25,11.988929748535156,17100,0.0,
1994-12-28 00:00:00+00:00,17.5,17.75,17.5,11.988929748535156,5800,0.0,
1994-12-29 00:00:00+00:00,17.75,17.75,17.0,11.820069313049316,70900,0.0,
1994-12-30 00:00:00+00:00,17.5,17.75,17.25,11.988929748535156,41400,0.0,
1995-01-03 00:00:00+00:00,17.75,17.75,17.5,11.988929748535156,22100,0.0,
1995-01-04 00:00:00+00:00,17.75,17.75,16.9375,11.482358932495115,71300,0.0,
1995-01-05 00:00:00+00:00,16.75,16.875,16.5,11.313501358032228,50500,0.0,
1995-01-06 00:00:00+00:00,16.75,17.5,16.625,11.820069313049316,51900,0.0,
1995-01-09 00:00:00+00:00,17.625,18.0,17.625,12.073356628417969,12800,0.0,
1995-01-10 00:00:00+00:00,18.0,18.375,18.0,12.41107940673828,23500,0.0,
1995-01-11 00:00:00+00:00,18.5,18.5,18.125,12.32664966583252,18700,0.0,
1995-01-12 00:00:00+00:00,18.25,18.875,18.25,12.74878978729248,18300,0.0,
1995-01-13 00:00:00+00:00,18.875,18.875,18.625,12.664365768432615,68000,0.0,
1995-01-16 00:00:00+00:00,18.75,19.0,18.75,12.833226203918455,5000,0.0,
1995-01-17 00:00:00+00:00,18.875,19.375,18.875,13.086504936218262,34400,0.0,
1995-01-18 00:00:00+00:00,19.25,19.375,19.25,13.002080917358398,3400,0.0,
1995-01-19 00:00:00+00:00,19.25,19.25,18.75,12.74878978729248,67200,0.0,
1995-01-20 00:00:00+00:00,19.0,19.0,18.75,12.664365768432615,1400,0.0,
1995-01-23 00:00:00+00:00,18.625,19.5,18.625,13.086504936218262,31800,0.0,
1995-01-24 00:00:00+00:00,19.25,19.25,18.375,12.495502471923828,55700,0.0,
1995-01-25 00:00:00+00:00,18.375,18.75,18.375,12.664365768432615,12300,0.0,
1995-01-26 00:00:00+00:00,19.0,19.0,18.75,12.664365768432615,2700,0.0,
1995-01-27 00:00:00+00:00,18.75,18.75,18.375,12.41107940673828,6600,0.0,
1995-01-30 00:00:00+00:00,18.25,18.5,18.25,12.495502471923828,2700,0.0,
1995-01-31 00:00:00+00:00,18.625,18.625,18.375,12.41107940673828,14400,0.0,
1995-02-01 00:00:00+00:00,18.5,18.625,18.5,12.579936981201172,600,0.0,
1995-02-02 00:00:00+00:00,18.625,18.75,18.5,12.495502471923828,3200,0.0,
1995-02-03 00:00:00+00:00,18.625,18.75,18.625,12.664365768432615,700,0.0,
1995-02-06 00:00:00+00:00,18.75,19.25,18.75,13.002080917358398,24500,0.0,
1995-02-07 00:00:00+00:00,19.25,19.25,19.125,12.917654991149902,9000,0.0,
1995-02-08 00:00:00+00:00,19.125,19.125,18.75,12.664365768432615,27700,0.0,
1995-02-09 00:00:00+00:00,18.5,19.0,18.5,12.833226203918455,37500,0.0,
1995-02-10 00:00:00+00:00,18.75,18.75,18.75,12.664365768432615,5000,0.0,
1995-02-13 00:00:00+00:00,18.875,19.875,18.875,12.833226203918455,10100,0.0,
1995-02-14 00:00:00+00:00,19.0,19.125,19.0,12.833226203918455,59300,0.0,
1995-02-15 00:00:00+00:00,19.0,19.125,19.0,12.917654991149902,13400,0.0,
1995-02-16 00:00:00+00:00,19.0,19.125,19.0,12.833226203918455,8600,0.0,
1995-02-17 00:00:00+00:00,18.875,19.0,18.5,12.495502471923828,37200,0.0,
1995-02-21 00:00:00+00:00,18.625,18.875,18.625,12.664365768432615,8800,0.0,
1995-02-22 00:00:00+00:00,18.875,18.875,18.75,12.664365768432615,900,0.0,
1995-02-23 00:00:00+00:00,18.75,18.75,18.625,12.739099502563477,900,0.11,
1995-02-24 00:00:00+00:00,19.0,19.0,18.625,12.739099502563477,9700,0.0,
1995-02-27 00:00:00+00:00,18.75,18.75,18.5,12.654175758361816,5000,0.0,
1995-02-28 00:00:00+00:00,18.5,18.625,18.375,12.654175758361816,916800,0.0,
1995-03-01 00:00:00+00:00,18.625,18.625,18.5,12.654175758361816,5300,0.0,
1995-03-02 00:00:00+00:00,18.625,18.625,18.5,12.569250106811523,2900,0.0,
1995-03-03 00:00:00+00:00,18.625,18.625,18.25,12.569250106811523,19200,0.0,
1995-03-06 00:00:00+00:00,18.5,18.625,18.5,12.569250106811523,6800,0.0,
1995-03-07 00:00:00+00:00,18.5,18.5,18.25,12.569250106811523,12400,0.0,
1995-03-08 00:00:00+00:00,18.5,18.75,18.5,12.654175758361816,12900,0.0,
1995-03-09 00:00:00+00:00,18.5,18.625,18.5,12.654175758361816,3100,0.0,
1995-03-10 00:00:00+00:00,18.625,18.75,18.5,12.739099502563477,8800,0.0,
1995-03-13 00:00:00+00:00,18.75,19.0,18.625,12.824021339416504,8100,0.0,
1995-03-14 00:00:00+00:00,19.0,19.125,19.0,12.908953666687012,2300,0.0,
1995-03-15 00:00:00+00:00,19.125,19.25,19.0,12.993887901306152,19700,0.0,
1995-03-16 00:00:00+00:00,19.125,19.25,19.125,12.993887901306152,49600,0.0,
1995-03-17 00:00:00+00:00,19.25,19.25,19.0,12.993887901306152,4900,0.0,
1995-03-20 00:00:00+00:00,19.125,19.125,19.125,12.993887901306152,2300,0.0,
1995-03-21 00:00:00+00:00,19.0,19.0,18.75,12.739099502563477,15500,0.0,
1995-03-22 00:00:00+00:00,18.875,18.875,18.75,12.739099502563477,5300,0.0,
1995-03-23 00:00:00+00:00,18.75,19.0,18.75,12.908953666687012,3200,0.0,
1995-03-24 00:00:00+00:00,19.0,19.125,18.875,12.824021339416504,5800,0.0,
1995-03-27 00:00:00+00:00,19.0,19.0,18.75,12.908953666687012,3100,0.0,
1995-03-28 00:00:00+00:00,19.125,19.375,19.0,13.163735389709473,23100,0.0,
1995-03-29 00:00:00+00:00,19.25,19.375,19.125,12.993887901306152,66800,0.0,
1995-03-30 00:00:00+00:00,19.125,19.25,19.0,12.908953666687012,3200,0.0,
1995-03-31 00:00:00+00:00,19.0,19.25,19.0,12.993887901306152,3400,0.0,
1995-04-03 00:00:00+00:00,19.125,19.375,19.125,13.163735389709473,5500,0.0,
1995-04-04 00:00:00+00:00,19.5,19.5,19.375,13.248665809631348,2200,0.0,
1995-04-05 00:00:00+00:00,19.375,19.5,19.375,13.163735389709473,5000,0.0,
1995-04-06 00:00:00+00:00,19.625,19.75,19.625,13.418519020080566,6000,0.0,
1995-04-07 00:00:00+00:00,19.875,20.0,19.75,13.503442764282228,2500,0.0,
1995-04-10 00:00:00+00:00,20.0,20.0,19.875,13.503442764282228,2200,0.0,
1995-04-11 00:00:00+00:00,19.875,20.0,19.875,13.58837604522705,3200,0.0,
1995-04-12 00:00:00+00:00,20.125,20.25,20.125,13.67330265045166,3300,0.0,
1995-04-13 00:00:00+00:00,20.25,20.25,20.125,13.67330265045166,900,0.0,
1995-04-17 00:00:00+00:00,20.25,20.25,20.0,13.67330265045166,5100,0.0,
1995-04-18 00:00:00+00:00,20.125,20.25,20.0,13.67330265045166,40100,0.0,
1995-04-19 00:00:00+00:00,20.125,20.125,20.0,13.67330265045166,700,0.0,
1995-04-20 00:00:00+00:00,20.0,20.0,20.0,13.58837604522705,2800,0.0,
1995-04-21 00:00:00+00:00,19.75,19.75,19.5,13.333598136901855,14300,0.0,
1995-04-24 00:00:00+00:00,19.875,20.25,19.875,13.758223533630373,38300,0.0,
1995-04-25 00:00:00+00:00,20.125,20.5,20.125,13.92808437347412,15800,0.0,
1995-04-26 00:00:00+00:00,20.375,20.625,20.375,13.92808437347412,64400,0.0,
1995-04-27 00:00:00+00:00,20.5,20.625,20.375,13.92808437347412,48200,0.0,
1995-04-28 00:00:00+00:00,20.625,20.875,20.625,14.097935676574709,6600,0.0,
1995-05-01 00:00:00+00:00,20.75,20.75,20.5,14.01300048828125,25300,0.0,
1995-05-02 00:00:00+00:00,20.5,20.75,20.5,14.01300048828125,4100,0.0,
1995-05-03 00:00:00+00:00,20.75,20.75,20.625,14.01300048828125,3600,0.0,
1995-05-04 00:00:00+00:00,20.75,20.875,20.75,14.182855606079102,28000,0.0,
1995-05-05 00:00:00+00:00,21.0,21.0,20.875,14.182855606079102,1300,0.0,
1995-05-08 00:00:00+00:00,20.875,21.0,20.75,14.267792701721191,16500,0.0,
1995-05-09 00:00:00+00:00,21.25,21.375,21.25,14.522565841674805,11600,0.0,
