date,HII_Open,HII_High,HII_Low,HII_Close,HII_Volume,HII_Dividends,HII_Stock Splits
2011-03-22 00:00:00+00:00,35.720001220703125,37.59999847412109,34.0,31.017038345336918,491400,0.0,
2011-03-23 00:00:00+00:00,37.06999969482422,37.79999923706055,36.95000076293945,30.818470001220703,601200,0.0,
2011-03-24 00:00:00+00:00,37.5,37.5,37.150001525878906,30.818470001220703,230400,0.0,
2011-03-25 00:00:00+00:00,37.5,39.25,37.25,32.47315216064453,497400,0.0,
2011-03-28 00:00:00+00:00,39.0,39.0,37.75,31.23215103149414,53100,0.0,
2011-03-29 00:00:00+00:00,37.7599983215332,37.95000076293945,37.470001220703125,31.025314331054688,269300,0.0,
2011-03-30 00:00:00+00:00,37.95000076293945,38.4900016784668,36.58000183105469,31.604440689086918,8573500,0.0,
2011-03-31 00:00:00+00:00,38.45000076293945,42.7400016784668,38.0,34.334678649902344,2653000,0.0,
2011-04-01 00:00:00+00:00,40.9900016784668,42.43999862670898,39.84000015258789,33.12675857543945,2222900,0.0,
2011-04-04 00:00:00+00:00,39.86000061035156,41.02000045776367,39.13999938964844,33.2177734375,1122700,0.0,
2011-04-05 00:00:00+00:00,39.52999877929688,40.33000183105469,38.72999954223633,33.30049133300781,1373400,0.0,
2011-04-06 00:00:00+00:00,39.86000061035156,40.310001373291016,39.119998931884766,32.82890701293945,2080100,0.0,
2011-04-07 00:00:00+00:00,38.25,39.25,37.5099983215332,32.10084915161133,2134600,0.0,
2011-04-08 00:00:00+00:00,38.33000183105469,38.880001068115234,38.20000076293945,31.852651596069336,1307200,0.0,
2011-04-11 00:00:00+00:00,38.5,38.58000183105469,38.27999877929688,31.70372009277344,1563100,0.0,
2011-04-12 00:00:00+00:00,37.90999984741211,38.41999816894531,37.65999984741211,31.480344772338867,1637500,0.0,
2011-04-13 00:00:00+00:00,37.709999084472656,38.369998931884766,37.27999877929688,31.43897819519043,1649100,0.0,
2011-04-14 00:00:00+00:00,37.900001525878906,39.36000061035156,37.84999847412109,32.07603073120117,1232400,0.0,
2011-04-15 00:00:00+00:00,38.88999938964844,40.75,38.810001373291016,33.20948028564453,1502100,0.0,
2011-04-18 00:00:00+00:00,39.45000076293945,40.220001220703125,38.59000015258789,33.13503646850586,793700,0.0,
2011-04-19 00:00:00+00:00,40.08000183105469,40.119998931884766,39.4900016784668,32.911651611328125,802400,0.0,
