date,NKSH_Open,NKSH_High,NKSH_Low,NKSH_Close,NKSH_Volume,NKSH_Dividends,NKSH_Stock Splits
1999-12-01 00:00:00+00:00,10.875,10.875,10.875,4.330963611602783,0,0.0,
1999-12-02 00:00:00+00:00,10.875,10.875,10.875,4.330963611602783,0,0.0,
1999-12-03 00:00:00+00:00,10.875,10.875,10.75,4.2811808586120605,1800,0.0,
1999-12-06 00:00:00+00:00,10.75,10.75,10.75,4.2811808586120605,200,0.0,
1999-12-07 00:00:00+00:00,10.75,10.75,10.75,4.2811808586120605,0,0.0,
1999-12-08 00:00:00+00:00,10.75,10.75,10.75,4.2811808586120605,0,0.0,
1999-12-09 00:00:00+00:00,10.375,10.625,9.9375,4.2313995361328125,6600,0.0,
1999-12-10 00:00:00+00:00,10.5,10.5,10.5,4.181619167327881,4200,0.0,
1999-12-13 00:00:00+00:00,10.5,10.5,10.5,4.181619167327881,0,0.0,
1999-12-14 00:00:00+00:00,10.625,10.625,10.375,4.131838798522949,1000,0.0,
1999-12-15 00:00:00+00:00,10.625,10.75,10.625,4.2811808586120605,600,0.0,
1999-12-16 00:00:00+00:00,10.875,10.875,10.875,4.330963611602783,1600,0.0,
1999-12-17 00:00:00+00:00,10.875,10.875,10.875,4.330963611602783,4000,0.0,
1999-12-20 00:00:00+00:00,10.875,10.875,10.875,4.330963611602783,0,0.0,
1999-12-21 00:00:00+00:00,10.875,10.875,10.875,4.330963611602783,0,0.0,
1999-12-22 00:00:00+00:00,10.875,10.875,10.875,4.330963611602783,0,0.0,
1999-12-23 00:00:00+00:00,10.875,10.875,10.875,4.330963611602783,0,0.0,
1999-12-27 00:00:00+00:00,10.875,10.875,10.875,4.330963611602783,0,0.0,
1999-12-28 00:00:00+00:00,10.375,10.375,9.875,3.932713747024536,2000,0.0,
1999-12-29 00:00:00+00:00,9.875,9.875,9.875,3.932713747024536,0,0.0,
1999-12-30 00:00:00+00:00,9.875,9.875,9.875,3.932713747024536,0,0.0,
1999-12-31 00:00:00+00:00,10.125,10.125,9.875,3.932713747024536,1600,0.0,
2000-01-03 00:00:00+00:00,9.875,10.0,9.875,3.982494592666626,8000,0.0,
2000-01-04 00:00:00+00:00,9.96875,10.0,9.96875,3.982494592666626,6600,0.0,
2000-01-05 00:00:00+00:00,10.0,10.0,10.0,3.982494592666626,0,0.0,
2000-01-06 00:00:00+00:00,9.875,9.875,9.875,3.932713747024536,800,0.0,
2000-01-07 00:00:00+00:00,9.875,9.875,9.875,3.932713747024536,0,0.0,
2000-01-10 00:00:00+00:00,9.875,9.875,9.875,3.932713747024536,0,0.0,
2000-01-11 00:00:00+00:00,9.875,9.875,9.875,3.932713747024536,400,0.0,
2000-01-12 00:00:00+00:00,9.875,10.375,9.875,3.932713747024536,3200,0.0,
2000-01-13 00:00:00+00:00,9.875,9.875,9.875,3.932713747024536,0,0.0,
2000-01-14 00:00:00+00:00,9.875,9.875,9.875,3.932713747024536,0,0.0,
2000-01-18 00:00:00+00:00,9.875,9.875,9.875,3.932713747024536,0,0.0,
2000-01-19 00:00:00+00:00,9.875,9.875,9.875,3.932713747024536,0,0.0,
2000-01-20 00:00:00+00:00,9.875,9.875,9.875,3.932713747024536,0,0.0,
2000-01-21 00:00:00+00:00,9.875,9.875,9.875,3.932713747024536,0,0.0,
2000-01-24 00:00:00+00:00,9.875,9.875,9.875,3.932713747024536,0,0.0,
2000-01-25 00:00:00+00:00,9.875,9.875,9.875,3.932713747024536,0,0.0,
2000-01-26 00:00:00+00:00,10.0,10.0,10.0,3.982494592666626,12000,0.0,
2000-01-27 00:00:00+00:00,10.03125,10.03125,10.03125,3.994939565658569,17800,0.0,
2000-01-28 00:00:00+00:00,10.03125,10.03125,10.03125,3.994939565658569,0,0.0,
2000-01-31 00:00:00+00:00,10.125,10.46875,10.125,4.032275199890137,1200,0.0,
2000-02-01 00:00:00+00:00,10.125,10.125,10.125,4.032275199890137,0,0.0,
2000-02-02 00:00:00+00:00,10.125,10.125,10.125,4.032275199890137,0,0.0,
2000-02-03 00:00:00+00:00,10.125,10.125,10.125,4.032275199890137,400,0.0,
2000-02-04 00:00:00+00:00,10.125,10.125,10.125,4.032275199890137,0,0.0,
2000-02-07 00:00:00+00:00,10.125,10.1875,10.125,4.032275199890137,13800,0.0,
2000-02-08 00:00:00+00:00,10.375,10.375,10.125,4.032275199890137,8600,0.0,
2000-02-09 00:00:00+00:00,10.125,10.125,10.125,4.032275199890137,3200,0.0,
2000-02-10 00:00:00+00:00,10.125,10.125,10.125,4.032275199890137,0,0.0,
2000-02-11 00:00:00+00:00,10.125,10.125,10.0,3.982494592666626,1200,0.0,
2000-02-14 00:00:00+00:00,10.0,10.0,10.0,3.982494592666626,0,0.0,
2000-02-15 00:00:00+00:00,10.0,10.0,10.0,3.982494592666626,0,0.0,
2000-02-16 00:00:00+00:00,9.625,9.625,9.625,3.833150863647461,400,0.0,
2000-02-17 00:00:00+00:00,10.0,10.0,9.625,3.833150863647461,1200,0.0,
2000-02-18 00:00:00+00:00,9.9375,9.9375,9.9375,3.9576046466827393,1200,0.0,
2000-02-22 00:00:00+00:00,9.9375,9.9375,9.9375,3.9576046466827393,400,0.0,
2000-02-23 00:00:00+00:00,9.9375,9.9375,9.9375,3.9576046466827393,0,0.0,
2000-02-24 00:00:00+00:00,9.9375,9.9375,9.9375,3.9576046466827393,0,0.0,
2000-02-25 00:00:00+00:00,9.5,9.5,9.5,3.783370733261109,4800,0.0,
2000-02-28 00:00:00+00:00,9.5,9.5,9.5,3.783370733261109,6000,0.0,
2000-02-29 00:00:00+00:00,9.5,9.5,9.5,3.783370733261109,0,0.0,
2000-03-01 00:00:00+00:00,9.5,9.5,9.5,3.783370733261109,0,0.0,
2000-03-02 00:00:00+00:00,9.5,9.5,9.5,3.783370733261109,0,0.0,
2000-03-03 00:00:00+00:00,9.5,9.5,9.5,3.783370733261109,0,0.0,
2000-03-06 00:00:00+00:00,9.5,9.5,9.5,3.783370733261109,0,0.0,
2000-03-07 00:00:00+00:00,9.5,9.5,9.5,3.783370733261109,0,0.0,
2000-03-08 00:00:00+00:00,9.5,9.5,9.5,3.783370733261109,0,0.0,
2000-03-09 00:00:00+00:00,9.875,9.875,9.875,3.932713747024536,400,0.0,
2000-03-10 00:00:00+00:00,9.875,9.875,9.875,3.932713747024536,0,0.0,
2000-03-13 00:00:00+00:00,9.4375,9.5625,9.4375,3.808261156082153,1600,0.0,
2000-03-14 00:00:00+00:00,9.6875,9.6875,9.6875,3.858041763305664,2000,0.0,
2000-03-15 00:00:00+00:00,9.5,9.5,9.5,3.783370733261109,600,0.0,
2000-03-16 00:00:00+00:00,9.5,9.5,9.5,3.783370733261109,0,0.0,
2000-03-17 00:00:00+00:00,9.5,9.5,9.5,3.783370733261109,0,0.0,
2000-03-20 00:00:00+00:00,9.5,9.625,9.4375,3.833150863647461,1000,0.0,
2000-03-21 00:00:00+00:00,9.625,9.625,9.625,3.833150863647461,0,0.0,
2000-03-22 00:00:00+00:00,9.625,9.625,9.625,3.833150863647461,0,0.0,
2000-03-23 00:00:00+00:00,10.25,10.25,10.25,4.082056999206543,2400,0.0,
2000-03-24 00:00:00+00:00,10.25,10.25,10.25,4.082056999206543,0,0.0,
2000-03-27 00:00:00+00:00,10.25,10.25,10.25,4.082056999206543,0,0.0,
2000-03-28 00:00:00+00:00,10.25,10.25,10.25,4.082056999206543,0,0.0,
2000-03-29 00:00:00+00:00,10.25,10.25,10.25,4.082056999206543,0,0.0,
2000-03-30 00:00:00+00:00,9.375,9.375,9.375,3.7335898876190186,200,0.0,
2000-03-31 00:00:00+00:00,9.4375,9.4375,9.4375,3.758479595184326,1000,0.0,
2000-04-03 00:00:00+00:00,9.375,9.375,9.375,3.7335898876190186,400,0.0,
2000-04-04 00:00:00+00:00,9.375,9.375,9.375,3.7335898876190186,0,0.0,
2000-04-05 00:00:00+00:00,9.375,9.375,9.375,3.7335898876190186,1200,0.0,
2000-04-06 00:00:00+00:00,9.375,9.375,9.375,3.7335898876190186,0,0.0,
2000-04-07 00:00:00+00:00,9.375,9.375,9.375,3.7335898876190186,0,0.0,
2000-04-10 00:00:00+00:00,9.375,9.375,9.375,3.7335898876190186,0,0.0,
2000-04-11 00:00:00+00:00,9.375,9.375,9.375,3.7335898876190186,0,0.0,
2000-04-12 00:00:00+00:00,9.5,9.5,9.5,3.783370733261109,800,0.0,
2000-04-13 00:00:00+00:00,9.5,9.5,9.5,3.783370733261109,0,0.0,
2000-04-14 00:00:00+00:00,9.375,9.375,7.5,3.0864336490631104,8000,0.0,
2000-04-17 00:00:00+00:00,8.5,8.5,8.5,3.385119915008545,200,0.0,
2000-04-18 00:00:00+00:00,8.5,8.5,8.5,3.385119915008545,0,0.0,
2000-04-19 00:00:00+00:00,8.25,8.25,8.25,3.2855591773986816,4000,0.0,
2000-04-20 00:00:00+00:00,8.25,8.25,8.25,3.2855591773986816,0,0.0,
2000-04-24 00:00:00+00:00,8.1875,8.1875,8.1875,3.2606678009033203,400,0.0,
2000-04-25 00:00:00+00:00,8.5,8.75,8.375,3.484683036804199,800,0.0,
2000-04-26 00:00:00+00:00,8.25,8.25,8.25,3.2855591773986816,2200,0.0,
2000-04-27 00:00:00+00:00,8.25,8.25,8.25,3.2855591773986816,0,0.0,
2000-04-28 00:00:00+00:00,8.25,8.25,8.25,3.2855591773986816,0,0.0,
2000-05-01 00:00:00+00:00,8.5,8.5,8.1875,3.2606678009033203,2400,0.0,
2000-05-02 00:00:00+00:00,8.75,8.75,8.375,3.410010814666748,1800,0.0,
2000-05-03 00:00:00+00:00,8.5625,8.5625,8.5625,3.410010814666748,0,0.0,
2000-05-04 00:00:00+00:00,8.5625,8.5625,8.5625,3.410010814666748,0,0.0,
2000-05-05 00:00:00+00:00,8.1875,8.1875,8.1875,3.2606678009033203,1000,0.0,
2000-05-08 00:00:00+00:00,8.5,8.5,8.5,3.385119915008545,4000,0.0,
2000-05-09 00:00:00+00:00,8.625,8.625,8.625,3.434900999069214,400,0.0,
2000-05-10 00:00:00+00:00,8.625,8.625,8.625,3.434900999069214,0,0.0,
2000-05-11 00:00:00+00:00,8.5,8.5,8.0,3.1859962940216064,8200,0.0,
