date,ROG_Open,ROG_High,ROG_Low,ROG_Close,ROG_Volume,ROG_Dividends,ROG_Stock Splits
1980-03-17 00:00:00+00:00,4.9375,5.0625,4.9375,4.9000749588012695,8800,0.0,
1980-03-18 00:00:00+00:00,4.9375,4.9375,4.8125,4.807621002197266,14000,0.0,
1980-03-19 00:00:00+00:00,4.875,5.1875,4.8125,5.054165840148926,22000,0.0,
1980-03-20 00:00:00+00:00,5.125,5.40625,5.0625,5.331528186798096,21600,0.0,
1980-03-21 00:00:00+00:00,5.25,5.25,5.25,5.177438259124756,4000,0.0,
1980-03-24 00:00:00+00:00,5.15625,5.15625,4.6875,4.715167045593262,30800,0.0,
1980-03-25 00:00:00+00:00,4.78125,4.84375,4.71875,4.684348583221436,27200,0.0,
1980-03-26 00:00:00+00:00,4.75,4.8125,4.71875,4.653530597686768,8800,0.0,
1980-03-27 00:00:00+00:00,4.625,4.625,4.25,4.376168251037598,50800,0.0,
1980-03-28 00:00:00+00:00,4.71875,4.9375,4.71875,4.745984554290772,52000,0.0,
1980-03-31 00:00:00+00:00,4.8125,4.875,4.75,4.684348583221436,9200,0.0,
1980-04-01 00:00:00+00:00,4.75,4.9375,4.75,4.869257926940918,4800,0.0,
1980-04-02 00:00:00+00:00,4.9375,4.96875,4.625,4.9000749588012695,69600,0.0,
1980-04-03 00:00:00+00:00,4.96875,5.0,4.875,4.83843994140625,4400,0.0,
1980-04-07 00:00:00+00:00,4.84375,4.84375,4.6875,4.622713565826416,2800,0.0,
1980-04-08 00:00:00+00:00,4.65625,4.65625,4.46875,4.591894626617432,29200,0.0,
1980-04-09 00:00:00+00:00,4.6875,5.1875,4.6875,5.115801811218262,35600,0.0,
1980-04-10 00:00:00+00:00,5.3125,5.5625,5.3125,5.423982620239258,46400,0.0,
1980-04-11 00:00:00+00:00,5.5,5.59375,5.40625,5.423982620239258,12400,0.0,
1980-04-14 00:00:00+00:00,5.40625,5.40625,5.375,5.331528186798096,3200,0.0,
1980-04-15 00:00:00+00:00,5.34375,5.34375,5.25,5.177438259124756,11200,0.0,
1980-04-16 00:00:00+00:00,5.15625,5.15625,4.84375,4.776803493499756,19600,0.0,
1980-04-17 00:00:00+00:00,4.6875,4.6875,4.6875,4.622713565826416,8800,0.0,
1980-04-18 00:00:00+00:00,4.65625,4.65625,4.5625,4.499440670013428,4400,0.0,
1980-04-21 00:00:00+00:00,4.5625,4.59375,4.5625,4.499440670013428,1200,0.0,
1980-04-22 00:00:00+00:00,4.625,5.15625,4.625,5.08498477935791,35200,0.0,
1980-04-23 00:00:00+00:00,5.15625,5.3125,5.125,5.054165840148926,77200,0.0,
1980-04-24 00:00:00+00:00,5.125,5.3125,5.125,5.239074230194092,10400,0.0,
1980-04-25 00:00:00+00:00,5.3125,5.59375,5.1875,5.51643705368042,86000,0.0,
1980-04-28 00:00:00+00:00,5.59375,5.59375,5.4375,5.36234712600708,30800,0.0,
1980-04-29 00:00:00+00:00,5.4375,5.875,5.375,5.793799877166748,57600,0.0,
1980-04-30 00:00:00+00:00,5.875,5.9375,5.75,5.855436325073242,14400,0.0,
1980-05-01 00:00:00+00:00,5.875,5.875,5.5625,5.670527935028076,19600,0.0,
1980-05-02 00:00:00+00:00,5.71875,5.71875,5.375,5.39316463470459,22800,0.0,
1980-05-05 00:00:00+00:00,5.40625,5.40625,5.25,5.208256244659424,8800,0.0,
1980-05-06 00:00:00+00:00,5.28125,5.3125,5.21875,5.177438259124756,1600,0.0,
1980-05-07 00:00:00+00:00,5.25,5.4375,5.15625,5.36234712600708,66400,0.0,
1980-05-08 00:00:00+00:00,5.46875,5.8125,5.46875,5.73216438293457,80000,0.0,
1980-05-09 00:00:00+00:00,5.8125,5.96875,5.71875,5.886253833770752,46000,0.0,
1980-05-12 00:00:00+00:00,5.9375,5.9375,5.75,5.76298189163208,22000,0.0,
1980-05-13 00:00:00+00:00,5.84375,5.9375,5.75,5.855436325073242,42400,0.0,
1980-05-14 00:00:00+00:00,5.9375,6.125,5.90625,5.91707181930542,14000,0.0,
1980-05-15 00:00:00+00:00,6.0,6.09375,5.9375,5.91707181930542,54800,0.0,
1980-05-16 00:00:00+00:00,6.0,6.0625,5.875,5.855436325073242,23600,0.0,
1980-05-19 00:00:00+00:00,5.9375,6.0625,5.9375,5.855436325073242,17600,0.0,
1980-05-20 00:00:00+00:00,5.9375,6.1875,5.90625,6.101980686187744,107600,0.0,
1980-05-21 00:00:00+00:00,6.1875,6.3125,6.03125,6.225253582000732,70400,0.0,
1980-05-22 00:00:00+00:00,6.3125,6.6875,6.3125,6.41016149520874,35200,0.0,
1980-05-23 00:00:00+00:00,6.5,6.59375,6.4375,6.502615928649902,48400,0.0,
1980-05-27 00:00:00+00:00,6.5625,6.5625,6.4375,6.379343509674072,17200,0.0,
1980-05-28 00:00:00+00:00,6.4375,6.4375,6.375,6.286889553070068,3600,0.0,
1980-05-29 00:00:00+00:00,6.34375,6.34375,6.1875,6.194435119628906,29600,0.0,
1980-05-30 00:00:00+00:00,6.28125,6.28125,6.0625,6.163616180419922,54800,0.0,
1980-06-02 00:00:00+00:00,6.25,6.25,6.1875,6.13279914855957,5600,0.0,
1980-06-03 00:00:00+00:00,6.15625,6.15625,6.03125,6.009526252746582,33600,0.0,
1980-06-04 00:00:00+00:00,6.09375,6.125,5.90625,5.947889804840088,26000,0.0,
1980-06-05 00:00:00+00:00,6.03125,6.125,5.96875,5.886253833770752,32000,0.0,
1980-06-06 00:00:00+00:00,5.96875,6.0,5.9375,5.855436325073242,2800,0.0,
1980-06-09 00:00:00+00:00,5.9375,5.9375,5.8125,5.76298189163208,17600,0.0,
1980-06-10 00:00:00+00:00,5.8125,5.8125,5.3125,5.423982620239258,81200,0.0,
1980-06-11 00:00:00+00:00,5.5,5.75,5.375,5.670527935028076,38000,0.0,
1980-06-12 00:00:00+00:00,5.65625,5.65625,5.5,5.423982620239258,12000,0.0,
1980-06-13 00:00:00+00:00,5.5,5.625,5.5,5.547255039215088,4800,0.0,
1980-06-16 00:00:00+00:00,5.5625,5.5625,5.40625,5.423982620239258,23600,0.0,
1980-06-17 00:00:00+00:00,5.5,5.53125,5.25,5.36234712600708,49200,0.0,
1980-06-18 00:00:00+00:00,5.4375,5.53125,5.25,5.177438259124756,23600,0.0,
1980-06-19 00:00:00+00:00,5.3125,5.4375,5.3125,5.36234712600708,13600,0.0,
1980-06-20 00:00:00+00:00,5.4375,5.4375,5.3125,5.331528186798096,16400,0.0,
1980-06-23 00:00:00+00:00,5.40625,5.46875,5.1875,5.208256244659424,29200,0.0,
1980-06-24 00:00:00+00:00,5.28125,5.4375,5.21875,5.269892692565918,33600,0.0,
1980-06-25 00:00:00+00:00,5.34375,5.40625,5.25,5.177438259124756,50400,0.0,
1980-06-26 00:00:00+00:00,5.25,5.3125,5.25,5.177438259124756,14800,0.0,
1980-06-27 00:00:00+00:00,5.21875,5.21875,5.0625,5.023347854614258,18400,0.0,
1980-06-30 00:00:00+00:00,5.09375,5.1875,4.6875,5.115801811218262,60400,0.0,
1980-07-01 00:00:00+00:00,5.125,5.125,4.96875,5.023347854614258,34800,0.0,
1980-07-02 00:00:00+00:00,5.09375,5.09375,4.96875,4.9308929443359375,8800,0.0,
1980-07-03 00:00:00+00:00,5.0,5.0,4.9375,4.9000749588012695,11600,0.0,
1980-07-07 00:00:00+00:00,4.96875,5.09375,4.84375,5.023347854614258,48800,0.0,
1980-07-08 00:00:00+00:00,5.09375,5.34375,5.0,5.269892692565918,77200,0.0,
1980-07-09 00:00:00+00:00,5.34375,5.59375,5.34375,5.454800605773926,17600,0.0,
1980-07-10 00:00:00+00:00,5.53125,5.5625,5.3125,5.239074230194092,46000,0.0,
1980-07-11 00:00:00+00:00,5.3125,5.40625,5.28125,5.300710201263428,10000,0.0,
1980-07-14 00:00:00+00:00,5.34375,5.34375,5.28125,5.208256244659424,12400,0.0,
1980-07-15 00:00:00+00:00,5.28125,5.3125,5.0625,5.054165840148926,80400,0.0,
1980-07-16 00:00:00+00:00,5.125,5.25,5.125,5.177438259124756,18400,0.0,
1980-07-17 00:00:00+00:00,5.25,5.3125,5.25,5.239074230194092,6000,0.0,
1980-07-18 00:00:00+00:00,5.3125,5.34375,5.25,5.269892692565918,11200,0.0,
1980-07-21 00:00:00+00:00,5.3125,5.3125,5.125,5.115801811218262,24800,0.0,
1980-07-22 00:00:00+00:00,5.1875,5.40625,5.125,5.331528186798096,27200,0.0,
1980-07-23 00:00:00+00:00,5.40625,5.46875,5.34375,5.39316463470459,8800,0.0,
1980-07-24 00:00:00+00:00,5.46875,5.5,5.40625,5.39316463470459,13600,0.0,
1980-07-25 00:00:00+00:00,5.46875,5.5625,5.34375,5.485618591308594,9600,0.0,
1980-07-28 00:00:00+00:00,5.53125,5.53125,5.4375,5.423982620239258,12800,0.0,
1980-07-29 00:00:00+00:00,5.5,5.53125,5.4375,5.454800605773926,3600,0.0,
1980-07-30 00:00:00+00:00,5.5625,5.84375,5.5625,5.670527935028076,38400,0.0,
1980-07-31 00:00:00+00:00,5.75,5.96875,5.75,5.793799877166748,28400,0.0,
1980-08-01 00:00:00+00:00,5.875,5.9375,5.78125,5.76298189163208,10400,0.0,
1980-08-04 00:00:00+00:00,5.84375,6.03125,5.71875,5.91707181930542,16400,0.0,
1980-08-05 00:00:00+00:00,6.0,6.28125,5.90625,6.13279914855957,30000,0.0,
1980-08-06 00:00:00+00:00,6.21875,6.25,6.09375,6.040344715118408,11600,0.0,
1980-08-07 00:00:00+00:00,6.125,6.25,6.125,6.163616180419922,16400,0.0,
1980-08-08 00:00:00+00:00,6.25,6.5,6.1875,6.286889553070068,69200,0.0,
1980-08-11 00:00:00+00:00,6.375,6.46875,6.3125,6.379343509674072,76400,0.0,
1980-08-12 00:00:00+00:00,6.40625,6.40625,6.21875,6.13279914855957,8400,0.0,
1980-08-13 00:00:00+00:00,6.125,6.125,5.9375,5.855436325073242,15200,0.0,
1980-08-14 00:00:00+00:00,5.96875,6.3125,5.96875,6.225253582000732,15600,0.0,
1980-08-15 00:00:00+00:00,6.3125,6.46875,6.3125,6.348525047302246,36000,0.0,
1980-08-18 00:00:00+00:00,6.3125,6.3125,6.25,6.163616180419922,32000,0.0,
1980-08-19 00:00:00+00:00,6.25,6.25,6.09375,6.009526252746582,4000,0.0,
1980-08-20 00:00:00+00:00,6.09375,6.09375,6.03125,5.947889804840088,1200,0.0,
1980-08-21 00:00:00+00:00,6.03125,6.0625,6.0,5.91707181930542,1600,0.0,
1980-08-22 00:00:00+00:00,6.0,6.125,5.90625,5.855436325073242,31600,0.0,
1980-08-25 00:00:00+00:00,5.90625,5.90625,5.75,5.824617862701416,9200,0.0,
1980-08-26 00:00:00+00:00,5.9375,6.1875,5.9375,5.978708267211914,26000,0.0,
1980-08-27 00:00:00+00:00,6.03125,6.03125,5.96875,5.886253833770752,4800,0.0,
1980-08-28 00:00:00+00:00,6.03125,6.125,6.03125,5.978708267211914,35200,0.0,
1980-08-29 00:00:00+00:00,6.0625,6.09375,6.0,6.009526252746582,8800,0.0,
1980-09-02 00:00:00+00:00,6.09375,6.25,6.0625,6.101980686187744,71600,0.0,
1980-09-03 00:00:00+00:00,6.1875,6.3125,6.1875,6.101980686187744,8400,0.0,
1980-09-04 00:00:00+00:00,6.125,6.125,5.75,5.670527935028076,42400,0.0,
1980-09-05 00:00:00+00:00,5.75,5.8125,5.53125,5.454800605773926,89600,0.0,
1980-09-08 00:00:00+00:00,5.53125,5.53125,5.125,5.08498477935791,65200,0.0,
1980-09-09 00:00:00+00:00,5.15625,5.3125,4.90625,4.9000749588012695,104000,0.0,
1980-09-10 00:00:00+00:00,5.03125,5.5625,5.03125,5.423982620239258,40800,0.0,
1980-09-11 00:00:00+00:00,5.625,5.65625,5.625,5.547255039215088,8800,0.0,
1980-09-12 00:00:00+00:00,5.625,5.8125,5.625,5.547255039215088,19600,0.0,
1980-09-15 00:00:00+00:00,5.53125,5.53125,5.4375,5.36234712600708,8800,0.0,
1980-09-16 00:00:00+00:00,5.5,5.625,5.5,5.485618591308594,8400,0.0,
1980-09-17 00:00:00+00:00,5.5625,5.84375,5.5,5.73216438293457,33600,0.0,
1980-09-18 00:00:00+00:00,5.8125,5.875,5.71875,5.639709949493408,13600,0.0,
1980-09-19 00:00:00+00:00,5.71875,5.8125,5.53125,5.454800605773926,28000,0.0,
1980-09-22 00:00:00+00:00,5.53125,5.53125,5.4375,5.423982620239258,6800,0.0,
1980-09-23 00:00:00+00:00,5.5,5.5625,5.5,5.423982620239258,4000,0.0,
