date,COHN_Open,COHN_High,COHN_Low,COHN_Close,COHN_Volume,COHN_Dividends,COHN_Stock Splits
2004-03-17 00:00:00+00:00,1275.0,1283.0,1245.0,329.40478515625,31274,0.0,
2004-03-18 00:00:00+00:00,1275.0,1295.0,1265.0,333.28009033203125,5512,0.0,
2004-03-19 00:00:00+00:00,1291.0,1295.0,1283.0,331.4716796875,889,0.0,
2004-03-22 00:00:00+00:00,1283.0,1283.0,1269.0,329.1464233398437,1314,0.0,
2004-03-23 00:00:00+00:00,1271.0,1275.0,1270.0,329.40478515625,824,0.0,
2004-03-24 00:00:00+00:00,1280.0,1285.0,1277.0,331.4716796875,350,0.0,
2004-03-25 00:00:00+00:00,1283.0,1284.0,1280.0,330.696533203125,292,0.0,
2004-03-26 00:00:00+00:00,1280.0,1280.0,1276.0,330.4381103515625,732,0.0,
2004-03-29 00:00:00+00:00,1278.0,1278.0,1275.0,329.6631774902344,56,0.0,
2004-03-30 00:00:00+00:00,1277.0,1278.0,1274.0,330.1798400878906,463,0.0,
2004-03-31 00:00:00+00:00,1275.0,1275.0,1265.0,326.82110595703125,459,0.0,
2004-04-01 00:00:00+00:00,1265.0,1268.0,1264.0,327.33795166015625,250,0.0,
2004-04-02 00:00:00+00:00,1265.0,1266.0,1240.0,323.2041320800781,452,0.0,
2004-04-05 00:00:00+00:00,1250.0,1251.0,1210.0,314.9368591308594,1997,0.0,
2004-04-06 00:00:00+00:00,1219.0,1238.0,1205.0,311.5780944824219,903,0.0,
2004-04-07 00:00:00+00:00,1206.0,1206.0,1160.0,302.0189208984375,1076,0.0,
2004-04-08 00:00:00+00:00,1165.0,1166.0,1145.0,300.4687194824219,1841,0.0,
2004-04-12 00:00:00+00:00,1163.0,1163.0,1142.0,296.85186767578125,1633,0.0,
2004-04-13 00:00:00+00:00,1150.0,1170.0,1145.0,302.2771911621094,501,0.0,
2004-04-14 00:00:00+00:00,1175.0,1175.0,1165.0,301.243896484375,531,0.0,
2004-04-15 00:00:00+00:00,1166.0,1185.0,1165.0,306.1527709960937,499,0.0,
2004-04-16 00:00:00+00:00,1186.0,1190.0,1180.0,307.1860656738281,113,0.0,
2004-04-19 00:00:00+00:00,1188.0,1188.0,1178.0,304.3441162109375,149,0.0,
2004-04-20 00:00:00+00:00,1179.0,1182.0,1177.0,304.0858459472656,122,0.0,
2004-04-21 00:00:00+00:00,1179.0,1179.0,1165.0,300.98553466796875,48,0.0,
2004-04-22 00:00:00+00:00,1160.0,1169.0,1150.0,302.0189208984375,239,0.0,
2004-04-23 00:00:00+00:00,1168.0,1168.0,1124.0,296.5934753417969,269,0.0,
2004-04-26 00:00:00+00:00,1146.0,1146.0,1140.0,294.7849426269531,98,0.0,
2004-04-27 00:00:00+00:00,1140.0,1149.0,1125.0,294.5265808105469,409,0.0,
2004-04-28 00:00:00+00:00,1139.0,1143.0,1120.0,292.9765014648437,266,0.0,
2004-04-29 00:00:00+00:00,1130.0,1135.0,1090.0,288.0677185058594,474,0.0,
2004-04-30 00:00:00+00:00,1115.0,1125.0,1100.0,286.5175476074219,442,0.0,
2004-05-03 00:00:00+00:00,1105.0,1108.0,1090.0,285.4841613769531,724,0.0,
2004-05-04 00:00:00+00:00,1115.0,1118.0,1091.0,284.1923522949219,220,0.0,
2004-05-05 00:00:00+00:00,1104.0,1107.0,1091.0,285.4841613769531,845,0.0,
2004-05-06 00:00:00+00:00,1106.0,1108.0,1095.0,284.9674377441406,288,0.0,
2004-05-07 00:00:00+00:00,1100.0,1100.0,1075.0,279.0252380371094,160,0.0,
2004-05-10 00:00:00+00:00,1080.0,1080.0,1045.0,272.3080139160156,1021,0.0,
2004-05-11 00:00:00+00:00,1050.0,1050.0,1015.0,264.815673828125,299,0.0,
2004-05-12 00:00:00+00:00,1024.0,1025.0,1010.0,264.2988586425781,1007,0.0,
2004-05-13 00:00:00+00:00,1020.0,1024.0,1010.0,260.9402160644531,408,0.0,
2004-05-14 00:00:00+00:00,1010.0,1014.0,990.0,258.09832763671875,667,0.0,
2004-05-17 00:00:00+00:00,1000.0,1015.0,990.0,258.09832763671875,185,0.0,
2004-05-18 00:00:00+00:00,1000.0,1000.0,990.0,256.8065795898437,308,0.0,
2004-05-19 00:00:00+00:00,990.0,1005.0,990.0,257.83990478515625,178,0.0,
2004-05-20 00:00:00+00:00,998.0,1000.0,995.0,257.0648498535156,37,0.0,
2004-05-21 00:00:00+00:00,994.0,1000.0,990.0,255.7731475830078,71,0.0,
2004-05-24 00:00:00+00:00,994.0,994.0,989.0,255.7731475830078,74,0.0,
2004-05-25 00:00:00+00:00,1000.0,1025.0,1000.0,264.815673828125,494,0.0,
2004-05-26 00:00:00+00:00,1027.0,1050.0,1025.0,269.982666015625,411,0.0,
2004-05-27 00:00:00+00:00,1046.0,1046.0,1021.0,266.1073913574219,98,0.0,
2004-05-28 00:00:00+00:00,1035.0,1043.0,1030.0,269.4660339355469,42,0.0,
2004-06-01 00:00:00+00:00,1044.0,1044.0,1040.0,268.6910095214844,85,0.0,
2004-06-02 00:00:00+00:00,1036.0,1041.0,1035.0,268.6910095214844,20,0.0,
