date,DHCNI_Open,DHCNI_High,DHCNI_Low,DHCNI_Close,DHCNI_Volume,DHCNI_Dividends,DHCNI_Stock Splits
2012-07-23 00:00:00+00:00,24.34000015258789,24.34000015258789,23.75,10.778443336486816,520400,0.0,
2012-07-24 00:00:00+00:00,24.040000915527344,24.46999931335449,23.81999969482422,10.927574157714844,504200,0.0,
2012-07-25 00:00:00+00:00,24.26000022888184,24.31999969482422,24.0,10.95017147064209,366500,0.0,
2012-07-26 00:00:00+00:00,24.399999618530277,24.399999618530277,24.100000381469727,10.914018630981444,239000,0.0,
2012-07-27 00:00:00+00:00,24.18000030517578,24.290000915527344,24.149999618530277,10.959210395812988,207500,0.0,
2012-07-30 00:00:00+00:00,24.299999237060547,24.299999237060547,24.149999618530277,10.963729858398438,185600,0.0,
2012-07-31 00:00:00+00:00,24.350000381469727,24.5,24.209999084472656,11.07219123840332,293500,0.0,
2012-08-01 00:00:00+00:00,24.5,24.51000022888184,24.350000381469727,11.049595832824709,146700,0.0,
2012-08-02 00:00:00+00:00,24.3799991607666,24.479999542236328,24.350000381469727,11.027000427246094,135700,0.0,
2012-08-03 00:00:00+00:00,24.450000762939453,24.459999084472656,24.26000022888184,10.999886512756348,132900,0.0,
2012-08-06 00:00:00+00:00,24.31999969482422,24.38999938964844,24.290000915527344,11.004402160644531,105500,0.0,
2012-08-07 00:00:00+00:00,24.38999938964844,24.450000762939453,24.309999465942383,11.017961502075195,134200,0.0,
2012-08-08 00:00:00+00:00,24.309999465942383,24.399999618530277,24.270000457763672,11.022482872009276,206700,0.0,
2012-08-09 00:00:00+00:00,24.399999618530277,24.399999618530277,24.299999237060547,10.99084758758545,158100,0.0,
2012-08-10 00:00:00+00:00,24.31999969482422,24.350000381469727,24.25,10.963729858398438,118500,0.0,
2012-08-13 00:00:00+00:00,24.31999969482422,24.32999992370605,24.149999618530277,10.93661403656006,206900,0.0,
2012-08-14 00:00:00+00:00,24.190000534057617,24.200000762939453,23.93000030517578,10.84622859954834,262500,0.0,
2012-08-15 00:00:00+00:00,23.88999938964844,24.049999237060547,23.88999938964844,10.86430549621582,238900,0.0,
2012-08-16 00:00:00+00:00,24.040000915527344,24.100000381469727,23.8700008392334,10.823633193969728,128700,0.0,
2012-08-17 00:00:00+00:00,23.700000762939453,23.790000915527344,23.5,10.733243942260742,265900,0.0,
2012-08-20 00:00:00+00:00,23.799999237060547,23.84000015258789,23.6200008392334,10.746806144714355,207800,0.0,
2012-08-21 00:00:00+00:00,23.809999465942383,23.809999465942383,23.68000030517578,10.728727340698242,146100,0.0,
2012-08-22 00:00:00+00:00,23.770000457763672,23.780000686645508,23.6200008392334,10.719690322875977,111600,0.0,
2012-08-23 00:00:00+00:00,23.770000457763672,23.850000381469727,23.71999931335449,10.760363578796388,95700,0.0,
2012-08-24 00:00:00+00:00,23.850000381469727,24.0,23.82999992370605,10.810072898864746,103600,0.0,
2012-08-27 00:00:00+00:00,23.959999084472656,24.049999237060547,23.8799991607666,10.832669258117676,62500,0.0,
2012-08-28 00:00:00+00:00,24.0,24.18000030517578,23.989999771118164,10.918540000915527,100900,0.0,
2012-08-29 00:00:00+00:00,24.190000534057617,24.440000534057617,24.15999984741211,11.008922576904297,153600,0.0,
2012-08-30 00:00:00+00:00,24.38999938964844,24.450000762939453,24.34000015258789,11.031518936157228,127300,0.0,
2012-08-31 00:00:00+00:00,24.440000534057617,24.450000762939453,24.149999618530277,10.914018630981444,100900,0.0,
2012-09-04 00:00:00+00:00,24.280000686645508,24.440000534057617,24.280000686645508,11.022482872009276,70300,0.0,
2012-09-05 00:00:00+00:00,24.450000762939453,24.5,24.1200008392334,11.031518936157228,187400,0.0,
2012-09-06 00:00:00+00:00,24.399999618530277,24.5,24.309999465942383,11.027000427246094,123400,0.0,
2012-09-07 00:00:00+00:00,24.489999771118164,24.549999237060547,24.290000915527344,11.09478759765625,82900,0.0,
2012-09-10 00:00:00+00:00,24.5,24.540000915527344,24.34000015258789,11.036040306091309,121100,0.0,
