date,GVA_Open,GVA_High,GVA_Low,GVA_Close,GVA_Volume,GVA_Dividends,GVA_Stock Splits
1990-04-20 00:00:00+00:00,0.0,5.481481075286865,5.259259223937988,3.245677709579468,7090200,0.0,
1990-04-23 00:00:00+00:00,0.0,5.407406806945801,5.185184955596924,3.223139762878418,1452263,0.0,
1990-04-24 00:00:00+00:00,0.0,5.333333015441895,5.185184955596924,3.1555182933807373,711788,0.0,
1990-04-25 00:00:00+00:00,0.0,5.333333015441895,5.111111164093018,3.1555182933807373,734738,0.0,
1990-04-26 00:00:00+00:00,0.0,5.333333015441895,5.111111164093018,3.1555182933807373,467775,0.0,
1990-04-27 00:00:00+00:00,0.0,5.333333015441895,5.111111164093018,3.110440731048584,548438,0.0,
1990-04-30 00:00:00+00:00,0.0,5.259259223937988,5.111111164093018,3.1555182933807373,55350,0.0,
1990-05-01 00:00:00+00:00,0.0,5.259259223937988,5.111111164093018,3.110440731048584,92475,0.0,
1990-05-02 00:00:00+00:00,0.0,5.259259223937988,5.111111164093018,3.132981061935425,415463,0.0,
1990-05-03 00:00:00+00:00,0.0,5.259259223937988,5.111111164093018,3.110440731048584,157613,0.0,
1990-05-04 00:00:00+00:00,0.0,5.259259223937988,5.111111164093018,3.132981061935425,167738,0.0,
1990-05-07 00:00:00+00:00,0.0,5.259259223937988,5.185184955596924,3.1555182933807373,182250,0.0,
1990-05-08 00:00:00+00:00,0.0,5.481481075286865,5.185184955596924,3.335834264755249,274725,0.0,
1990-05-09 00:00:00+00:00,0.0,5.481481075286865,5.259259223937988,3.245677709579468,349650,0.0,
1990-05-10 00:00:00+00:00,0.0,5.555555820465088,5.259259223937988,3.335834264755249,494438,0.0,
1990-05-11 00:00:00+00:00,0.0,6.148148059844971,5.407406806945801,3.651386260986328,653738,0.0,
1990-05-14 00:00:00+00:00,0.0,6.074073791503906,5.629630088806152,3.425994634628296,371925,0.0,
1990-05-15 00:00:00+00:00,0.0,5.925926208496094,5.703703880310059,3.5837671756744385,221063,0.0,
1990-05-16 00:00:00+00:00,0.0,5.925926208496094,5.703703880310059,3.516151666641236,280125,0.0,
