date,JAKK_Open,JAKK_High,JAKK_Low,JAKK_Close,JAKK_Volume,JAKK_Dividends,JAKK_Stock Splits
1996-05-02 00:00:00+00:00,44.16666793823242,51.66666793823242,43.33333206176758,47.51364517211914,83610,0.0,
1996-05-03 00:00:00+00:00,50.0,54.16666793823242,46.66666793823242,47.51364517211914,48270,0.0,
1996-05-06 00:00:00+00:00,56.66666793823242,56.66666793823242,46.66666793823242,44.3460693359375,13110,0.0,
1996-05-07 00:00:00+00:00,46.66666793823242,52.5,46.66666793823242,45.92985534667969,7665,0.0,
1996-05-08 00:00:00+00:00,46.66666793823242,50.0,46.66666793823242,44.3460693359375,9930,0.0,
1996-05-09 00:00:00+00:00,46.66666793823242,49.16666793823242,46.66666793823242,46.3258056640625,7605,0.0,
1996-05-10 00:00:00+00:00,46.66666793823242,49.79166793823242,46.66666793823242,45.92985534667969,15060,0.0,
1996-05-13 00:00:00+00:00,49.79166793823242,50.0,48.75,46.3258056640625,7410,0.0,
1996-05-14 00:00:00+00:00,48.75,50.0,47.5,45.53390502929688,15810,0.0,
1996-05-15 00:00:00+00:00,47.5,49.16666793823242,47.5,45.53390502929688,13560,0.0,
1996-05-16 00:00:00+00:00,49.16666793823242,51.66666793823242,47.5,48.30553436279297,15825,0.0,
1996-05-17 00:00:00+00:00,50.83333206176758,51.66666793823242,49.16666793823242,46.72175216674805,10230,0.0,
1996-05-20 00:00:00+00:00,51.66666793823242,51.66666793823242,48.33333206176758,46.72175216674805,3645,0.0,
1996-05-21 00:00:00+00:00,50.0,51.66666793823242,48.33333206176758,45.92985534667969,3495,0.0,
1996-05-22 00:00:00+00:00,50.83333206176758,50.83333206176758,48.33333206176758,45.92985534667969,8190,0.0,
1996-05-23 00:00:00+00:00,48.33333206176758,50.83333206176758,48.33333206176758,45.92985534667969,6825,0.0,
1996-05-24 00:00:00+00:00,50.83333206176758,50.83333206176758,47.5,48.30553436279297,9885,0.0,
1996-05-28 00:00:00+00:00,50.83333206176758,53.33333206176758,48.33333206176758,45.92985534667969,22425,0.0,
