date,BUSE_Open,BUSE_High,BUSE_Low,BUSE_Close,BUSE_Volume,BUSE_Dividends,BUSE_Stock Splits
1998-10-06 00:00:00+00:00,37.0,38.0,37.0,15.954673767089844,250,0.0,
1998-10-07 00:00:00+00:00,38.0,38.0,38.0,15.954673767089844,750,0.0,
1998-10-08 00:00:00+00:00,38.0,38.0,38.0,15.954673767089844,0,0.0,
1998-10-09 00:00:00+00:00,38.0,38.0,37.0,15.534807205200195,2600,0.0,
1998-10-12 00:00:00+00:00,38.25,38.25,38.0,15.954673767089844,1950,0.0,
1998-10-13 00:00:00+00:00,38.5,38.5,38.5,16.164596557617188,300,0.0,
1998-10-14 00:00:00+00:00,37.0,37.0,37.0,15.534807205200195,50,0.0,
1998-10-15 00:00:00+00:00,37.0,37.0,37.0,15.534807205200195,0,0.0,
1998-10-16 00:00:00+00:00,38.0,38.25,38.0,16.041372299194336,300,0.2,
1998-10-19 00:00:00+00:00,38.0,38.0,38.0,16.041372299194336,50,0.0,
1998-10-20 00:00:00+00:00,37.5,38.0,36.5,16.041372299194336,400,0.0,
1998-10-21 00:00:00+00:00,38.0,38.0,38.0,16.041372299194336,0,0.0,
1998-10-22 00:00:00+00:00,38.0,38.0,36.75,15.513696670532228,700,0.0,
1998-10-23 00:00:00+00:00,36.5,38.0,36.5,16.041372299194336,1400,0.0,
1998-10-26 00:00:00+00:00,36.75,37.5,36.75,15.830289840698242,750,0.0,
1998-10-27 00:00:00+00:00,37.5,37.5,37.5,15.830289840698242,0,0.0,
1998-10-28 00:00:00+00:00,37.5,37.5,37.5,15.830289840698242,0,0.0,
1998-10-29 00:00:00+00:00,38.0,38.0,37.5,15.830289840698242,14700,0.0,
1998-10-30 00:00:00+00:00,37.5,37.5,36.0,15.197091102600098,900,0.0,
1998-11-02 00:00:00+00:00,37.5,37.5,37.5,15.830289840698242,350,0.0,
1998-11-03 00:00:00+00:00,37.5,37.5,36.0,15.197091102600098,1650,0.0,
1998-11-04 00:00:00+00:00,38.0,38.0,37.5,15.830289840698242,2200,0.0,
1998-11-05 00:00:00+00:00,37.5,37.5,37.5,15.830289840698242,1500,0.0,
1998-11-06 00:00:00+00:00,37.25,37.25,37.25,15.724777221679688,100,0.0,
1998-11-09 00:00:00+00:00,37.25,37.25,37.25,15.724777221679688,100,0.0,
1998-11-10 00:00:00+00:00,37.25,37.25,37.25,15.724777221679688,0,0.0,
1998-11-11 00:00:00+00:00,37.25,37.25,37.25,15.724777221679688,100,0.0,
1998-11-12 00:00:00+00:00,36.5,36.5,36.5,15.408159255981444,550,0.0,
1998-11-13 00:00:00+00:00,36.5,36.5,36.5,15.408159255981444,0,0.0,
1998-11-16 00:00:00+00:00,37.25,37.25,37.25,15.724777221679688,150,0.0,
1998-11-17 00:00:00+00:00,37.25,37.25,36.25,15.302629470825195,700,0.0,
1998-11-18 00:00:00+00:00,36.25,36.25,36.25,15.302629470825195,0,0.0,
1998-11-19 00:00:00+00:00,37.0,37.0,37.0,15.61923122406006,50,0.0,
1998-11-20 00:00:00+00:00,37.0,37.0,37.0,15.61923122406006,0,0.0,
1998-11-23 00:00:00+00:00,37.0,37.0,37.0,15.61923122406006,300,0.0,
1998-11-24 00:00:00+00:00,36.5,36.5,36.25,15.302629470825195,150,0.0,
1998-11-25 00:00:00+00:00,37.0,37.0,37.0,15.61923122406006,2550,0.0,
1998-11-27 00:00:00+00:00,37.0,37.0,37.0,15.61923122406006,0,0.0,
1998-11-30 00:00:00+00:00,37.5,37.5,37.5,15.830289840698242,700,0.0,
1998-12-01 00:00:00+00:00,37.5,37.5,37.5,15.830289840698242,150,0.0,
1998-12-02 00:00:00+00:00,37.5,37.5,37.5,15.830289840698242,0,0.0,
1998-12-03 00:00:00+00:00,37.25,37.5,37.25,15.830289840698242,500,0.0,
1998-12-04 00:00:00+00:00,36.0,36.0,36.0,15.197091102600098,1650,0.0,
1998-12-07 00:00:00+00:00,36.0,36.0,36.0,15.197091102600098,0,0.0,
1998-12-08 00:00:00+00:00,37.0,37.0,37.0,15.61923122406006,250,0.0,
1998-12-09 00:00:00+00:00,37.0,37.0,37.0,15.61923122406006,0,0.0,
1998-12-10 00:00:00+00:00,37.0,37.0,37.0,15.61923122406006,0,0.0,
1998-12-11 00:00:00+00:00,37.0,37.0,36.5,15.408159255981444,650,0.0,
1998-12-14 00:00:00+00:00,36.5,36.5,36.5,15.408159255981444,0,0.0,
1998-12-15 00:00:00+00:00,36.375,36.375,36.375,15.355389595031738,350,0.0,
1998-12-16 00:00:00+00:00,36.0,36.0,36.0,15.197091102600098,100,0.0,
1998-12-17 00:00:00+00:00,36.0,36.5,36.0,15.408159255981444,2950,0.0,
1998-12-18 00:00:00+00:00,36.5,36.5,36.5,15.408159255981444,0,0.0,
1998-12-21 00:00:00+00:00,36.0,36.0,36.0,15.197091102600098,2450,0.0,
1998-12-22 00:00:00+00:00,36.5,36.5,36.25,15.302629470825195,550,0.0,
1998-12-23 00:00:00+00:00,36.0,36.0,36.0,15.197091102600098,150,0.0,
1998-12-24 00:00:00+00:00,36.5,36.5,36.5,15.408159255981444,50,0.0,
1998-12-28 00:00:00+00:00,36.75,36.75,36.0,15.197091102600098,4300,0.0,
1998-12-29 00:00:00+00:00,36.75,36.75,36.75,15.513696670532228,100,0.0,
1998-12-30 00:00:00+00:00,36.75,36.75,36.25,15.302629470825195,300,0.0,
1998-12-31 00:00:00+00:00,36.25,37.0,36.25,15.408159255981444,700,0.0,
1999-01-04 00:00:00+00:00,38.0,38.0,36.75,15.513696670532228,150,0.0,
1999-01-05 00:00:00+00:00,37.0,37.0,37.0,15.61923122406006,3300,0.0,
1999-01-06 00:00:00+00:00,37.5,37.5,37.5,15.830289840698242,50,0.0,
1999-01-07 00:00:00+00:00,38.0,39.0,37.5,15.830289840698242,1450,0.0,
1999-01-08 00:00:00+00:00,37.5,37.5,37.5,15.830289840698242,0,0.0,
1999-01-11 00:00:00+00:00,38.0,38.0,38.0,16.041372299194336,500,0.0,
1999-01-12 00:00:00+00:00,37.0,37.0,37.0,15.61923122406006,150,0.0,
1999-01-13 00:00:00+00:00,37.0,37.0,37.0,15.61923122406006,0,0.0,
1999-01-14 00:00:00+00:00,36.5,36.5,36.0,15.279678344726562,650,0.2,
1999-01-15 00:00:00+00:00,36.0,36.75,36.0,15.598008155822754,150,0.0,
1999-01-19 00:00:00+00:00,37.5,37.5,36.5,15.491900444030762,350,0.0,
1999-01-20 00:00:00+00:00,36.0,36.0,36.0,15.279678344726562,500,0.0,
1999-01-21 00:00:00+00:00,37.5,37.5,37.5,15.91633415222168,550,0.0,
1999-01-22 00:00:00+00:00,37.0,37.75,37.0,16.02244758605957,1700,0.0,
1999-01-25 00:00:00+00:00,37.5,37.5,36.5,15.491900444030762,1050,0.0,
1999-01-26 00:00:00+00:00,37.25,37.25,36.5,15.491900444030762,400,0.0,
1999-01-27 00:00:00+00:00,37.25,37.25,37.25,15.810232162475586,50,0.0,
1999-01-28 00:00:00+00:00,37.25,37.25,37.25,15.810232162475586,300,0.0,
1999-01-29 00:00:00+00:00,37.5,37.5,37.5,15.91633415222168,750,0.0,
1999-02-01 00:00:00+00:00,37.5,37.5,37.25,15.810232162475586,1400,0.0,
1999-02-02 00:00:00+00:00,37.25,37.5,37.25,15.91633415222168,850,0.0,
1999-02-03 00:00:00+00:00,37.5,37.5,37.5,15.91633415222168,50,0.0,
1999-02-04 00:00:00+00:00,36.75,37.5,36.75,15.704119682312012,1300,0.0,
1999-02-05 00:00:00+00:00,37.0,37.25,37.0,15.810232162475586,6550,0.0,
1999-02-08 00:00:00+00:00,37.25,37.625,37.25,15.969392776489258,1650,0.0,
1999-02-09 00:00:00+00:00,37.625,37.625,37.625,15.969392776489258,0,0.0,
1999-02-10 00:00:00+00:00,37.25,37.25,36.75,15.598008155822754,800,0.0,
1999-02-11 00:00:00+00:00,37.625,37.625,37.25,15.810232162475586,450,0.0,
1999-02-12 00:00:00+00:00,36.75,36.75,36.75,15.598008155822754,200,0.0,
1999-02-16 00:00:00+00:00,36.75,36.75,36.75,15.598008155822754,0,0.0,
1999-02-17 00:00:00+00:00,36.25,36.25,36.25,15.3858003616333,500,0.0,
1999-02-18 00:00:00+00:00,36.75,36.75,36.0,15.279678344726562,1550,0.0,
1999-02-19 00:00:00+00:00,36.75,36.75,36.25,15.3858003616333,900,0.0,
1999-02-22 00:00:00+00:00,36.0,36.0,35.5,15.279678344726562,1850,0.0,
1999-02-23 00:00:00+00:00,37.75,37.75,37.125,15.757177352905272,150,0.0,
1999-02-24 00:00:00+00:00,37.0,37.0,37.0,15.704119682312012,500,0.0,
1999-02-25 00:00:00+00:00,37.0,37.0,37.0,15.704119682312012,1400,0.0,
1999-02-26 00:00:00+00:00,37.5,37.5,37.5,15.91633415222168,150,0.0,
1999-03-01 00:00:00+00:00,37.75,37.75,37.0,15.704119682312012,200,0.0,
1999-03-02 00:00:00+00:00,36.75,37.125,36.75,15.757177352905272,750,0.0,
1999-03-03 00:00:00+00:00,37.5,37.5,37.5,15.91633415222168,600,0.0,
1999-03-04 00:00:00+00:00,37.5,37.5,37.5,15.91633415222168,0,0.0,
1999-03-05 00:00:00+00:00,36.75,37.0,36.75,15.704119682312012,800,0.0,
1999-03-08 00:00:00+00:00,37.0,37.0,37.0,15.704119682312012,1400,0.0,
1999-03-09 00:00:00+00:00,37.375,37.5,36.25,15.3858003616333,3050,0.0,
1999-03-10 00:00:00+00:00,37.125,37.5,37.0,15.91633415222168,4850,0.0,
1999-03-11 00:00:00+00:00,37.5,37.5,37.5,15.91633415222168,800,0.0,
1999-03-12 00:00:00+00:00,37.0,37.5,37.0,15.91633415222168,350,0.0,
1999-03-15 00:00:00+00:00,37.5,37.5,37.5,15.91633415222168,250,0.0,
1999-03-16 00:00:00+00:00,37.25,37.875,37.25,16.075502395629883,400,0.0,
1999-03-17 00:00:00+00:00,37.875,37.875,37.875,16.075502395629883,0,0.0,
1999-03-18 00:00:00+00:00,37.5,37.5,37.5,15.91633415222168,300,0.0,
1999-03-19 00:00:00+00:00,37.875,37.875,37.875,16.075502395629883,50,0.0,
1999-03-22 00:00:00+00:00,37.875,37.875,37.875,16.075502395629883,50,0.0,
1999-03-23 00:00:00+00:00,37.875,37.875,37.5,15.91633415222168,850,0.0,
1999-03-24 00:00:00+00:00,37.5,37.5,37.5,15.91633415222168,150,0.0,
1999-03-25 00:00:00+00:00,37.5,37.875,37.5,16.075502395629883,1200,0.0,
1999-03-26 00:00:00+00:00,37.875,37.875,37.875,16.075502395629883,0,0.0,
1999-03-29 00:00:00+00:00,37.875,37.875,37.875,16.075502395629883,500,0.0,
1999-03-30 00:00:00+00:00,37.75,37.75,37.75,16.02244758605957,1150,0.0,
1999-03-31 00:00:00+00:00,37.5,38.0,37.5,16.128559112548828,2050,0.0,
1999-04-01 00:00:00+00:00,38.0,38.0,38.0,16.128559112548828,0,0.0,
1999-04-05 00:00:00+00:00,37.875,38.0,37.875,16.128559112548828,3500,0.0,
1999-04-06 00:00:00+00:00,37.5,37.75,37.5,15.91633415222168,4000,0.0,
1999-04-07 00:00:00+00:00,37.875,38.0,37.875,16.075502395629883,250,0.0,
1999-04-08 00:00:00+00:00,37.5,37.5,37.25,15.810232162475586,1100,0.0,
1999-04-09 00:00:00+00:00,37.75,37.75,37.75,16.02244758605957,1800,0.0,
1999-04-12 00:00:00+00:00,37.25,37.25,37.25,15.810232162475586,400,0.0,
1999-04-13 00:00:00+00:00,37.25,37.25,37.25,15.810232162475586,0,0.0,
1999-04-14 00:00:00+00:00,37.5,38.75,37.5,15.969392776489258,18100,0.0,
1999-04-15 00:00:00+00:00,37.875,37.875,37.0,15.91633415222168,2700,0.0,
1999-04-16 00:00:00+00:00,37.5,37.5,37.5,16.001678466796875,0,0.2,
1999-04-19 00:00:00+00:00,37.0,37.125,37.0,15.788322448730469,12200,0.0,
1999-04-20 00:00:00+00:00,37.25,37.5,36.75,15.895007133483888,17550,0.0,
1999-04-21 00:00:00+00:00,37.75,37.75,37.5,16.001678466796875,4500,0.0,
1999-04-22 00:00:00+00:00,38.0,38.0,38.0,16.215038299560547,350,0.0,
1999-04-23 00:00:00+00:00,38.0,38.0,37.875,16.161701202392578,20150,0.0,
1999-04-26 00:00:00+00:00,38.125,38.125,37.5,16.001678466796875,450,0.0,
1999-04-27 00:00:00+00:00,37.5,38.0,37.375,16.215038299560547,800,0.0,
