date,NEE_Open,NEE_High,NEE_Low,NEE_Close,NEE_Volume,NEE_Dividends,NEE_Stock Splits
1973-02-21 00:00:00+00:00,0.0,2.273437976837158,2.257812976837158,0.3682348430156708,92800,0.017188,
1973-02-22 00:00:00+00:00,0.0,2.304687976837158,2.265625,0.3733140230178833,35200,0.0,
1973-02-23 00:00:00+00:00,0.0,2.328125,2.28125,0.3783928751945495,92800,0.0,
1973-02-26 00:00:00+00:00,0.0,2.390625,2.320312976837158,0.3771231770515442,284800,0.0,
1973-02-27 00:00:00+00:00,0.0,2.351562976837158,2.3125,0.3809325993061065,280000,0.0,
1973-02-28 00:00:00+00:00,0.0,2.375,2.328125,0.3860117197036743,113600,0.0,
1973-03-01 00:00:00+00:00,0.0,2.390625,2.375,0.3885512351989746,144000,0.0,
1973-03-02 00:00:00+00:00,0.0,2.398437976837158,2.367187976837158,0.3885512351989746,124800,0.0,
1973-03-05 00:00:00+00:00,0.0,2.414062976837158,2.390625,0.3898213505744934,129600,0.0,
1973-03-06 00:00:00+00:00,0.0,2.429687976837158,2.398437976837158,0.3923605680465698,132800,0.0,
1973-03-07 00:00:00+00:00,0.0,2.445312976837158,2.421875,0.3961700201034546,169600,0.0,
1973-03-08 00:00:00+00:00,0.0,2.429687976837158,2.421875,0.393630176782608,92800,0.0,
1973-03-09 00:00:00+00:00,0.0,2.4375,2.414062976837158,0.3923605680465698,211200,0.0,
1973-03-12 00:00:00+00:00,0.0,2.4375,2.414062976837158,0.393630176782608,89600,0.0,
1973-03-13 00:00:00+00:00,0.0,2.492187976837158,2.4375,0.4050585031509399,176000,0.0,
1973-03-14 00:00:00+00:00,0.0,2.5,2.4375,0.3961700201034546,176000,0.0,
1973-03-15 00:00:00+00:00,0.0,2.445312976837158,2.390625,0.3885512351989746,115200,0.0,
1973-03-16 00:00:00+00:00,0.0,2.390625,2.28125,0.3733140230178833,438400,0.0,
1973-03-19 00:00:00+00:00,0.0,2.28125,2.25,0.3695048689842224,312000,0.0,
1973-03-20 00:00:00+00:00,0.0,2.289062976837158,2.257812976837158,0.3707746863365173,870400,0.0,
1973-03-21 00:00:00+00:00,0.0,2.28125,2.257812976837158,0.3669651448726654,270400,0.0,
1973-03-22 00:00:00+00:00,0.0,2.25,2.226562976837158,0.3631558120250702,158400,0.0,
1973-03-23 00:00:00+00:00,0.0,2.234375,2.195312976837158,0.3593463599681854,761600,0.0,
1973-03-26 00:00:00+00:00,0.0,2.1875,2.132812976837158,0.3491882383823395,257600,0.0,
