date,HWKN_Open,HWKN_High,HWKN_Low,HWKN_Close,HWKN_Volume,HWKN_Dividends,HWKN_Stock Splits
1980-03-18 00:00:00+00:00,0.0,1.125,0.875,0.4033986032009125,400,0.0,
1980-03-19 00:00:00+00:00,0.875,0.875,0.875,0.4033986032009125,0,0.0,
1980-03-20 00:00:00+00:00,0.0,1.125,0.875,0.4033986032009125,2800,0.0,
1980-03-21 00:00:00+00:00,0.875,0.875,0.875,0.4033986032009125,0,0.0,
1980-03-24 00:00:00+00:00,0.0,1.125,0.875,0.4033986032009125,400,0.0,
1980-03-25 00:00:00+00:00,0.875,0.875,0.875,0.4033986032009125,0,0.0,
1980-03-26 00:00:00+00:00,0.875,0.875,0.875,0.4033986032009125,0,0.0,
1980-03-27 00:00:00+00:00,0.0,1.0625,0.8125,0.374584436416626,2000,0.0,
1980-03-28 00:00:00+00:00,0.8125,0.8125,0.8125,0.374584436416626,0,0.0,
1980-03-31 00:00:00+00:00,0.8125,0.8125,0.8125,0.374584436416626,0,0.0,
1980-04-01 00:00:00+00:00,0.0,1.0625,0.8125,0.374584436416626,800,0.0,
1980-04-02 00:00:00+00:00,0.8125,0.8125,0.8125,0.374584436416626,0,0.0,
1980-04-03 00:00:00+00:00,0.8125,0.8125,0.8125,0.374584436416626,0,0.0,
1980-04-07 00:00:00+00:00,0.0,1.0625,0.8125,0.374584436416626,6000,0.0,
1980-04-08 00:00:00+00:00,0.0,1.0,0.75,0.3457702100276947,2400,0.0,
1980-04-09 00:00:00+00:00,0.75,0.75,0.75,0.3457702100276947,0,0.0,
1980-04-10 00:00:00+00:00,0.0,1.0,0.75,0.3457702100276947,3600,0.0,
1980-04-11 00:00:00+00:00,0.75,0.75,0.75,0.3457702100276947,0,0.0,
1980-04-14 00:00:00+00:00,0.75,0.75,0.75,0.3457702100276947,0,0.0,
1980-04-15 00:00:00+00:00,0.75,0.75,0.75,0.3457702100276947,0,0.0,
1980-04-16 00:00:00+00:00,0.75,0.75,0.75,0.3457702100276947,0,0.0,
1980-04-17 00:00:00+00:00,0.0,1.0,0.75,0.3457702100276947,400,0.0,
1980-04-18 00:00:00+00:00,0.0,1.0,0.75,0.3457702100276947,400,0.0,
