date,PZZA_Open,PZZA_High,PZZA_Low,PZZA_Close,PZZA_Volume,PZZA_Dividends,PZZA_Stock Splits
1993-06-08 00:00:00+00:00,2.0,2.055556058883667,1.888888955116272,1.6514753103256226,16986600,0.0,
1993-06-09 00:00:00+00:00,2.0,2.222222089767456,1.944443941116333,1.8638077974319456,2650500,0.0,
1993-06-10 00:00:00+00:00,2.25,2.3333330154418945,2.055556058883667,1.793030858039856,3562200,0.0,
1993-06-11 00:00:00+00:00,2.0833330154418945,2.277777910232544,2.0833330154418945,1.9109930992126465,1931400,0.0,
1993-06-14 00:00:00+00:00,2.305556058883667,2.3333330154418945,2.222222089767456,1.9817705154418943,730800,0.0,
1993-06-15 00:00:00+00:00,2.3333330154418945,2.3333330154418945,2.194443941116333,1.8756040334701536,1315800,0.0,
1993-06-16 00:00:00+00:00,2.25,2.305556058883667,2.194443941116333,1.9581788778305051,854100,0.0,
1993-06-17 00:00:00+00:00,2.305556058883667,2.3611109256744385,2.25,1.9581788778305051,880200,0.0,
1993-06-18 00:00:00+00:00,2.305556058883667,2.3611109256744385,2.222222089767456,1.9109930992126465,748800,0.0,
1993-06-21 00:00:00+00:00,2.25,2.3333330154418945,2.194443941116333,1.9109930992126465,286200,0.0,
1993-06-22 00:00:00+00:00,2.25,2.305556058883667,2.194443941116333,1.8874008655548096,507600,0.0,
1993-06-23 00:00:00+00:00,2.194443941116333,2.25,2.166666984558105,1.8638077974319456,628200,0.0,
1993-06-24 00:00:00+00:00,2.138889074325561,2.25,2.138889074325561,1.8638077974319456,209700,0.0,
1993-06-25 00:00:00+00:00,2.25,2.305556058883667,2.166666984558105,1.9581788778305051,154800,0.0,
1993-06-28 00:00:00+00:00,2.305556058883667,2.305556058883667,2.222222089767456,1.9581788778305051,522900,0.0,
1993-06-29 00:00:00+00:00,2.305556058883667,2.305556058883667,2.222222089767456,1.8874008655548096,183600,0.0,
1993-06-30 00:00:00+00:00,2.194443941116333,2.25,2.194443941116333,1.9109930992126465,54000,0.0,
1993-07-01 00:00:00+00:00,2.25,2.25,2.166666984558105,1.8402162790298464,125100,0.0,
1993-07-02 00:00:00+00:00,2.166666984558105,2.25,2.138889074325561,1.8874008655548096,296100,0.0,
1993-07-06 00:00:00+00:00,2.222222089767456,2.388889074325561,2.222222089767456,1.9581788778305051,1281600,0.0,
1993-07-07 00:00:00+00:00,2.3611109256744385,2.3611109256744385,2.305556058883667,2.0053632259368896,611100,0.0,
1993-07-08 00:00:00+00:00,2.388889074325561,2.388889074325561,2.305556058883667,2.028956651687622,180900,0.0,
1993-07-09 00:00:00+00:00,2.416666984558105,2.444443941116333,2.3611109256744385,2.052548885345459,181800,0.0,
1993-07-12 00:00:00+00:00,2.444443941116333,2.444443941116333,2.3611109256744385,2.0761401653289795,336600,0.0,
1993-07-13 00:00:00+00:00,2.416666984558105,2.472222089767456,2.416666984558105,2.052548885345459,315900,0.0,
1993-07-14 00:00:00+00:00,2.472222089767456,2.527777910232544,2.416666984558105,2.146918535232544,237600,0.0,
1993-07-15 00:00:00+00:00,2.444443941116333,2.527777910232544,2.444443941116333,2.099733352661133,297900,0.0,
1993-07-16 00:00:00+00:00,2.416666984558105,2.472222089767456,2.388889074325561,2.052548885345459,127800,0.0,
1993-07-19 00:00:00+00:00,2.416666984558105,2.444443941116333,2.3333330154418945,1.9817705154418943,208800,0.0,
1993-07-20 00:00:00+00:00,2.388889074325561,2.444443941116333,2.3333330154418945,2.0053632259368896,315900,0.0,
1993-07-21 00:00:00+00:00,2.3611109256744385,2.444443941116333,2.3611109256744385,2.0053632259368896,37800,0.0,
1993-07-22 00:00:00+00:00,2.3333330154418945,2.388889074325561,2.319443941116333,1.969974994659424,25200,0.0,
1993-07-23 00:00:00+00:00,2.3611109256744385,2.3611109256744385,2.305556058883667,1.9581788778305051,14400,0.0,
1993-07-26 00:00:00+00:00,2.277777910232544,2.305556058883667,2.222222089767456,1.9345861673355105,332100,0.0,
1993-07-27 00:00:00+00:00,2.305556058883667,2.305556058883667,2.25,1.9345861673355105,78300,0.0,
1993-07-28 00:00:00+00:00,2.305556058883667,2.305556058883667,2.277777910232544,1.9345861673355105,22500,0.0,
1993-07-29 00:00:00+00:00,2.277777910232544,2.305556058883667,2.277777910232544,1.9581788778305051,171000,0.0,
1993-07-30 00:00:00+00:00,2.3333330154418945,2.3333330154418945,2.277777910232544,1.9345861673355105,395100,0.0,
1993-08-02 00:00:00+00:00,2.277777910232544,2.3333330154418945,2.277777910232544,1.9345861673355105,200700,0.0,
1993-08-03 00:00:00+00:00,2.277777910232544,2.5,2.277777910232544,2.099733352661133,729000,0.0,
1993-08-04 00:00:00+00:00,2.444443941116333,2.638889074325561,2.444443941116333,2.099733352661133,1499400,0.0,
1993-08-05 00:00:00+00:00,2.527777910232544,2.527777910232544,2.4583330154418945,2.123326539993286,495900,0.0,
1993-08-06 00:00:00+00:00,2.4583330154418945,2.5,2.305556058883667,2.0053632259368896,970200,0.0,
1993-08-09 00:00:00+00:00,2.3611109256744385,2.388889074325561,2.3333330154418945,1.9817705154418943,303300,0.0,
1993-08-10 00:00:00+00:00,2.305556058883667,2.402777910232544,2.277777910232544,1.9817705154418943,701100,0.0,
1993-08-11 00:00:00+00:00,2.3611109256744385,2.444443941116333,2.3611109256744385,2.0053632259368896,333900,0.0,
