date,AAP_Open,AAP_High,AAP_Low,AAP_Close,AAP_Volume,AAP_Dividends,AAP_Stock Splits
2001-11-29 00:00:00+00:00,13.386667251586914,14.466667175292969,13.359999656677246,12.05684757232666,371100,0.0,
2001-11-30 00:00:00+00:00,13.880000114440918,14.266667366027832,13.880000114440918,12.39272117614746,165300,0.0,
2001-12-03 00:00:00+00:00,14.233332633972168,14.233332633972168,13.783332824707031,11.97287654876709,127500,0.0,
2001-12-04 00:00:00+00:00,13.783332824707031,13.783332824707031,13.233332633972168,11.495121955871582,95400,0.0,
2001-12-05 00:00:00+00:00,13.43333339691162,14.783332824707031,13.43333339691162,12.740178108215332,598200,0.0,
2001-12-06 00:00:00+00:00,14.733332633972168,14.733332633972168,14.56999969482422,12.65910816192627,157200,0.0,
2001-12-07 00:00:00+00:00,14.583333015441896,14.666666984558104,14.466667175292969,12.740178108215332,215100,0.0,
2001-12-10 00:00:00+00:00,14.633333206176758,14.640000343322754,14.58666706085205,12.696751594543455,119100,0.0,
2001-12-11 00:00:00+00:00,14.600000381469728,14.710000038146973,14.58666706085205,12.67069149017334,378600,0.0,
2001-12-12 00:00:00+00:00,14.583333015441896,14.583333015441896,14.036666870117188,12.24794864654541,114600,0.0,
2001-12-13 00:00:00+00:00,14.083333015441896,14.266667366027832,13.966667175292969,12.132131576538086,113700,0.0,
2001-12-14 00:00:00+00:00,13.949999809265137,13.949999809265137,13.516667366027832,11.839683532714844,233400,0.0,
2001-12-17 00:00:00+00:00,13.66333293914795,14.0,13.66333293914795,11.871541023254396,106200,0.0,
2001-12-18 00:00:00+00:00,13.68333339691162,13.866666793823242,13.666666984558104,11.871541023254396,101400,0.0,
2001-12-19 00:00:00+00:00,13.666666984558104,13.68333339691162,13.579999923706056,11.886009216308594,157800,0.0,
2001-12-20 00:00:00+00:00,13.733332633972168,14.229999542236328,13.733332633972168,12.24794864654541,97200,0.0,
2001-12-21 00:00:00+00:00,14.18333339691162,15.300000190734863,14.166666984558104,13.128181457519531,659400,0.0,
2001-12-24 00:00:00+00:00,15.100000381469728,15.350000381469728,15.06666660308838,13.261374473571776,50700,0.0,
2001-12-26 00:00:00+00:00,15.300000190734863,15.653332710266112,15.266667366027832,13.319279670715332,378000,0.0,
2001-12-27 00:00:00+00:00,15.75,15.883333206176758,15.399999618530272,13.594352722167969,349200,0.0,
2001-12-28 00:00:00+00:00,15.733332633972168,15.733332633972168,15.633333206176758,13.623309135437012,295500,0.0,
2001-12-31 00:00:00+00:00,15.699999809265137,16.583332061767578,15.56666660308838,14.405089378356934,255900,0.0,
2002-01-02 00:00:00+00:00,16.166667938232422,16.166667938232422,15.883333206176758,13.834680557250977,132300,0.0,
2002-01-03 00:00:00+00:00,15.899999618530272,15.903332710266112,15.100000381469728,13.116597175598145,89700,0.0,
2002-01-04 00:00:00+00:00,15.100000381469728,15.199999809265137,13.666666984558104,12.305855751037598,346500,0.0,
2002-01-07 00:00:00+00:00,14.166666984558104,14.366666793823242,13.283332824707031,12.103171348571776,601500,0.0,
2002-01-08 00:00:00+00:00,13.850000381469728,13.93333339691162,13.5,11.900490760803224,442200,0.0,
2002-01-09 00:00:00+00:00,13.716667175292969,13.866666793823242,13.699999809265137,11.929445266723633,60000,0.0,
2002-01-10 00:00:00+00:00,13.733332633972168,14.133333206176758,13.733332633972168,12.190032958984377,216300,0.0,
2002-01-11 00:00:00+00:00,14.333333015441896,14.75,14.31666660308838,12.59540843963623,340800,0.0,
2002-01-14 00:00:00+00:00,14.5,14.56666660308838,14.300000190734863,12.421674728393556,230700,0.0,
2002-01-15 00:00:00+00:00,14.75,15.449999809265137,14.75,13.322179794311523,1030200,0.0,
2002-01-16 00:00:00+00:00,15.3100004196167,15.783332824707031,15.166666984558104,13.579878807067873,526200,0.0,
2002-01-17 00:00:00+00:00,15.666666984558104,15.93333339691162,15.666666984558104,13.666742324829102,42900,0.0,
2002-01-18 00:00:00+00:00,15.699999809265137,16.0,15.56666660308838,13.695693969726562,70500,0.0,
2002-01-22 00:00:00+00:00,15.770000457763672,15.770000457763672,15.233332633972168,13.52196216583252,130800,0.0,
2002-01-23 00:00:00+00:00,15.600000381469728,15.716667175292969,15.56666660308838,13.579878807067873,38700,0.0,
2002-01-24 00:00:00+00:00,15.666666984558104,15.733332633972168,15.333333015441896,13.391669273376465,125100,0.0,
2002-01-25 00:00:00+00:00,15.466667175292969,15.766667366027832,15.31666660308838,13.579878807067873,88800,0.0,
2002-01-28 00:00:00+00:00,15.68333339691162,15.899999618530272,15.260000228881836,13.406152725219728,75300,0.0,
2002-01-29 00:00:00+00:00,15.449999809265137,15.533332824707031,15.43333339691162,13.423516273498535,27300,0.0,
2002-01-30 00:00:00+00:00,15.466667175292969,15.56666660308838,15.366666793823242,13.507487297058104,67800,0.0,
2002-01-31 00:00:00+00:00,15.583333015441896,15.699999809265137,15.483332633972168,13.565399169921877,36600,0.0,
2002-02-01 00:00:00+00:00,15.649999618530272,15.733332633972168,15.649999618530272,13.637788772583008,9000,0.0,
2002-02-04 00:00:00+00:00,15.666666984558104,15.666666984558104,15.43333339691162,13.41483211517334,13200,0.0,
2002-02-05 00:00:00+00:00,15.366666793823242,15.383333206176758,15.283332824707031,13.287433624267578,39300,0.0,
2002-02-06 00:00:00+00:00,15.263333320617676,15.266667366027832,15.166666984558104,13.232415199279783,54300,0.0,
2002-02-07 00:00:00+00:00,14.833333015441896,14.949999809265137,14.600000381469728,12.942862510681152,216000,0.0,
2002-02-08 00:00:00+00:00,14.883333206176758,14.949999809265137,14.833333015441896,12.971818923950195,71100,0.0,
2002-02-11 00:00:00+00:00,14.899999618530272,15.166666984558104,14.866666793823242,13.145550727844238,21600,0.0,
2002-02-12 00:00:00+00:00,15.166666984558104,15.399999618530272,15.166666984558104,13.377192497253418,14100,0.0,
2002-02-13 00:00:00+00:00,15.333333015441896,15.366666793823242,14.966667175292969,13.029732704162598,74100,0.0,
2002-02-14 00:00:00+00:00,15.033332824707031,15.033332824707031,14.800000190734863,12.928390502929688,58500,0.0,
2002-02-15 00:00:00+00:00,14.850000381469728,14.866666793823242,14.833333015441896,12.91391372680664,17100,0.0,
2002-02-19 00:00:00+00:00,14.899999618530272,14.93000030517578,14.81666660308838,12.88495635986328,9900,0.0,
2002-02-20 00:00:00+00:00,14.800000190734863,15.25,14.633333206176758,12.798091888427734,88500,0.0,
2002-02-21 00:00:00+00:00,14.666666984558104,14.793333053588867,14.600000381469728,12.850211143493652,132300,0.0,
2002-02-22 00:00:00+00:00,14.793333053588867,14.983332633972168,14.793333053588867,13.000776290893556,45600,0.0,
2002-02-25 00:00:00+00:00,14.93333339691162,15.100000381469728,14.93333339691162,13.029732704162598,25800,0.0,
2002-02-26 00:00:00+00:00,15.033332824707031,15.100000381469728,15.0,13.05868911743164,88800,0.0,
2002-02-27 00:00:00+00:00,15.050000190734863,15.199999809265137,14.983332633972168,13.05868911743164,127200,0.0,
2002-02-28 00:00:00+00:00,15.06666660308838,15.06666660308838,14.833333015441896,12.971818923950195,22500,0.0,
2002-03-01 00:00:00+00:00,14.93333339691162,14.93333339691162,14.516667366027832,12.711228370666504,219000,0.0,
2002-03-04 00:00:00+00:00,14.600000381469728,14.733332633972168,14.516667366027832,12.711228370666504,129300,0.0,
2002-03-05 00:00:00+00:00,14.633333206176758,14.633333206176758,14.399999618530272,12.65331745147705,269100,0.0,
2002-03-06 00:00:00+00:00,14.533332824707031,14.66333293914795,14.449999809265137,12.62436580657959,501000,0.0,
2002-03-07 00:00:00+00:00,14.06666660308838,14.06666660308838,13.600000381469728,11.84258270263672,13530300,0.0,
2002-03-08 00:00:00+00:00,13.670000076293944,13.863332748413086,13.506667137145996,12.016307830810549,3135000,0.0,
2002-03-11 00:00:00+00:00,13.833333015441896,14.06666660308838,13.666666984558104,12.158187866210938,3147600,0.0,
2002-03-12 00:00:00+00:00,13.833333015441896,13.983332633972168,13.800000190734863,12.103171348571776,1657800,0.0,
2002-03-13 00:00:00+00:00,13.833333015441896,13.949999809265137,13.833333015441896,12.074217796325684,777900,0.0,
2002-03-14 00:00:00+00:00,14.0,14.399999618530272,13.966667175292969,12.479586601257324,2705400,0.0,
2002-03-15 00:00:00+00:00,14.366666793823242,14.81666660308838,14.283332824707031,12.841522216796877,1723200,0.0,
2002-03-18 00:00:00+00:00,14.666666984558104,14.770000457763672,14.583333015441896,12.81257438659668,1295700,0.0,
2002-03-19 00:00:00+00:00,14.716667175292969,15.033332824707031,14.666666984558104,13.029732704162598,929400,0.0,
2002-03-20 00:00:00+00:00,15.0,15.0,14.826666831970217,12.902329444885254,565200,0.0,
2002-03-21 00:00:00+00:00,14.81666660308838,14.866666793823242,14.600000381469728,12.88495635986328,522600,0.0,
2002-03-22 00:00:00+00:00,14.783332824707031,14.84333324432373,14.716667175292969,12.81257438659668,916500,0.0,
2002-03-25 00:00:00+00:00,14.666666984558104,14.800000190734863,14.583333015441896,12.754661560058594,437400,0.0,
2002-03-26 00:00:00+00:00,14.666666984558104,15.0,14.666666984558104,13.029732704162598,936900,0.0,
2002-03-27 00:00:00+00:00,15.0,15.033332824707031,14.983332633972168,13.044211387634276,357600,0.0,
2002-03-28 00:00:00+00:00,15.033332824707031,15.350000381469728,15.033332824707031,13.319279670715332,1013100,0.0,
2002-04-01 00:00:00+00:00,15.333333015441896,15.359999656677246,15.206666946411133,13.322179794311523,524700,0.0,
2002-04-02 00:00:00+00:00,15.333333015441896,15.333333015441896,14.953332901000977,13.029732704162598,2018400,0.0,
2002-04-03 00:00:00+00:00,15.0,15.0,14.563332557678224,12.696751594543455,1195500,0.0,
2002-04-04 00:00:00+00:00,14.616666793823242,14.733332633972168,14.600000381469728,12.734392166137695,602100,0.0,
2002-04-05 00:00:00+00:00,14.75,14.833333015441896,14.699999809265137,12.88495635986328,483600,0.0,
2002-04-08 00:00:00+00:00,14.833333015441896,15.0,14.649999618530272,13.029732704162598,510900,0.0,
2002-04-09 00:00:00+00:00,15.050000190734863,15.583333015441896,15.050000190734863,13.52196216583252,594600,0.0,
2002-04-10 00:00:00+00:00,15.56666660308838,15.916666984558104,15.56666660308838,13.825993537902832,833400,0.0,
2002-04-11 00:00:00+00:00,15.876667022705078,16.0,15.800000190734863,13.814411163330078,537300,0.0,
2002-04-12 00:00:00+00:00,15.866666793823242,15.949999809265137,15.800000190734863,13.782560348510742,784800,0.0,
2002-04-15 00:00:00+00:00,16.100000381469727,16.233333587646484,15.966667175292969,13.95628833770752,968400,0.0,
2002-04-16 00:00:00+00:00,16.100000381469727,16.25,16.100000381469727,14.086587905883787,818400,0.0,
2002-04-17 00:00:00+00:00,16.233333587646484,16.399999618530273,16.166667938232422,14.18792724609375,177600,0.0,
2002-04-18 00:00:00+00:00,16.333332061767578,16.399999618530273,16.0,14.211095809936523,707400,0.0,
2002-04-19 00:00:00+00:00,16.399999618530273,16.683332443237305,16.399999618530273,14.477483749389648,841500,0.0,
2002-04-22 00:00:00+00:00,16.75,16.75,16.549999237060547,14.448527336120604,594900,0.0,
2002-04-23 00:00:00+00:00,16.633333206176758,17.0,16.600000381469727,14.767024040222168,795600,0.0,
2002-04-24 00:00:00+00:00,17.049999237060547,17.183332443237305,17.049999237060547,14.868375778198242,714900,0.0,
2002-04-25 00:00:00+00:00,18.166667938232425,19.166667938232425,18.11666679382324,16.64910888671875,3794400,0.0,
2002-04-26 00:00:00+00:00,19.13333320617676,19.13333320617676,18.700000762939453,16.43194007873535,1054200,0.0,
2002-04-29 00:00:00+00:00,18.96666717529297,19.13333320617676,18.666667938232425,16.3016414642334,524700,0.0,
2002-04-30 00:00:00+00:00,18.76666641235352,19.733333587646484,18.76666641235352,17.141334533691406,1105500,0.0,
2002-05-01 00:00:00+00:00,19.86666679382324,20.06666755676269,19.540000915527344,17.112384796142578,1318200,0.0,
2002-05-02 00:00:00+00:00,19.700000762939453,19.75,19.540000915527344,17.054466247558594,185400,0.0,
2002-05-03 00:00:00+00:00,19.700000762939453,19.71666717529297,19.600000381469727,17.051578521728516,329400,0.0,
2002-05-06 00:00:00+00:00,19.600000381469727,19.71666717529297,19.46666717529297,16.938648223876953,402000,0.0,
2002-05-07 00:00:00+00:00,19.5,20.299999237060547,19.5,17.48300552368164,588900,0.0,
2002-05-08 00:00:00+00:00,20.12666702270508,20.299999237060547,19.81333351135254,17.358497619628906,645600,0.0,
2002-05-09 00:00:00+00:00,19.96666717529297,19.983333587646484,19.703332901000977,17.1702880859375,411000,0.0,
