date,SEE_Open,SEE_High,SEE_Low,SEE_Close,SEE_Volume,SEE_Dividends,SEE_Stock Splits
1980-03-17 00:00:00+00:00,0.0,0.234375,0.2207030057907104,0.1532120108604431,211200,0.0,
1980-03-18 00:00:00+00:00,0.0,0.2226559966802597,0.2148440033197403,0.1518561840057373,1280000,0.0,
1980-03-19 00:00:00+00:00,0.0,0.2207030057907104,0.2167969942092895,0.1518561840057373,204800,0.0,
1980-03-20 00:00:00+00:00,0.0,0.21875,0.2109380066394806,0.1464330404996872,230400,0.0,
1980-03-21 00:00:00+00:00,0.0,0.2128909975290298,0.2050780057907104,0.1423650383949279,204800,0.0,
1980-03-24 00:00:00+00:00,0.0,0.2070309966802597,0.203125,0.1410092711448669,454400,0.0,
1980-03-25 00:00:00+00:00,0.0,0.203125,0.1953130066394806,0.1355862915515899,460800,0.0,
1980-03-26 00:00:00+00:00,0.0,0.2050780057907104,0.1992190033197403,0.1396535336971283,192000,0.0,
1980-03-27 00:00:00+00:00,0.0,0.203125,0.1953130066394806,0.1355862915515899,774400,0.0,
1980-03-28 00:00:00+00:00,0.0,0.2011719942092895,0.1953130066394806,0.1355862915515899,876800,0.0,
1980-03-31 00:00:00+00:00,0.0,0.2070309966802597,0.1972659975290298,0.1437208503484726,140800,0.0,
1980-04-01 00:00:00+00:00,0.0,0.2148440033197403,0.2070309966802597,0.1450766623020172,172800,0.0,
1980-04-02 00:00:00+00:00,0.0,0.21875,0.2128909975290298,0.1505003720521927,768000,0.0,
1980-04-03 00:00:00+00:00,0.0,0.2167969942092895,0.2148440033197403,0.1491446942090988,192000,0.0,
1980-04-07 00:00:00+00:00,0.0,0.21875,0.2148440033197403,0.1491446942090988,172800,0.0,
1980-04-08 00:00:00+00:00,0.0,0.2109380066394806,0.2070309966802597,0.1464330404996872,89600,0.0,
1980-04-09 00:00:00+00:00,0.0,0.2226559966802597,0.2128909975290298,0.1532120108604431,563200,0.0,
1980-04-10 00:00:00+00:00,0.0,0.2519530057907104,0.2246090024709701,0.1749057322740554,550400,0.0,
1980-04-11 00:00:00+00:00,0.0,0.2558589875698089,0.2460940033197403,0.1708384305238723,147200,0.0,
1980-04-14 00:00:00+00:00,0.0,0.25,0.2441409975290298,0.1708384305238723,140800,0.0,
1980-04-15 00:00:00+00:00,0.0,0.2441409975290298,0.2382809966802597,0.1654146313667297,172800,0.0,
1980-04-16 00:00:00+00:00,0.0,0.2421880066394806,0.2421880066394806,0.1681268364191055,281600,0.0,
1980-04-17 00:00:00+00:00,0.0,0.2421880066394806,0.2382809966802597,0.1654146313667297,985600,0.0,
1980-04-18 00:00:00+00:00,0.0,0.2441409975290298,0.2382809966802597,0.1654146313667297,115200,0.0,
1980-04-21 00:00:00+00:00,0.0,0.2421880066394806,0.2382809966802597,0.1654146313667297,128000,0.0,
1980-04-22 00:00:00+00:00,0.0,0.2519530057907104,0.2421880066394806,0.1735499501228332,326400,0.0,
1980-04-23 00:00:00+00:00,0.0,0.25,0.2460940033197403,0.1708384305238723,665600,0.0,
1980-04-24 00:00:00+00:00,0.0,0.2519530057907104,0.2460940033197403,0.1735499501228332,89600,0.0,
1980-04-25 00:00:00+00:00,0.0,0.25,0.2480469942092895,0.1735499501228332,70400,0.0,
1980-04-28 00:00:00+00:00,0.0,0.2636719942092895,0.2539060115814209,0.1830409467220306,294400,0.0,
1980-04-29 00:00:00+00:00,0.0,0.265625,0.2519530057907104,0.1749057322740554,601600,0.0,
1980-04-30 00:00:00+00:00,0.0,0.25,0.2460940033197403,0.1708384305238723,115200,0.0,
1980-05-01 00:00:00+00:00,0.0,0.2480469942092895,0.2402340024709701,0.1667703539133072,140800,0.0,
