date,SMLP_Open,SMLP_High,SMLP_Low,SMLP_Close,SMLP_Volume,SMLP_Dividends,SMLP_Stock Splits
2012-09-28 00:00:00+00:00,315.0,322.20001220703125,308.54998779296875,149.4389190673828,573187,0.0,
2012-10-01 00:00:00+00:00,321.8999938964844,322.5,315.8999938964844,150.78390502929688,80273,0.0,
2012-10-02 00:00:00+00:00,319.5,319.5,315.1499938964844,149.5096893310547,35627,0.0,
2012-10-03 00:00:00+00:00,315.8999938964844,318.1499938964844,312.0,148.37705993652344,24160,0.0,
2012-10-04 00:00:00+00:00,313.95001220703125,315.75,312.8999938964844,147.88153076171875,17913,0.0,
2012-10-05 00:00:00+00:00,315.0,316.20001220703125,312.8999938964844,147.9523162841797,12180,0.0,
2012-10-08 00:00:00+00:00,312.1499938964844,313.3500061035156,309.1499938964844,146.4656982421875,8180,0.0,
2012-10-09 00:00:00+00:00,310.3500061035156,311.25,308.25,146.3241424560547,12493,0.0,
2012-10-10 00:00:00+00:00,310.5,311.8500061035156,310.5,146.6072235107422,4960,0.0,
2012-10-11 00:00:00+00:00,310.95001220703125,315.6000061035156,310.04998779296875,148.09385681152344,16440,0.0,
2012-10-12 00:00:00+00:00,313.5,315.1499938964844,312.8999938964844,148.37705993652344,24093,0.0,
2012-10-15 00:00:00+00:00,315.75,315.75,312.75,148.58944702148438,5347,0.0,
2012-10-16 00:00:00+00:00,312.45001220703125,313.79998779296875,312.0,147.38600158691406,4993,0.0,
2012-10-17 00:00:00+00:00,312.29998779296875,315.1499938964844,312.29998779296875,147.6691436767578,5273,0.0,
2012-10-18 00:00:00+00:00,313.79998779296875,313.79998779296875,310.6499938964844,147.38600158691406,2800,0.0,
2012-10-19 00:00:00+00:00,311.25,311.54998779296875,304.3500061035156,146.25332641601562,8133,0.0,
2012-10-22 00:00:00+00:00,305.8500061035156,308.25,305.8500061035156,145.3330535888672,3613,0.0,
2012-10-23 00:00:00+00:00,307.5,310.95001220703125,303.0,145.5454559326172,11440,0.0,
2012-10-24 00:00:00+00:00,309.0,315.0,308.25,145.68699645996094,12473,0.0,
2012-10-25 00:00:00+00:00,309.45001220703125,310.5,307.5,145.12071228027344,3453,0.0,
2012-10-26 00:00:00+00:00,307.5,308.70001220703125,305.1000061035156,144.76675415039062,6807,0.0,
2012-10-31 00:00:00+00:00,308.8500061035156,309.0,301.3500061035156,142.9969940185547,15840,0.0,
2012-11-01 00:00:00+00:00,301.3500061035156,307.20001220703125,295.6499938964844,144.27120971679688,11773,0.0,
2012-11-02 00:00:00+00:00,307.04998779296875,309.6000061035156,303.0,143.49249267578125,3093,0.0,
2012-11-05 00:00:00+00:00,302.70001220703125,305.8500061035156,300.45001220703125,144.05885314941406,4740,0.0,
2012-11-06 00:00:00+00:00,303.75,314.8500061035156,300.1499938964844,148.09385681152344,5233,0.0,
2012-11-07 00:00:00+00:00,311.8500061035156,311.8500061035156,301.95001220703125,145.82859802246094,4113,0.0,
2012-11-08 00:00:00+00:00,308.1000061035156,309.75,302.54998779296875,142.85540771484375,13633,0.0,
2012-11-09 00:00:00+00:00,301.20001220703125,315.29998779296875,301.20001220703125,143.9172821044922,4653,0.0,
2012-11-12 00:00:00+00:00,306.0,308.8500061035156,302.54998779296875,143.0677490234375,5873,0.0,
2012-11-13 00:00:00+00:00,303.8999938964844,303.8999938964844,294.0,140.16534423828125,7793,0.0,
2012-11-14 00:00:00+00:00,296.25,300.6000061035156,286.20001220703125,135.70553588867188,40807,0.0,
2012-11-15 00:00:00+00:00,286.6499938964844,291.0,278.3999938964844,132.02442932128906,6727,0.0,
2012-11-16 00:00:00+00:00,281.3999938964844,292.04998779296875,280.6499938964844,134.2189178466797,7907,0.0,
2012-11-19 00:00:00+00:00,285.29998779296875,291.8999938964844,283.95001220703125,134.2897186279297,7153,0.0,
2012-11-20 00:00:00+00:00,285.6000061035156,291.6000061035156,282.75,133.86495971679688,6807,0.0,
2012-11-21 00:00:00+00:00,284.25,285.0,273.8999938964844,132.8031005859375,6707,0.0,
2012-11-23 00:00:00+00:00,281.8500061035156,285.75,280.04998779296875,134.5020751953125,840,0.0,
2012-11-26 00:00:00+00:00,288.0,289.79998779296875,284.3999938964844,135.3515625,1373,0.0,
2012-11-27 00:00:00+00:00,288.29998779296875,297.45001220703125,285.0,138.39556884765625,4887,0.0,
2012-11-28 00:00:00+00:00,294.29998779296875,297.6000061035156,289.5,138.25401306152344,4787,0.0,
2012-11-29 00:00:00+00:00,292.95001220703125,297.75,291.0,139.24508666992188,1807,0.0,
2012-11-30 00:00:00+00:00,293.54998779296875,298.20001220703125,293.1000061035156,139.8821563720703,1820,0.0,
2012-12-03 00:00:00+00:00,295.95001220703125,300.0,295.04998779296875,141.08560180664062,2573,0.0,
2012-12-04 00:00:00+00:00,299.25,299.25,293.1000061035156,138.9619140625,740,0.0,
2012-12-05 00:00:00+00:00,298.5,298.95001220703125,291.1499938964844,138.7495574951172,1920,0.0,
2012-12-06 00:00:00+00:00,292.5,299.1000061035156,292.5,140.30690002441406,1973,0.0,
2012-12-07 00:00:00+00:00,306.0,306.0,293.25,140.2361602783203,4027,0.0,
2012-12-10 00:00:00+00:00,295.5,297.75,289.3500061035156,137.333740234375,1720,0.0,
2012-12-11 00:00:00+00:00,289.79998779296875,294.29998779296875,288.75,137.90008544921875,2153,0.0,
2012-12-12 00:00:00+00:00,291.8999938964844,292.5,286.6499938964844,135.84716796875,4087,0.0,
2012-12-13 00:00:00+00:00,288.29998779296875,295.79998779296875,282.1499938964844,136.55502319335938,9667,0.0,
2012-12-14 00:00:00+00:00,288.75,291.6000061035156,287.70001220703125,136.34266662597656,6007,0.0,
2012-12-17 00:00:00+00:00,294.75,294.75,288.8999938964844,137.82925415039062,573,0.0,
2012-12-18 00:00:00+00:00,293.1000061035156,301.95001220703125,290.54998779296875,140.30690002441406,3160,0.0,
2012-12-19 00:00:00+00:00,292.79998779296875,307.04998779296875,290.3999938964844,139.74058532714844,3733,0.0,
2012-12-20 00:00:00+00:00,291.29998779296875,299.8500061035156,291.29998779296875,140.09458923339844,3347,0.0,
2012-12-21 00:00:00+00:00,293.54998779296875,300.6000061035156,288.75,137.050537109375,7587,0.0,
2012-12-24 00:00:00+00:00,289.20001220703125,293.54998779296875,289.20001220703125,136.9089813232422,233,0.0,
2012-12-26 00:00:00+00:00,289.6499938964844,289.6499938964844,285.6000061035156,135.4931182861328,2153,0.0,
2012-12-27 00:00:00+00:00,285.8999938964844,295.3500061035156,282.29998779296875,137.192138671875,2640,0.0,
2012-12-28 00:00:00+00:00,288.75,292.3500061035156,285.75,136.27182006835938,4553,0.0,
2012-12-31 00:00:00+00:00,287.1000061035156,297.75,286.5,140.3777313232422,6567,0.0,
2013-01-02 00:00:00+00:00,300.45001220703125,306.1499938964844,297.45001220703125,142.85540771484375,6407,0.0,
2013-01-03 00:00:00+00:00,301.79998779296875,304.20001220703125,298.5,141.93515014648438,973,0.0,
2013-01-04 00:00:00+00:00,300.75,303.75,299.1000061035156,141.93515014648438,933,0.0,
2013-01-07 00:00:00+00:00,300.8999938964844,303.1499938964844,297.8999938964844,141.5811309814453,1673,0.0,
2013-01-08 00:00:00+00:00,297.45001220703125,302.3999938964844,297.45001220703125,140.80247497558594,12520,0.0,
2013-01-09 00:00:00+00:00,296.3999938964844,299.70001220703125,280.04998779296875,138.89111328125,12160,0.0,
2013-01-10 00:00:00+00:00,297.8999938964844,301.5,295.6499938964844,140.80247497558594,6867,0.0,
2013-01-11 00:00:00+00:00,297.29998779296875,299.3999938964844,294.8999938964844,139.81141662597656,13867,0.0,
2013-01-14 00:00:00+00:00,295.79998779296875,298.04998779296875,292.79998779296875,139.24508666992188,980,0.0,
2013-01-15 00:00:00+00:00,294.0,299.3999938964844,294.0,138.9619140625,6073,0.0,
2013-01-16 00:00:00+00:00,295.04998779296875,299.70001220703125,291.29998779296875,139.17428588867188,3933,0.0,
2013-01-17 00:00:00+00:00,294.6000061035156,297.45001220703125,293.1000061035156,139.3158721923828,9140,0.0,
2013-01-18 00:00:00+00:00,294.0,299.1000061035156,293.3999938964844,139.103515625,12460,0.0,
2013-01-22 00:00:00+00:00,295.3500061035156,306.29998779296875,295.3500061035156,141.72274780273438,16500,0.0,
2013-01-23 00:00:00+00:00,299.8500061035156,303.1499938964844,298.04998779296875,142.35983276367188,6020,0.0,
2013-01-24 00:00:00+00:00,303.29998779296875,318.1499938964844,303.29998779296875,147.1736297607422,6020,0.0,
2013-01-25 00:00:00+00:00,314.1000061035156,320.70001220703125,313.5,150.9962921142578,8000,0.0,
2013-01-28 00:00:00+00:00,319.95001220703125,337.04998779296875,319.95001220703125,155.4561309814453,8160,0.0,
2013-01-29 00:00:00+00:00,329.3999938964844,332.1000061035156,326.70001220703125,154.8898162841797,4120,0.0,
2013-01-30 00:00:00+00:00,328.95001220703125,338.1000061035156,326.25,155.3853302001953,8867,0.0,
2013-01-31 00:00:00+00:00,332.25,335.1000061035156,322.5,154.8190155029297,9520,0.0,
2013-02-01 00:00:00+00:00,330.0,331.5,327.75,154.8190155029297,7373,0.0,
2013-02-04 00:00:00+00:00,327.75,328.5,320.8500061035156,154.74819946289062,6320,0.0,
2013-02-05 00:00:00+00:00,322.20001220703125,323.70001220703125,313.79998779296875,153.16104125976562,373,6.15,
2013-02-06 00:00:00+00:00,318.0,322.20001220703125,316.5,154.02676391601562,3720,0.0,
2013-02-07 00:00:00+00:00,319.6499938964844,325.20001220703125,317.3999938964844,155.10890197753906,5820,0.0,
