date,FELE_Open,FELE_High,FELE_Low,FELE_Close,FELE_Volume,FELE_Dividends,FELE_Stock Splits
1980-03-17 00:00:00+00:00,0.0,1.5625,1.46875,0.2418638467788696,48800,0.0,
1980-03-18 00:00:00+00:00,0.0,1.59375,1.5,0.2470100075006485,15200,0.0,
1980-03-19 00:00:00+00:00,0.0,1.65625,1.5625,0.2573019564151764,8000,0.0,
1980-03-20 00:00:00+00:00,0.0,1.65625,1.5625,0.2573019564151764,11200,0.0,
1980-03-21 00:00:00+00:00,0.0,1.65625,1.5625,0.2573019564151764,3200,0.0,
1980-03-24 00:00:00+00:00,0.0,1.5625,1.46875,0.2418638467788696,13600,0.0,
1980-03-25 00:00:00+00:00,0.0,1.5625,1.46875,0.2418638467788696,5600,0.0,
1980-03-26 00:00:00+00:00,0.0,1.6875,1.59375,0.262448102235794,8000,0.0,
1980-03-27 00:00:00+00:00,0.0,1.53125,1.4375,0.2367178499698639,16800,0.0,
1980-03-28 00:00:00+00:00,0.0,1.625,1.53125,0.2521560490131378,14400,0.0,
1980-03-31 00:00:00+00:00,0.0,1.6875,1.59375,0.262448102235794,20000,0.0,
1980-04-01 00:00:00+00:00,0.0,1.6875,1.59375,0.262448102235794,7200,0.0,
1980-04-02 00:00:00+00:00,0.0,1.65625,1.5625,0.2573019564151764,8800,0.0,
1980-04-03 00:00:00+00:00,0.0,1.65625,1.5625,0.2573019564151764,11200,0.0,
1980-04-07 00:00:00+00:00,0.0,1.65625,1.5625,0.2573019564151764,4000,0.0,
1980-04-08 00:00:00+00:00,0.0,1.65625,1.5625,0.2573019564151764,9600,0.0,
1980-04-09 00:00:00+00:00,0.0,1.65625,1.5625,0.2573019564151764,9600,0.0,
1980-04-10 00:00:00+00:00,0.0,1.6875,1.59375,0.262448102235794,16800,0.0,
1980-04-11 00:00:00+00:00,0.0,1.6875,1.59375,0.262448102235794,12800,0.0,
1980-04-14 00:00:00+00:00,0.0,1.6875,1.59375,0.262448102235794,1600,0.0,
1980-04-15 00:00:00+00:00,0.0,1.6875,1.59375,0.262448102235794,2400,0.0,
1980-04-16 00:00:00+00:00,0.0,1.65625,1.5625,0.2573019564151764,9600,0.0,
1980-04-17 00:00:00+00:00,0.0,1.65625,1.5625,0.2573019564151764,7200,0.0,
1980-04-18 00:00:00+00:00,0.0,1.65625,1.5625,0.2573019564151764,10400,0.0,
1980-04-21 00:00:00+00:00,0.0,1.65625,1.5625,0.2573019564151764,18400,0.0,
1980-04-22 00:00:00+00:00,0.0,1.65625,1.5625,0.2573019564151764,10400,0.0,
1980-04-23 00:00:00+00:00,0.0,1.65625,1.5625,0.2573019564151764,19200,0.0,
1980-04-24 00:00:00+00:00,0.0,1.65625,1.5625,0.2573019564151764,8800,0.0,
1980-04-25 00:00:00+00:00,0.0,1.625,1.53125,0.2521560490131378,8000,0.0,
1980-04-28 00:00:00+00:00,0.0,1.65625,1.5625,0.2573019564151764,1600,0.0,
1980-04-29 00:00:00+00:00,0.0,1.6875,1.59375,0.262448102235794,7200,0.0,
1980-04-30 00:00:00+00:00,0.0,1.65625,1.5625,0.2573019564151764,1600,0.0,
1980-05-01 00:00:00+00:00,0.0,1.65625,1.5625,0.2573019564151764,24800,0.0,
1980-05-02 00:00:00+00:00,0.0,1.65625,1.5625,0.2573019564151764,2400,0.0,
1980-05-05 00:00:00+00:00,0.0,1.65625,1.5625,0.2573019564151764,4000,0.0,
1980-05-06 00:00:00+00:00,0.0,1.65625,1.5625,0.2573019564151764,7200,0.0,
1980-05-07 00:00:00+00:00,0.0,1.65625,1.5625,0.2573019564151764,18400,0.0,
1980-05-08 00:00:00+00:00,0.0,1.6875,1.59375,0.262448102235794,14400,0.0,
1980-05-09 00:00:00+00:00,0.0,1.6875,1.59375,0.262448102235794,16800,0.0,
1980-05-12 00:00:00+00:00,0.0,1.625,1.53125,0.2521560490131378,19200,0.0,
1980-05-13 00:00:00+00:00,0.0,1.65625,1.5625,0.2573019564151764,20800,0.0,
1980-05-14 00:00:00+00:00,0.0,1.6875,1.59375,0.262448102235794,32000,0.0,
1980-05-15 00:00:00+00:00,0.0,1.6875,1.59375,0.262448102235794,17600,0.0,
1980-05-16 00:00:00+00:00,0.0,1.65625,1.5625,0.2573019564151764,30400,0.0,
1980-05-19 00:00:00+00:00,0.0,1.65625,1.5625,0.2573019564151764,10400,0.0,
