date,XTN_Open,XTN_High,XTN_Low,XTN_Close,XTN_Volume,XTN_Dividends,XTN_Stock Splits
2011-01-27 00:00:00+00:00,25.545000076293945,25.790000915527344,25.524999618530277,23.04259490966797,44200,0.0,
2011-01-28 00:00:00+00:00,25.75,25.75,25.75,23.04259490966797,0,0.0,
2011-01-31 00:00:00+00:00,24.940000534057617,25.020000457763672,24.940000534057617,22.38935089111328,400,0.0,
2011-02-01 00:00:00+00:00,25.200000762939453,25.34000015258789,25.200000762939453,22.675704956054688,800,0.0,
2011-02-02 00:00:00+00:00,25.03499984741211,25.03499984741211,24.850000381469727,22.23723030090332,600,0.0,
2011-02-03 00:00:00+00:00,24.850000381469727,24.850000381469727,24.850000381469727,22.23723030090332,0,0.0,
2011-02-04 00:00:00+00:00,25.1299991607666,25.1299991607666,24.815000534057617,22.205904006958008,19200,0.0,
2011-02-07 00:00:00+00:00,24.815000534057617,24.815000534057617,24.815000534057617,22.205904006958008,0,0.0,
2011-02-08 00:00:00+00:00,25.170000076293945,25.18000030517578,25.170000076293945,22.532529830932617,1800,0.0,
2011-02-09 00:00:00+00:00,25.2549991607666,25.325000762939453,25.190000534057617,22.61306571960449,82400,0.0,
2011-02-10 00:00:00+00:00,25.21999931335449,25.4950008392334,25.19499969482422,22.78756332397461,54000,0.0,
2011-02-11 00:00:00+00:00,25.524999618530277,25.8700008392334,25.520000457763672,23.11865997314453,57200,0.0,
2011-02-14 00:00:00+00:00,26.09499931335449,26.09499931335449,25.81999969482422,23.18130111694336,19800,0.0,
2011-02-15 00:00:00+00:00,25.934999465942383,26.125,25.920000076293945,23.3647518157959,23000,0.0,
2011-02-16 00:00:00+00:00,26.350000381469727,26.420000076293945,26.225000381469727,23.588459014892575,66400,0.0,
2011-02-17 00:00:00+00:00,26.43000030517578,26.479999542236328,26.309999465942383,23.695844650268555,8000,0.0,
2011-02-18 00:00:00+00:00,26.584999084472656,26.584999084472656,26.375,23.601886749267575,3800,0.0,
2011-02-22 00:00:00+00:00,25.82999992370605,25.834999084472656,25.334999084472656,22.67122459411621,5800,0.0,
2011-02-23 00:00:00+00:00,24.93000030517578,24.93000030517578,24.450000762939453,22.16115951538086,12600,0.0,
2011-02-24 00:00:00+00:00,24.645000457763672,24.95499992370605,24.520000457763672,22.27749252319336,11000,0.0,
2011-02-25 00:00:00+00:00,25.065000534057617,25.100000381469727,25.040000915527344,22.45646095275879,37000,0.0,
2011-02-28 00:00:00+00:00,25.18000030517578,25.26499938964844,25.13500022888184,22.54595375061035,15400,0.0,
2011-03-01 00:00:00+00:00,24.934999465942383,25.155000686645508,24.59499931335449,22.071674346923828,15000,0.0,
2011-03-02 00:00:00+00:00,24.725000381469727,24.915000915527344,24.6200008392334,22.174591064453125,6400,0.0,
