date,ASUR_Open,ASUR_High,ASUR_Low,ASUR_Close,ASUR_Volume,ASUR_Dividends,ASUR_Stock Splits
1992-04-07 00:00:00+00:00,86.66666412353516,91.66666412353516,80.83333587646484,83.33333587646484,440400,,
1992-04-08 00:00:00+00:00,81.66666412353516,83.33333587646484,76.66666412353516,78.33333587646484,82920,,
1992-04-09 00:00:00+00:00,81.66666412353516,81.66666412353516,76.66666412353516,81.66666412353516,26460,,
1992-04-10 00:00:00+00:00,81.66666412353516,81.66666412353516,78.33333587646484,78.33333587646484,16395,,
1992-04-13 00:00:00+00:00,81.66666412353516,81.66666412353516,78.33333587646484,81.66666412353516,1890,,
1992-04-14 00:00:00+00:00,81.66666412353516,88.33333587646484,78.33333587646484,88.33333587646484,48030,,
1992-04-15 00:00:00+00:00,93.33333587646484,95.0,88.33333587646484,90.0,24825,,
1992-04-16 00:00:00+00:00,90.0,93.33333587646484,88.33333587646484,88.33333587646484,11460,,
1992-04-20 00:00:00+00:00,93.33333587646484,93.33333587646484,83.33333587646484,84.16666412353516,9510,,
1992-04-21 00:00:00+00:00,86.66666412353516,86.66666412353516,80.0,83.33333587646484,13650,,
1992-04-22 00:00:00+00:00,80.0,85.0,80.0,85.0,2565,,
1992-04-23 00:00:00+00:00,83.33333587646484,86.66666412353516,83.33333587646484,86.66666412353516,2970,,
1992-04-24 00:00:00+00:00,86.66666412353516,86.66666412353516,83.33333587646484,86.66666412353516,1395,,
1992-04-27 00:00:00+00:00,86.66666412353516,86.66666412353516,83.33333587646484,86.66666412353516,5865,,
1992-04-28 00:00:00+00:00,86.66666412353516,86.66666412353516,77.5,77.5,11085,,
1992-04-29 00:00:00+00:00,77.5,80.0,76.66666412353516,78.33333587646484,21525,,
1992-04-30 00:00:00+00:00,76.66666412353516,85.0,76.66666412353516,81.66666412353516,10680,,
1992-05-01 00:00:00+00:00,85.0,86.66666412353516,81.66666412353516,84.16666412353516,4365,,
1992-05-04 00:00:00+00:00,86.66666412353516,86.66666412353516,83.33333587646484,85.0,2520,,
1992-05-05 00:00:00+00:00,85.0,86.66666412353516,83.33333587646484,86.66666412353516,3960,,
1992-05-06 00:00:00+00:00,86.66666412353516,86.66666412353516,83.33333587646484,86.66666412353516,1530,,
1992-05-07 00:00:00+00:00,86.66666412353516,86.66666412353516,83.33333587646484,85.0,1680,,
1992-05-08 00:00:00+00:00,83.33333587646484,86.66666412353516,83.33333587646484,85.0,1455,,
1992-05-11 00:00:00+00:00,86.66666412353516,86.66666412353516,83.33333587646484,83.33333587646484,7245,,
1992-05-12 00:00:00+00:00,85.0,86.66666412353516,80.83333587646484,80.83333587646484,12090,,
1992-05-13 00:00:00+00:00,80.0,85.0,80.0,80.0,5070,,
1992-05-14 00:00:00+00:00,80.0,85.0,80.0,82.5,3495,,
1992-05-15 00:00:00+00:00,81.66666412353516,83.33333587646484,80.0,81.66666412353516,2130,,
1992-05-18 00:00:00+00:00,83.33333587646484,86.66666412353516,83.33333587646484,85.0,1740,,
1992-05-19 00:00:00+00:00,81.66666412353516,86.66666412353516,81.66666412353516,83.33333587646484,2565,,
1992-05-20 00:00:00+00:00,86.66666412353516,86.66666412353516,80.0,80.0,1440,,
1992-05-21 00:00:00+00:00,85.0,85.0,80.0,85.0,1275,,
1992-05-22 00:00:00+00:00,85.0,85.0,81.66666412353516,85.0,1020,,
1992-05-26 00:00:00+00:00,85.0,85.0,82.5,85.0,240,,
1992-05-27 00:00:00+00:00,85.0,85.0,80.0,85.0,3390,,
1992-05-28 00:00:00+00:00,81.66666412353516,85.0,78.33333587646484,80.0,6735,,
1992-05-29 00:00:00+00:00,78.33333587646484,81.66666412353516,73.33333587646484,75.0,25005,,
1992-06-01 00:00:00+00:00,76.66666412353516,78.33333587646484,76.66666412353516,78.33333587646484,5640,,
1992-06-02 00:00:00+00:00,78.33333587646484,80.0,78.33333587646484,80.0,255,,
1992-06-03 00:00:00+00:00,80.0,80.0,78.33333587646484,79.16666412353516,2580,,
1992-06-04 00:00:00+00:00,79.16666412353516,80.0,78.33333587646484,78.33333587646484,2265,,
1992-06-05 00:00:00+00:00,80.0,80.0,76.66666412353516,78.33333587646484,675,,
1992-06-08 00:00:00+00:00,78.33333587646484,78.33333587646484,73.33333587646484,76.66666412353516,18900,,
1992-06-09 00:00:00+00:00,73.33333587646484,73.33333587646484,70.0,70.0,3405,,
1992-06-10 00:00:00+00:00,71.66666412353516,71.66666412353516,58.33333206176758,61.66666793823242,10425,,
1992-06-11 00:00:00+00:00,61.66666793823242,61.66666793823242,50.0,53.33333206176758,18675,,
