date,XOP_Open,XOP_High,XOP_Low,XOP_Close,XOP_Volume,XOP_Dividends,XOP_Stock Splits
2006-06-22 00:00:00+00:00,137.60000610351562,138.1999969482422,136.44000244140625,109.56843566894533,11950,0.0,
2006-06-23 00:00:00+00:00,144.39999389648438,146.0,144.39999389648438,115.63793182373048,725,0.0,
2006-06-26 00:00:00+00:00,145.55999755859375,145.55999755859375,145.55999755859375,115.63793182373048,0,0.0,
2006-06-27 00:00:00+00:00,149.0,149.0,147.52000427246094,117.48101806640624,3225,0.0,
2006-06-28 00:00:00+00:00,148.16000366210938,149.83999633789062,148.16000366210938,119.03814697265624,8975,0.0,
2006-06-29 00:00:00+00:00,151.47999572753906,153.9600067138672,151.47999572753906,122.31120300292967,4825,0.0,
2006-06-30 00:00:00+00:00,155.16000366210938,156.27999877929688,153.72000122070312,123.90007019042967,13400,0.0,
2006-07-03 00:00:00+00:00,157.0,158.24000549316406,156.67999267578125,125.45712280273438,1925,0.0,
2006-07-05 00:00:00+00:00,157.8000030517578,157.8000030517578,154.8800048828125,124.72621154785156,3850,0.0,
2006-07-06 00:00:00+00:00,156.72000122070312,157.52000427246094,155.55999755859375,123.61408233642578,6850,0.0,
2006-07-07 00:00:00+00:00,158.0,158.0,153.8000030517578,122.40650939941406,4350,0.0,
2006-07-10 00:00:00+00:00,153.52000427246094,154.83999633789062,153.0800018310547,122.21580505371094,18075,0.0,
2006-07-11 00:00:00+00:00,154.36000061035156,155.75999450683594,153.8800048828125,123.7411117553711,32275,0.0,
2006-07-12 00:00:00+00:00,154.9199981689453,155.8000030517578,154.0399932861328,122.9149932861328,25700,0.0,
2006-07-13 00:00:00+00:00,152.36000061035156,152.8800048828125,152.16000366210938,121.0400390625,550,0.0,
2006-07-14 00:00:00+00:00,153.0399932861328,153.16000366210938,150.27999877929688,120.91297912597656,13550,0.0,
2006-07-17 00:00:00+00:00,152.52000427246094,152.52000427246094,148.1999969482422,117.7352523803711,4975,0.0,
2006-07-18 00:00:00+00:00,150.83999633789062,150.83999633789062,147.52000427246094,118.94268798828124,7000,0.0,
2006-07-19 00:00:00+00:00,150.16000366210938,150.9600067138672,149.27999877929688,119.16522216796876,3075,0.0,
2006-07-20 00:00:00+00:00,150.60000610351562,150.9600067138672,149.0800018310547,118.43431091308594,8625,0.0,
2006-07-21 00:00:00+00:00,146.8800048828125,146.8800048828125,145.24000549316406,115.57433319091795,2675,0.0,
2006-07-24 00:00:00+00:00,150.52000427246094,151.0800018310547,149.75999450683594,120.02318572998048,7600,0.0,
2006-07-25 00:00:00+00:00,152.75999450683594,152.8000030517578,152.60000610351562,121.23077392578124,1650,0.0,
2006-07-26 00:00:00+00:00,154.0800018310547,159.39999389648438,154.0,125.96558380126952,2325,0.0,
2006-07-27 00:00:00+00:00,159.0,159.27999877929688,155.1999969482422,123.29630279541016,2100,0.0,
2006-07-28 00:00:00+00:00,156.55999755859375,157.0,156.39999389648438,124.72621154785156,2750,0.0,
2006-07-31 00:00:00+00:00,159.8000030517578,159.8000030517578,158.75999450683594,126.63288116455078,1450,0.0,
2006-08-01 00:00:00+00:00,161.0,161.72000122070312,159.32000732421875,128.47596740722656,1900,0.0,
