date,RICK_Open,RICK_High,RICK_Low,RICK_Close,RICK_Volume,RICK_Dividends,RICK_Stock Splits
1995-10-13 00:00:00+00:00,7.0,9.25,7.0,8.353768348693848,286500,0.0,
1995-10-16 00:00:00+00:00,9.25,10.5,8.5,9.547161102294922,377050,0.0,
1995-10-17 00:00:00+00:00,10.5,10.5,8.75,9.30848217010498,135000,0.0,
1995-10-18 00:00:00+00:00,9.75,9.75,8.4375,8.592446327209473,93300,0.0,
1995-10-19 00:00:00+00:00,9.125,9.25,8.75,8.592446327209473,34500,0.0,
1995-10-20 00:00:00+00:00,9.125,9.125,8.875,8.473104476928711,30350,0.0,
1995-10-23 00:00:00+00:00,8.625,9.0,8.625,8.234427452087402,15800,0.0,
1995-10-24 00:00:00+00:00,8.75,8.875,8.5,8.234427452087402,49950,0.0,
1995-10-25 00:00:00+00:00,8.625,8.75,8.25,7.876408100128174,50750,0.0,
1995-10-26 00:00:00+00:00,8.5,8.5,7.375,7.041030883789063,46600,0.0,
1995-10-27 00:00:00+00:00,7.75,8.0,7.375,7.399048328399658,23750,0.0,
1995-10-30 00:00:00+00:00,8.0,8.375,7.75,7.757066249847412,35400,0.0,
1995-10-31 00:00:00+00:00,8.375,8.375,8.0,7.637730121612549,16250,0.0,
1995-11-01 00:00:00+00:00,8.25,8.25,7.75,7.757066249847412,4350,0.0,
1995-11-02 00:00:00+00:00,7.75,8.125,7.75,7.757066249847412,21050,0.0,
1995-11-03 00:00:00+00:00,8.125,8.125,7.75,7.518388271331787,21350,0.0,
1995-11-06 00:00:00+00:00,8.125,8.125,7.875,7.518388271331787,7850,0.0,
1995-11-07 00:00:00+00:00,8.125,8.125,7.875,7.518388271331787,5350,0.0,
1995-11-08 00:00:00+00:00,8.125,8.125,7.875,7.518388271331787,7500,0.0,
1995-11-09 00:00:00+00:00,7.875,8.125,7.875,7.518388271331787,2800,0.0,
1995-11-10 00:00:00+00:00,7.875,8.125,7.75,7.757066249847412,21200,0.0,
1995-11-13 00:00:00+00:00,7.75,8.125,7.75,7.518388271331787,8200,0.0,
1995-11-14 00:00:00+00:00,8.125,8.125,7.75,7.757066249847412,9550,0.0,
1995-11-15 00:00:00+00:00,8.125,8.125,7.75,7.399048328399658,12900,0.0,
1995-11-16 00:00:00+00:00,7.75,8.0,7.75,7.399048328399658,5450,0.0,
1995-11-17 00:00:00+00:00,7.75,8.0,7.75,7.637730121612549,2150,0.0,
1995-11-20 00:00:00+00:00,7.75,8.0,7.75,7.637730121612549,7000,0.0,
1995-11-21 00:00:00+00:00,7.75,8.0,7.625,7.279709815979004,14600,0.0,
1995-11-22 00:00:00+00:00,8.0,8.0,7.5,7.637730121612549,16850,0.0,
1995-11-24 00:00:00+00:00,8.0,8.0,7.625,7.637730121612549,11000,0.0,
1995-11-27 00:00:00+00:00,7.625,8.125,7.625,7.757066249847412,12700,0.0,
1995-11-28 00:00:00+00:00,8.125,8.125,7.75,7.399048328399658,5650,0.0,
1995-11-29 00:00:00+00:00,7.75,8.125,7.75,7.637730121612549,12100,0.0,
1995-11-30 00:00:00+00:00,7.75,8.125,7.75,7.757066249847412,13150,0.0,
1995-12-01 00:00:00+00:00,8.125,8.125,7.875,7.757066249847412,20050,0.0,
1995-12-04 00:00:00+00:00,8.125,8.125,7.875,7.757066249847412,4500,0.0,
1995-12-05 00:00:00+00:00,8.125,8.125,7.875,7.518388271331787,19150,0.0,
1995-12-06 00:00:00+00:00,8.125,8.125,7.875,7.518388271331787,45850,0.0,
1995-12-07 00:00:00+00:00,7.875,8.125,7.875,7.637730121612549,11750,0.0,
1995-12-08 00:00:00+00:00,7.875,8.125,7.875,7.518388271331787,14500,0.0,
1995-12-11 00:00:00+00:00,7.875,8.125,7.875,7.637730121612549,5000,0.0,
1995-12-12 00:00:00+00:00,7.875,8.0625,7.875,7.697397232055664,5500,0.0,
1995-12-13 00:00:00+00:00,8.0625,8.125,7.875,7.57805871963501,18850,0.0,
1995-12-14 00:00:00+00:00,7.9375,8.25,7.9375,7.876408100128174,29400,0.0,
1995-12-15 00:00:00+00:00,8.375,8.375,8.0,7.637730121612549,12500,0.0,
1995-12-18 00:00:00+00:00,8.0,8.375,8.0,7.637730121612549,10800,0.0,
1995-12-19 00:00:00+00:00,8.0,8.375,7.875,7.518388271331787,16400,0.0,
1995-12-20 00:00:00+00:00,7.75,8.375,7.75,7.399048328399658,6050,0.0,
