date,LTL_Open,LTL_High,LTL_Low,LTL_Close,LTL_Volume,LTL_Dividends,LTL_Stock Splits
2008-05-22 00:00:00+00:00,42.33000183105469,42.36000061035156,42.33000183105469,33.58170700073242,600,0.0,
2008-05-23 00:00:00+00:00,41.75,41.75,41.060001373291016,32.721553802490234,1400,0.0,
2008-05-27 00:00:00+00:00,42.06999969482422,42.06999969482422,42.06999969482422,33.351802825927734,200,0.0,
2008-05-28 00:00:00+00:00,42.57500076293945,42.57500076293945,42.57500076293945,33.75215530395508,200,0.0,
2008-05-29 00:00:00+00:00,43.55500030517578,44.58000183105469,43.42499923706055,35.34164047241211,4600,0.0,
2008-05-30 00:00:00+00:00,44.58000183105469,44.92499923706055,44.58000183105469,35.52001190185547,1200,0.0,
2008-06-02 00:00:00+00:00,43.42499923706055,43.42499923706055,43.345001220703125,34.36258316040039,2000,0.0,
2008-06-03 00:00:00+00:00,42.52000045776367,42.52000045776367,42.52000045776367,33.70854187011719,200,0.0,
2008-06-04 00:00:00+00:00,43.69499969482422,43.69499969482422,43.69499969482422,34.64005661010742,800,0.0,
2008-06-05 00:00:00+00:00,45.369998931884766,45.369998931884766,45.369998931884766,35.96794128417969,1200,0.0,
2008-06-06 00:00:00+00:00,44.595001220703125,44.595001220703125,44.595001220703125,35.35354995727539,200,0.0,
2008-06-09 00:00:00+00:00,42.48500061035156,42.75,42.10499954223633,33.89088439941406,49000,0.0,
2008-06-10 00:00:00+00:00,42.75,42.75,42.75,33.89088439941406,0,0.0,
2008-06-11 00:00:00+00:00,40.18000030517578,40.625,39.47999954223633,31.298526763916016,1400,0.0,
2008-06-12 00:00:00+00:00,40.48500061035156,40.48500061035156,38.494998931884766,30.60088157653809,2200,0.0,
2008-06-13 00:00:00+00:00,39.77000045776367,40.1150016784668,39.64500045776367,31.801944732666016,600,0.0,
2008-06-16 00:00:00+00:00,39.13999938964844,39.76499938964844,39.13999938964844,31.524463653564453,4200,0.0,
2008-06-17 00:00:00+00:00,40.025001525878906,40.025001525878906,40.025001525878906,31.730581283569336,400,0.0,
2008-06-18 00:00:00+00:00,38.92499923706055,38.92499923706055,38.92499923706055,30.858537673950195,400,0.0,
2008-06-19 00:00:00+00:00,38.92499923706055,38.92499923706055,38.92499923706055,30.858537673950195,0,0.0,
2008-06-20 00:00:00+00:00,37.060001373291016,37.060001373291016,36.744998931884766,29.27300453186035,1200,0.0,
2008-06-23 00:00:00+00:00,36.70500183105469,36.70500183105469,36.310001373291016,28.785449981689453,400,0.0,
2008-06-24 00:00:00+00:00,35.915000915527344,35.91999816894531,35.915000915527344,28.63756561279297,1000,0.2045,
2008-06-25 00:00:00+00:00,35.91999816894531,35.91999816894531,35.91999816894531,28.63756561279297,0,0.0,
2008-06-26 00:00:00+00:00,36.02999877929688,36.02999877929688,35.415000915527344,28.274805068969727,2000,0.0,
2008-06-27 00:00:00+00:00,34.279998779296875,34.650001525878906,34.279998779296875,27.40180015563965,2800,0.0,
2008-06-30 00:00:00+00:00,35.814998626708984,35.814998626708984,35.814998626708984,28.55384635925293,200,0.0,
2008-07-01 00:00:00+00:00,34.51499938964844,34.51499938964844,33.95500183105469,27.07093811035156,6600,0.0,
2008-07-02 00:00:00+00:00,35.2599983215332,35.2599983215332,33.52000045776367,26.7241325378418,800,0.0,
2008-07-03 00:00:00+00:00,32.93000030517578,32.93000030517578,32.56999969482422,25.96674346923828,600,0.0,
2008-07-07 00:00:00+00:00,33.15999984741211,33.15999984741211,32.35499954223633,25.795324325561523,3200,0.0,
2008-07-08 00:00:00+00:00,33.27000045776367,34.060001373291016,33.27000045776367,27.154661178588867,4400,0.0,
2008-07-09 00:00:00+00:00,33.025001525878906,33.025001525878906,32.60499954223633,25.9946346282959,600,0.0,
2008-07-10 00:00:00+00:00,32.5,32.5,32.5,25.91092872619629,200,0.0,
2008-07-11 00:00:00+00:00,31.674999237060547,31.795000076293945,31.59000015258789,25.34886360168457,600,0.0,
2008-07-14 00:00:00+00:00,32.21500015258789,32.5,32.21500015258789,25.91092872619629,800,0.0,
2008-07-15 00:00:00+00:00,32.16999816894531,32.16999816894531,32.16999816894531,25.647836685180664,200,0.0,
2008-07-16 00:00:00+00:00,32.21500015258789,32.39500045776367,32.21500015258789,25.82721710205078,2200,0.0,
2008-07-17 00:00:00+00:00,32.5,32.5,32.5,25.91092872619629,400,0.0,
2008-07-18 00:00:00+00:00,32.57500076293945,33.130001068115234,32.57500076293945,26.413196563720703,1400,0.0,
2008-07-21 00:00:00+00:00,33.59000015258789,33.59000015258789,33.0,26.309558868408203,32600,0.0,
2008-07-22 00:00:00+00:00,32.4900016784668,32.5099983215332,32.4900016784668,25.918907165527344,1200,0.0,
2008-07-23 00:00:00+00:00,34.095001220703125,35.75,34.095001220703125,28.203048706054688,1600,0.0,
2008-07-24 00:00:00+00:00,35.0,35.01499938964844,34.154998779296875,27.230392456054688,1600,0.0,
2008-07-25 00:00:00+00:00,33.525001525878906,33.525001525878906,33.525001525878906,26.72812271118164,400,0.0,
2008-07-28 00:00:00+00:00,32.775001525878906,32.775001525878906,32.775001525878906,26.130172729492188,600,0.0,
2008-07-29 00:00:00+00:00,32.52000045776367,32.869998931884766,32.52000045776367,26.134166717529297,1600,0.0,
2008-07-30 00:00:00+00:00,33.540000915527344,33.540000915527344,33.17499923706055,26.44908332824707,4600,0.0,
2008-07-31 00:00:00+00:00,33.630001068115234,33.81999969482422,33.630001068115234,26.96331596374512,4200,0.0,
2008-08-01 00:00:00+00:00,33.81999969482422,33.81999969482422,33.81999969482422,26.96331596374512,0,0.0,
2008-08-04 00:00:00+00:00,33.81999969482422,33.81999969482422,33.81999969482422,26.96331596374512,0,0.0,
2008-08-05 00:00:00+00:00,32.63999938964844,32.86000061035156,32.61000061035156,26.197948455810547,8800,0.0,
2008-08-06 00:00:00+00:00,32.86000061035156,32.86000061035156,32.86000061035156,26.197948455810547,0,0.0,
2008-08-07 00:00:00+00:00,32.025001525878906,32.025001525878906,31.315000534057617,25.10569953918457,4800,0.0,
2008-08-08 00:00:00+00:00,32.349998474121094,34.0,32.349998474121094,26.708179473876957,6000,0.0,
2008-08-11 00:00:00+00:00,33.70000076293945,35.08000183105469,33.70000076293945,27.67286872863769,19800,0.0,
2008-08-12 00:00:00+00:00,34.66999816894531,35.08000183105469,34.46500015258789,27.4775505065918,3000,0.0,
2008-08-13 00:00:00+00:00,33.880001068115234,34.25,33.224998474121094,27.12277030944824,5800,0.0,
2008-08-14 00:00:00+00:00,33.5,34.375,33.5,27.11080551147461,2000,0.0,
