date,BRF_Open,BRF_High,BRF_Low,BRF_Close,BRF_Volume,BRF_Dividends,BRF_Stock Splits
2009-05-14 00:00:00+00:00,23.68000030517578,24.489999771118164,23.68000030517578,13.312442779541016,31400,0.0,
2009-05-15 00:00:00+00:00,24.670000076293945,24.84000015258789,24.25,13.257993698120115,28200,0.0,
2009-05-18 00:00:00+00:00,25.0,26.850000381469727,24.850000381469727,14.096487045288086,53000,0.0,
2009-05-19 00:00:00+00:00,25.989999771118164,26.88999938964844,25.690000534057617,14.32516384124756,97400,0.0,
2009-05-20 00:00:00+00:00,26.93000030517578,27.290000915527344,26.100000381469727,14.26527214050293,133100,0.0,
2009-05-21 00:00:00+00:00,25.920000076293945,25.93000030517578,25.299999237060547,13.884142875671388,71800,0.0,
2009-05-22 00:00:00+00:00,26.0,26.059999465942383,25.46999931335449,14.14004611968994,33700,0.0,
2009-05-26 00:00:00+00:00,25.65999984741211,26.770000457763672,25.479999542236328,14.5756254196167,29400,0.0,
2009-05-27 00:00:00+00:00,27.399999618530277,27.479999542236328,26.649999618530277,14.54840087890625,115000,0.0,
2009-05-28 00:00:00+00:00,27.299999237060547,27.350000381469727,26.76000022888184,14.869640350341797,107300,0.0,
2009-05-29 00:00:00+00:00,28.18000030517578,28.18000030517578,27.479999542236328,15.174546241760254,116900,0.0,
2009-06-01 00:00:00+00:00,28.63999938964844,28.96999931335449,28.5,15.6536865234375,282700,0.0,
2009-06-02 00:00:00+00:00,28.68000030517578,28.920000076293945,28.209999084472656,15.67002296447754,115600,0.0,
2009-06-03 00:00:00+00:00,28.31999969482422,28.31999969482422,27.049999237060547,14.902310371398926,87100,0.0,
2009-06-04 00:00:00+00:00,27.3700008392334,28.38999938964844,27.350000381469727,15.408673286437988,92900,0.0,
2009-06-05 00:00:00+00:00,28.93000030517578,28.93000030517578,27.729999542236328,15.26711082458496,164900,0.0,
2009-06-08 00:00:00+00:00,27.86000061035156,27.959999084472656,27.290000915527344,15.087430000305176,64500,0.0,
2009-06-09 00:00:00+00:00,28.459999084472656,28.459999084472656,27.899999618530277,15.35966968536377,162400,0.0,
2009-06-10 00:00:00+00:00,28.739999771118164,28.739999771118164,27.59000015258789,15.283443450927734,112300,0.0,
2009-06-11 00:00:00+00:00,28.75,29.26000022888184,28.0,15.789804458618164,413900,0.0,
2009-06-12 00:00:00+00:00,28.450000762939453,28.86000061035156,28.07999992370605,15.702688217163086,196300,0.0,
2009-06-15 00:00:00+00:00,28.459999084472656,28.459999084472656,27.25,15.00031566619873,94000,0.0,
2009-06-16 00:00:00+00:00,28.020000457763672,28.020000457763672,27.0,14.766190528869627,111300,0.0,
2009-06-17 00:00:00+00:00,26.940000534057617,27.420000076293945,26.26000022888184,14.815193176269531,99700,0.0,
2009-06-18 00:00:00+00:00,27.21999931335449,27.459999084472656,26.850000381469727,14.760746002197266,30600,0.0,
2009-06-19 00:00:00+00:00,27.520000457763672,27.850000381469727,27.5,14.973092079162598,39600,0.0,
2009-06-22 00:00:00+00:00,27.450000762939453,27.450000762939453,25.8799991607666,14.091042518615724,57400,0.0,
2009-06-23 00:00:00+00:00,27.38999938964844,27.38999938964844,25.899999618530277,14.504842758178713,62700,0.0,
2009-06-24 00:00:00+00:00,27.270000457763672,27.61000061035156,26.790000915527344,14.79886245727539,212400,0.0,
2009-06-25 00:00:00+00:00,27.299999237060547,28.049999237060547,27.100000381469727,15.256221771240234,186300,0.0,
2009-06-26 00:00:00+00:00,28.200000762939453,28.299999237060547,27.989999771118164,15.33244514465332,43000,0.0,
2009-06-29 00:00:00+00:00,28.1299991607666,28.1299991607666,27.729999542236328,15.179990768432615,45600,0.0,
