date,ALEX_Open,ALEX_High,ALEX_Low,ALEX_Close,ALEX_Volume,ALEX_Dividends,ALEX_Stock Splits
2012-06-14 00:00:00+00:00,26.18000030517578,26.290000915527344,26.18000030517578,13.327563285827637,1600,0.0,
2012-06-15 00:00:00+00:00,24.81999969482422,25.56999969482422,24.5,12.992218017578123,2800,0.0,
2012-06-18 00:00:00+00:00,25.56999969482422,25.56999969482422,25.56999969482422,12.992218017578123,0,0.0,
2012-06-19 00:00:00+00:00,25.56999969482422,25.56999969482422,25.56999969482422,12.992218017578123,0,0.0,
2012-06-20 00:00:00+00:00,25.56999969482422,25.56999969482422,25.56999969482422,12.992218017578123,0,0.0,
2012-06-21 00:00:00+00:00,25.56999969482422,25.56999969482422,25.56999969482422,12.992218017578123,0,0.0,
2012-06-22 00:00:00+00:00,25.56999969482422,25.56999969482422,25.56999969482422,12.992218017578123,0,0.0,
2012-06-25 00:00:00+00:00,25.59000015258789,25.59000015258789,25.59000015258789,13.002378463745115,1100,0.0,
2012-06-26 00:00:00+00:00,26.36000061035156,27.149999618530277,26.36000061035156,13.683236122131348,4100,0.0,
2012-06-27 00:00:00+00:00,26.979999542236328,26.979999542236328,26.979999542236328,13.708640098571776,100,0.0,
2012-06-28 00:00:00+00:00,27.790000915527344,27.899999618530277,27.790000915527344,14.176098823547363,800,0.0,
2012-06-29 00:00:00+00:00,28.020000457763672,28.020000457763672,25.170000076293945,12.788973808288574,676700,0.0,
2012-07-02 00:00:00+00:00,27.739999771118164,30.299999237060547,26.90999984741211,14.140528678894045,339400,0.0,
2012-07-03 00:00:00+00:00,28.51000022888184,29.21999931335449,25.899999618530277,13.977940559387209,647600,0.0,
2012-07-05 00:00:00+00:00,27.200000762939453,31.440000534057617,27.200000762939453,15.83251953125,551600,0.0,
2012-07-06 00:00:00+00:00,30.93000030517578,36.43000030517578,30.93000030517578,17.16375160217285,877700,0.0,
2012-07-09 00:00:00+00:00,33.7400016784668,33.7400016784668,30.96999931335449,16.27964973449707,441700,0.0,
2012-07-10 00:00:00+00:00,32.2599983215332,32.779998779296875,31.65999984741211,16.31013298034668,735600,0.0,
2012-07-11 00:00:00+00:00,24.739999771118164,25.049999237060547,24.540000915527344,12.677189826965332,83200,0.0,
2012-07-12 00:00:00+00:00,24.700000762939453,25.31999969482422,24.07999992370605,12.656865119934082,237100,0.0,
2012-07-13 00:00:00+00:00,24.920000076293945,25.5,24.520000457763672,12.61113739013672,300300,0.0,
2012-07-16 00:00:00+00:00,33.83000183105469,34.400001525878906,33.59000015258789,17.35682487487793,38200,0.0,
2012-07-17 00:00:00+00:00,34.459999084472656,34.459999084472656,33.369998931884766,17.275529861450195,311300,0.0,
2012-07-18 00:00:00+00:00,34.02000045776367,34.25,33.720001220703125,17.306018829345703,210500,0.0,
2012-07-19 00:00:00+00:00,34.27000045776367,34.5,33.880001068115234,17.306018829345703,393300,0.0,
2012-07-20 00:00:00+00:00,33.86000061035156,33.86000061035156,33.38999938964844,17.072284698486328,224400,0.0,
2012-07-23 00:00:00+00:00,33.36000061035156,33.41999816894531,32.130001068115234,16.589588165283203,253200,0.0,
2012-07-24 00:00:00+00:00,32.689998626708984,33.2599983215332,32.18000030517578,16.391427993774414,193800,0.0,
2012-07-25 00:00:00+00:00,32.25,32.619998931884766,31.76000022888184,16.32537269592285,373800,0.0,
2012-07-26 00:00:00+00:00,32.5099983215332,33.0099983215332,32.130001068115234,16.4117488861084,198900,0.0,
2012-07-27 00:00:00+00:00,32.41999816894531,32.619998931884766,31.96999931335449,16.52353858947754,158600,0.0,
2012-07-30 00:00:00+00:00,32.459999084472656,32.939998626708984,31.940000534057617,16.391427993774414,219000,0.0,
2012-07-31 00:00:00+00:00,32.150001525878906,32.52000045776367,31.8700008392334,16.355693817138672,201100,0.15,
2012-08-01 00:00:00+00:00,32.040000915527344,32.439998626708984,31.649999618530277,16.36079978942871,226300,0.0,
