date,SPG_Open,SPG_High,SPG_Low,SPG_Close,SPG_Volume,SPG_Dividends,SPG_Stock Splits
1993-12-14 00:00:00+00:00,20.88321876525879,20.88321876525879,20.651182174682617,4.303130626678467,7717345,0.0,
1993-12-15 00:00:00+00:00,20.88321876525879,20.88321876525879,20.651182174682617,4.303130626678467,1833877,0.0,
1993-12-16 00:00:00+00:00,20.88321876525879,20.999237060546875,20.767200469970703,4.303130626678467,624688,0.0,
1993-12-17 00:00:00+00:00,20.88321876525879,20.88321876525879,20.767200469970703,4.279226779937744,490765,0.0,
1993-12-20 00:00:00+00:00,20.767200469970703,20.88321876525879,20.767200469970703,4.303130626678467,546144,0.0,
1993-12-21 00:00:00+00:00,20.767200469970703,20.88321876525879,20.651182174682617,4.279226779937744,311482,0.0,
1993-12-22 00:00:00+00:00,20.767200469970703,20.88321876525879,20.767200469970703,4.303130626678467,274958,0.0,
1993-12-23 00:00:00+00:00,20.88321876525879,20.88321876525879,20.767200469970703,4.303130626678467,147391,0.0,
1993-12-27 00:00:00+00:00,20.88321876525879,20.88321876525879,20.767200469970703,4.279226779937744,164307,0.0,
1993-12-28 00:00:00+00:00,20.767200469970703,20.88321876525879,20.767200469970703,4.303130626678467,283577,0.0,
1993-12-29 00:00:00+00:00,20.88321876525879,20.999237060546875,20.767200469970703,4.303130626678467,256534,0.0,
1993-12-30 00:00:00+00:00,20.999237060546875,20.999237060546875,20.88321876525879,4.303130626678467,153856,0.0,
1993-12-31 00:00:00+00:00,20.88321876525879,20.999237060546875,20.767200469970703,4.327036380767822,200939,0.0,
1994-01-03 00:00:00+00:00,20.88321876525879,20.999237060546875,20.88321876525879,4.303130626678467,312236,0.0,
1994-01-04 00:00:00+00:00,20.999237060546875,20.999237060546875,20.88321876525879,4.327036380767822,236494,0.0,
1994-01-05 00:00:00+00:00,20.88321876525879,21.11525535583496,20.88321876525879,4.303130626678467,240157,0.0,
1994-01-06 00:00:00+00:00,20.88321876525879,20.999237060546875,20.88321876525879,4.303130626678467,150623,0.0,
1994-01-07 00:00:00+00:00,20.999237060546875,21.11525535583496,20.88321876525879,4.350942134857178,312775,0.0,
1994-01-10 00:00:00+00:00,21.11525535583496,21.463308334350582,20.999237060546875,4.398757457733154,436247,0.0,
1994-01-11 00:00:00+00:00,21.231273651123047,21.81136131286621,21.231273651123047,4.446568489074707,514684,0.0,
1994-01-12 00:00:00+00:00,21.69534492492676,21.69534492492676,21.579326629638672,4.446568489074707,364276,0.0,
