date,SCL_Open,SCL_High,SCL_Low,SCL_Close,SCL_Volume,SCL_Dividends,SCL_Stock Splits
1973-02-21 00:00:00+00:00,1.5859379768371582,1.5859379768371582,1.5859379768371582,0.7200562357902527,19200,0.0,
1973-02-22 00:00:00+00:00,1.53125,1.53125,1.53125,0.6952264904975891,11200,0.0,
1973-02-23 00:00:00+00:00,1.515625,1.515625,1.515625,0.6881325244903564,4800,0.0,
1973-02-26 00:00:00+00:00,1.515625,1.515625,1.515625,0.6881325244903564,0,0.0,
1973-02-27 00:00:00+00:00,1.46875,1.46875,1.46875,0.6668498516082764,14400,0.0,
1973-02-28 00:00:00+00:00,1.421875,1.421875,1.421875,0.6455674767494202,9600,0.0,
1973-03-01 00:00:00+00:00,1.421875,1.421875,1.421875,0.6455674767494202,16000,0.0,
1973-03-02 00:00:00+00:00,1.4375,1.4375,1.4375,0.6526613831520081,27200,0.0,
1973-03-05 00:00:00+00:00,1.421875,1.421875,1.421875,0.6455674767494202,9600,0.0,
1973-03-06 00:00:00+00:00,1.4140629768371582,1.4140629768371582,1.4140629768371582,0.6420212984085083,1600,0.0,
1973-03-07 00:00:00+00:00,1.375,1.375,1.375,0.6242851614952087,32000,0.0,
1973-03-08 00:00:00+00:00,1.359375,1.359375,1.359375,0.6171907782554626,1600,0.0,
1973-03-09 00:00:00+00:00,1.390625,1.390625,1.390625,0.631379246711731,6400,0.0,
1973-03-12 00:00:00+00:00,1.375,1.375,1.375,0.6242851614952087,4800,0.0,
1973-03-13 00:00:00+00:00,1.390625,1.390625,1.390625,0.631379246711731,4800,0.0,
1973-03-14 00:00:00+00:00,1.390625,1.390625,1.390625,0.631379246711731,0,0.0,
1973-03-15 00:00:00+00:00,1.4140629768371582,1.4140629768371582,1.4140629768371582,0.6420212984085083,4800,0.0,
1973-03-16 00:00:00+00:00,1.4296879768371582,1.4296879768371582,1.4296879768371582,0.6491147875785828,6400,0.0,
1973-03-19 00:00:00+00:00,1.375,1.375,1.375,0.6242851614952087,25600,0.0,
1973-03-20 00:00:00+00:00,1.375,1.375,1.375,0.6242851614952087,35200,0.0,
1973-03-21 00:00:00+00:00,1.359375,1.359375,1.359375,0.6171907782554626,11200,0.0,
1973-03-22 00:00:00+00:00,1.2578129768371582,1.2578129768371582,1.2578129768371582,0.5710792541503906,24000,0.0,
1973-03-23 00:00:00+00:00,1.2421879768371582,1.2421879768371582,1.2421879768371582,0.5639849305152893,16000,0.0,
1973-03-26 00:00:00+00:00,1.25,1.25,1.25,0.567531943321228,25600,0.0,
1973-03-27 00:00:00+00:00,1.25,1.25,1.25,0.567531943321228,19200,0.0,
1973-03-28 00:00:00+00:00,1.2578129768371582,1.2578129768371582,1.2578129768371582,0.5710792541503906,4800,0.0,
1973-03-29 00:00:00+00:00,1.2578129768371582,1.2578129768371582,1.2578129768371582,0.5710792541503906,3200,0.0,
1973-03-30 00:00:00+00:00,1.25,1.25,1.25,0.567531943321228,6400,0.0,
1973-04-02 00:00:00+00:00,1.21875,1.21875,1.21875,0.5533433556556702,9600,0.0,
1973-04-03 00:00:00+00:00,1.1875,1.1875,1.1875,0.5391554236412048,24000,0.0,
1973-04-04 00:00:00+00:00,1.2109379768371582,1.2109379768371582,1.2109379768371582,0.5497968792915344,3200,0.0,
1973-04-05 00:00:00+00:00,1.1953129768371582,1.1953129768371582,1.1953129768371582,0.5427026748657227,24000,0.0,
1973-04-06 00:00:00+00:00,1.203125,1.203125,1.203125,0.5462496876716614,1600,0.0,
1973-04-09 00:00:00+00:00,1.1953129768371582,1.1953129768371582,1.1953129768371582,0.5427026748657227,20800,0.0,
1973-04-10 00:00:00+00:00,1.2421879768371582,1.2421879768371582,1.2421879768371582,0.5639849305152893,11200,0.0,
1973-04-11 00:00:00+00:00,1.28125,1.28125,1.28125,0.581720232963562,44800,0.0,
1973-04-12 00:00:00+00:00,1.3359379768371582,1.3359379768371582,1.3359379768371582,0.6065496802330017,28800,0.0,
1973-04-13 00:00:00+00:00,1.296875,1.296875,1.296875,0.5888139605522156,19200,0.0,
1973-04-16 00:00:00+00:00,1.3125,1.3125,1.3125,0.5959084033966064,8000,0.0,
1973-04-17 00:00:00+00:00,1.296875,1.296875,1.296875,0.5888139605522156,8000,0.0,
1973-04-18 00:00:00+00:00,1.28125,1.28125,1.28125,0.581720232963562,3200,0.0,
1973-04-19 00:00:00+00:00,1.28125,1.28125,1.28125,0.581720232963562,0,0.0,
1973-04-23 00:00:00+00:00,1.265625,1.265625,1.265625,0.574626624584198,3200,0.0,
1973-04-24 00:00:00+00:00,1.2421879768371582,1.2421879768371582,1.2421879768371582,0.5639849305152893,8000,0.0,
1973-04-25 00:00:00+00:00,1.1875,1.1875,1.1875,0.5391554236412048,20800,0.0,
1973-04-26 00:00:00+00:00,1.1875,1.1875,1.1875,0.5391554236412048,52800,0.0,
1973-04-27 00:00:00+00:00,1.1875,1.1875,1.1875,0.5391554236412048,4800,0.0,
1973-04-30 00:00:00+00:00,1.1875,1.1875,1.1875,0.5391554236412048,4800,0.0,
1973-05-01 00:00:00+00:00,1.1875,1.1875,1.1875,0.5391554236412048,16000,0.0,
1973-05-02 00:00:00+00:00,1.2109379768371582,1.2109379768371582,1.2109379768371582,0.5497968792915344,8000,0.0,
1973-05-03 00:00:00+00:00,0.0,1.21875,1.1875,0.5462496876716614,14400,0.0,
1973-05-04 00:00:00+00:00,0.0,1.2421879768371582,1.234375,0.5639849305152893,11200,0.0,
1973-05-07 00:00:00+00:00,1.2421879768371582,1.2421879768371582,1.2421879768371582,0.5639849305152893,0,0.0,
1973-05-08 00:00:00+00:00,0.0,1.25,1.25,0.567531943321228,1600,0.0,
1973-05-09 00:00:00+00:00,0.0,1.2734379768371582,1.2578129768371582,0.5781735181808472,8000,0.0,
1973-05-10 00:00:00+00:00,0.0,1.28125,1.28125,0.581720232963562,1600,0.0,
1973-05-11 00:00:00+00:00,1.28125,1.28125,1.28125,0.581720232963562,0,0.0,
1973-05-14 00:00:00+00:00,0.0,1.265625,1.265625,0.574626624584198,4800,0.0,
1973-05-15 00:00:00+00:00,0.0,1.2734379768371582,1.2421879768371582,0.5781735181808472,14400,0.0,
