date,XNTK_Open,XNTK_High,XNTK_Low,XNTK_Close,XNTK_Volume,XNTK_Dividends,XNTK_Stock Splits
2000-10-02 00:00:00+00:00,48.25,48.75,46.9921875,32.08258819580078,554000,0.0,
2000-10-03 00:00:00+00:00,48.15625,48.203125,45.5625,30.97776985168457,216000,0.0,
2000-10-04 00:00:00+00:00,45.5625,47.390625,45.28125,31.870126724243164,291400,0.0,
2000-10-05 00:00:00+00:00,46.75,47.1875,46.0,31.445186614990234,53000,0.0,
2000-10-06 00:00:00+00:00,46.6875,46.90625,44.75,30.55282211303711,447400,0.0,
2000-10-09 00:00:00+00:00,44.75,45.796875,44.25,30.77591133117676,125800,0.0,
2000-10-10 00:00:00+00:00,44.5625,44.96875,43.46875,29.78793716430664,152000,0.0,
2000-10-11 00:00:00+00:00,42.5,43.65625,41.75,29.108049392700195,249600,0.0,
2000-10-12 00:00:00+00:00,43.875,43.875,41.6875,28.470645904541016,232200,0.0,
2000-10-13 00:00:00+00:00,42.4375,45.0,42.4375,30.467849731445312,455800,0.0,
2000-10-16 00:00:00+00:00,45.71875,45.71875,44.515625,30.82903861999512,18600,0.0,
2000-10-17 00:00:00+00:00,45.03125,45.03125,42.6875,29.59140968322754,326200,0.0,
2000-10-18 00:00:00+00:00,42.1875,44.546875,42.0,29.809194564819336,250400,0.0,
2000-10-19 00:00:00+00:00,45.875,46.96875,45.4375,31.317716598510746,337800,0.0,
2000-10-20 00:00:00+00:00,46.6875,48.125,46.46875,32.28976058959961,127400,0.0,
2000-10-23 00:00:00+00:00,48.078125,48.15625,47.5,32.550010681152344,110000,0.0,
2000-10-24 00:00:00+00:00,48.125,48.28125,46.5,31.678895950317383,167800,0.0,
2000-10-25 00:00:00+00:00,44.875,45.6875,43.5625,29.756084442138672,513800,0.0,
2000-10-26 00:00:00+00:00,43.5,44.609375,42.0,30.27661895751953,867000,0.0,
2000-10-27 00:00:00+00:00,45.78125,45.78125,44.3125,30.595319747924805,583000,0.0,
2000-10-30 00:00:00+00:00,45.03125,45.03125,43.34375,29.724201202392575,402000,0.0,
2000-10-31 00:00:00+00:00,45.4375,46.5625,45.4375,31.27522087097168,332400,0.0,
2000-11-01 00:00:00+00:00,45.75,46.59375,45.5625,31.14772605895996,241800,0.0,
2000-11-02 00:00:00+00:00,46.8125,47.1875,46.8125,32.08258819580078,115600,0.0,
2000-11-03 00:00:00+00:00,46.859375,47.78125,46.859375,32.14632797241211,7600,0.0,
2000-11-06 00:00:00+00:00,47.6875,47.6875,47.046875,31.986984252929688,3800,0.0,
2000-11-07 00:00:00+00:00,46.5,46.703125,46.5,31.65764617919922,106400,0.0,
2000-11-08 00:00:00+00:00,46.34375,46.34375,43.9375,30.021671295166016,237000,0.0,
2000-11-09 00:00:00+00:00,43.0,43.09375,42.25,29.299264907836918,31600,0.0,
2000-11-10 00:00:00+00:00,42.34375,42.34375,41.140625,27.97135353088379,25600,0.0,
2000-11-13 00:00:00+00:00,39.5,41.46875,39.078125,27.8969841003418,143200,0.0,
2000-11-14 00:00:00+00:00,42.078125,42.9375,41.46875,28.959312438964844,233000,0.0,
2000-11-15 00:00:00+00:00,42.96875,43.65625,42.5625,29.150545120239254,54800,0.0,
2000-11-16 00:00:00+00:00,42.40625,42.40625,41.65625,28.32191467285156,4400,0.0,
2000-11-17 00:00:00+00:00,40.828125,41.984375,40.3125,27.93416786193848,8400,0.0,
